type,name,values,prefix,postfix,usage count,user addable,template name,,,
checklist,ITP - 011 - Fill 15,,,,,Yes,ITP - 011 - Fill 15,56cfed4c-fc80-4fa7-9f5f-38e8f24799d6,,
section,1.1.0 Pre-construction Approvals,,,,,,,,,
checkpoint,1.1.1 - Construction Environmental Management Plan,,,,,,,,,
note,Method/Description - Document Review,,,,,,,,,
note,Test frequency - Prior to work starting,,,,,,,,,
note,Contractor - H,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - Signed off CEMP",,,,,,,,,
checkpoint,1.1.2 - Construction Work Plan,,,,,,,,,
note,Method/Description - Document Review,,,,,,,,,
note,Test frequency - Prior to personal starting,,,,,,,,,
note,Contractor - H,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - Signed off CWP",,,,,,,,,
checkpoint,1.1.3 - IANZ accredited testing organisation,,,,,,,,,
note,Method/Description - Document Review,,,,,,,,,
note,Test frequency - Once prior to works commencing,,,,,,,,,
note,Contractor - H,,,,,,,,,
note,Designer - H,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - Test and supplier certificates",,,,,,,,,
signoff,AUTHORITY HOLDPOINT,,,,,,,,,
checkpoint,1.1.4 - IFC's specification,,,,,,,,,
note,Method/Description - Document Review,,,,,,,,,
note,Test frequency - Once prior to works commencing,,,,,,,,,
note,Contractor - H,,,,,,,,,
note,Designer - H,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - IFCspecifications or Written approval from PAB",,,,,,,,,
signoff,AUTHORITY HOLDPOINT,,,,,,,,,
checkpoint,1.1.5 - IFC drawings,,,,,,,,,
note,Method/Description - Document Review,,,,,,,,,
note,Test frequency - Once prior to works commencing,,,,,,,,,
note,Contractor - H,,,,,,,,,
note,Designer - H,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - IFC drawings or Written approval from PAB",,,,,,,,,
signoff,AUTHORITY HOLDPOINT,,,,,,,,,
checkpoint,1.1.6 - Approved earthworks model,,,,,,,,,
note,Method/Description - Document Review,,,,,,,,,
note,Test frequency - Every new Earthworks Model and prior to work commencing,,,,,,,,,
note,Contractor - H,,,,,,,,,
note,Designer - H,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - ?",,,,,,,,,
signoff,AUTHORITY HOLDPOINT,,,,,,,,,
checkpoint,1.1.7 - Approval of stockpile location,,,,,,,,,
note,Method/Description - Document Review & Approval,,,,,,,,,
note,Test frequency - Prior to works commencing,,,,,,,,,
note,Contractor - H,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - ?",,,,,,,,,
section,1.2.0 Material Compliance,,,,,,,,,
checkpoint,1.2.1 - Structural fill,,,,,,,,,
note,"Method/Description - Determination of the dry density & OMC determination - NZS 4402:Supplement No 1:1998, Test 4.1.2",,,,,,,,,
note,"• Atterberg limits - NZS 4402:Supplement No 1:1998, Test 2.2, 2.3 & 2.4 ",,,,,,,,,
note,• Triaxial (Single stage min. 3 samples) - BS 1377 Part 8: 1990. Methods of tests for Soils for civil engineering purposes – Test 7 or Test 8,,,,,,,,,
note,"Test frequency - 1 test per 20,000m³",,,,,,,,,
note,Contractor - H,,,,,,,,,
note,Designer - W,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - Test Report",,,,,,,,,
signoff,AUTHORITY HOLDPOINT,,,,,,,,,
checkpoint,1.2.2 - Buttress Fill,,,,,,,,,
note,"Method/Description - Determination of the dry density & OMC determination - NZS 4402:Supplement No 1:1998, Test 4.1.2",,,,,,,,,
note,"• Atterberg limits - NZS 4402:Supplement No 1:1998, Test 2.2, 2.3 & 2.4 ",,,,,,,,,
note,"Test frequency - 1 test per 20,000m3",,,,,,,,,
note,Contractor - H,,,,,,,,,
note,Designer - W,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - Test Report ",,,,,,,,,
checkpoint,1.2.3 - GAP 65,,,,,,,,,
note,"Method/Description - Determination of the dry density & OMC determination - NZS 4402:Supplement No 1:1998, Test 4.1.2",,,,,,,,,
note,• NZS 4402 Supplement No 1:1998 - Test 2.8.1 Determination of the particle size distribution Standard method by wet sieving,,,,,,,,,
note,• NZS 4402 Supplement No 1:1998 - Test 2.8.3 Determination of the particle size distribution Standard method by hydrometer,,,,,,,,,
note,• Laboratory Triaxial Hydraulic Conductivity - ASTM D5084 – 16a,,,,,,,,,
