type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,,,
checklist,ITP-123-STR-CPD-Steel Structures Installation,itp,,,,,ITP-123-STR-CPD-Steel Structures Installation Rev 0,,,,,,,,,,,,,,,,
section,1. Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-status,1. Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
label,Document Title: ITP-123-STR-CPD-Steel Structures Installation,,,,,,,,,,,,,,,,,,,,,,
label,ITP Description: Steel Structures Installation,,,,,,,,,,,,,,,,,,,,,,
label,Document Number (in Teambinder): MRP-0000-MRPA-ALT-ITP-00XX,,,,,,,,,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): STR,,,,,,,,,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,,,,,,,,,
label,Revision Date: 19/01/2024,,,,,,,,,,,,,,,,,,,,,,
label,ITP created by: Andrew Carlini ,,,,,,,,,,,,,,,,,,,,,,
label,ITP approved for use by: Pradeep Talasila,,,,,,,,,,,,,,,,,,,,,,
checkpoint,1.1 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VR Section 610 Feburary 2020,,,,,,,,,,,,,,,,,,,,,,
checkpoint,1.2 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VR Section 630 July 2022,,,,,,,,,,,,,,,,,,,,,,
checkpoint,1.3 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VR Section 631 June 2017,,,,,,,,,,,,,,,,,,,,,,
checkpoint,1.4 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings,,,,,,,,,,,,,,,,,,,,,,
checkpoint,1.5 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - AS4100,,,,,,,,,,,,,,,,,,,,,,
checkpoint,1.5 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - AS5131,,,,,,,,,,,,,,,,,,,,,,
section,2. Preliminaries - Materials,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.1 - Structural Steel Components,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings MRPA Quality Management Plan,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Fabricator is required to provide the Manufacturer's Data Record (MDR) for each component.,,,,,,,,,,,,,,,,,,,,,,
label,Typically this consists of but not limited to:,,,,,,,,,,,,,,,,,,,,,,
label,i. Certificate of Compliance,,,,,,,,,,,,,,,,,,,,,,
label,ii. Completed Fabrication ITP,,,,,,,,,,,,,,,,,,,,,,
label,iii. Weld Procedure Specifications,,,,,,,,,,,,,,,,,,,,,,
label,iv. Weld Procedure Qualifications,,,,,,,,,,,,,,,,,,,,,,
label,v. Welder Qualifications,,,,,,,,,,,,,,,,,,,,,,
label,vi. Material Certificates and traceability,,,,,,,,,,,,,,,,,,,,,,
label,vii. Quality Assurance check sheets,,,,,,,,,,,,,,,,,,,,,,
label,viii. Welding Consumable batch certificates,,,,,,,,,,,,,,,,,,,,,,
label,ix. Coating certificate(s),,,,,,,,,,,,,,,,,,,,,,
label,x. Non-destructive Testing (NDT) Reports,,,,,,,,,,,,,,,,,,,,,,
label,xi. As-built Drawings to demonstrate compliance with dimensional tolerances of structural steel,,,,,,,,,,,,,,,,,,,,,,
label,Collate: Structural Steel Quality Assurance Documentation and upload in a TeamBinder Lot.,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each component,,,,,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Conqa HP Release,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.2 - Fasteners,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Section 630.20 IFC Drawing,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Bolts, nuts and washers for Property Class 4.6 bolting shall be supplied in accordance with AS 1111 and AS 1112",,,,,,,,,,,,,,,,,,,,,,
