type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,,,
checklist,ITP-125-STR-CPD-Precast Plank Installation,itp,,,,,ITP-125-STR-CPD-Precast Plank Installation Rev 0,,,,,,,,,,,,,,,,
section,1. Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-status,1. Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
label,Document Title: ITP-125-STR-CPD-Precast Plank Installaton,,,,,,,,,,,,,,,,,,,,,,
label,ITP Description: CPD-Precast Plank Installaton,,,,,,,,,,,,,,,,,,,,,,
label,Document Number (in Teambinder): MRP-0000-MRPA-ALT-ITP-00XX,,,,,,,,,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): STR,,,,,,,,,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,,,,,,,,,
label,Revision Date: 19/01/2024,,,,,,,,,,,,,,,,,,,,,,
label,ITP created by: Andrew Carlini ,,,,,,,,,,,,,,,,,,,,,,
label,ITP approved for use by: Pradeep Talasila,,,,,,,,,,,,,,,,,,,,,,
checkpoint,1.1 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VR 652 June 2010,,,,,,,,,,,,,,,,,,,,,,
checkpoint,1.2 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VR 656 June 2010,,,,,,,,,,,,,,,,,,,,,,
checkpoint,1.3 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VR 610 February 2020,,,,,,,,,,,,,,,,,,,,,,
checkpoint,1.4 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VR 613 June 2017,,,,,,,,,,,,,,,,,,,,,,
checkpoint,1.5 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VR 620 May 2009,,,,,,,,,,,,,,,,,,,,,,
section,3. Preliminaries - Procedures & Documentation,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3.1 - Precast Elements,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - IFC Drawings 610.47 (a) Table 610.472 (Feburary 2020), 620.03",,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Precast supplier is required to provide the following Quality Assurance documentation for each element, typically this consists of:",,,,,,,,,,,,,,,,,,,,,,
label,i. Certificate of Compliance / Birth Certificate,,,,,,,,,,,,,,,,,,,,,,
label,ii. Compressive strength test results,,,,,,,,,,,,,,,,,,,,,,
label,iii. Precast Lifting Design,,,,,,,,,,,,,,,,,,,,,,
label,iv. Pre-pour check sheet / ITP,,,,,,,,,,,,,,,,,,,,,,
label,v. Pre-stressing check sheet / ITP,,,,,,,,,,,,,,,,,,,,,,
label,vi. Post-pour check sheet / ITP,,,,,,,,,,,,,,,,,,,,,,
label,vii. Covermeter check record,,,,,,,,,,,,,,,,,,,,,,
label,viii. Record of dimensional measurements to demonstrate compliance with dimensional tolerances of precast and bearing plates ,,,,,,,,,,,,,,,,,,,,,,
