Id,Type,Name,Values,Prompting Name,Postfix,Resource Id
,checklist,4a544460bac005a2630320d9dc1bb2795d2b58818c0c1343d97f9b2590d5945e,,4a544460bac005a2630320d9dc1bb2795d2b58818c0c1343d97f9b2590d5945e,,
,section,Code Compliance Certificate Lodgement,,,,
,checkpoint,"Code Compliance Certificate lodgement form completed, received and attached",,,,
,note,Attach confirmation of CCC lodgement and PASS above checkpoint when CCC has been applied for,,,,
,checkpoint,Code Compliance Certificate RFI's,,,,
,section,Code Compliance Certificate Approval,,,,
,checkpoint,Final Code Compliance Certificate (approved & attached),,,,
,note,Attach approved Code Compliance Certificate and PASS above checkpoint when CCC has been approved,,,,
,section-nested-checklists,Code Compliance Certificate RFI's,,,,
,,,,,,
,checklist,d18b4bbbc1aad774c25a43eb19e6e728078b1cebcd03e472b346391d14c09a13,,d18b4bbbc1aad774c25a43eb19e6e728078b1cebcd03e472b346391d14c09a13,,
,section,Code Compliance Certificate Lodgement,,,,
,checkpoint,"Code Compliance Certificate lodgement form completed, received and attached",,,,
,note,Attach confirmation of CCC lodgement and PASS above checkpoint when CCC has been applied for,,,,
,checkpoint,Code Compliance Certificate RFI's,,,,
,section,Code Compliance Certificate Approval,,,,
,checkpoint,Final Code Compliance Certificate (approved & attached),,,,
,note,Attach approved Code Compliance Certificate and PASS above checkpoint when CCC has been approved,,,,
,section-nested-checklists,Code Compliance Certificate RFI's,,,,
