type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Colphene Uni NG Tieback Slab L4 (ITC),,,,,,,
section,Details,,,,,,,
checkpoint,Substrate - To Pile Base,,,,,,,
button,"All surfaces dry, clean, smooth and free from sharp objects, laitance, oils, grease or any foreign materials which may inhibit or reduce adhesion.","Yes,No",,,,,,
button,Commencement of installation shall be taken as acceptance of the substrate by the Applicator,"Yes,No",,,,,,
checkpoint,Colphene BSW UNI NG - To Pile Base,,,,,,,
button,"Confirm rolls stored upright, with the selvedge side on top. If the product is stored outdoors confirm covered with an protective cover","Yes,No",,,,,,
button,Check COLPHENE BSW UNI NG thickness is 4mm,"Yes,No",,,,,,
button,Apply COLPHENE BSW UNI NG loose laid on blinding concrete,"Yes,No",,,,,,
button,Confirm minimum 100 mm side overlap,"Yes,No",,,,,,
button,Confirm minimum 150 mm end lap between each strip,"Yes,No",,,,,,
button,Confirm end laps are staggered by at least 300 mm,"Yes,No",,,,,,
button,Confirm laps avoid excessive layering,"Yes,No",,,,,,
button,Visual inspection of joint welds at cross laps,"Yes,No",,,,,,
button,Confirm no laps at capping beam construction joint,"Yes,No",,,,,,
button,Confirm all side laps are sealed and end laps by heat-welding the selvedge with a propane torch and minimum 3-8mm bleed,"Yes,No",,,,,,
button, Confirm all angle changes (inside and outside corners) are reinforced by heat-welding on additional 300 mm piece of COLPHENE BSW UNI NG centered on the angle,"Yes,No",,,,,,
checkpoint,Alsan EP M - To Pile Base,,,,,,,
button,"MIXING - The mix ratio is 1:1 by volume, 1 parts Part A and 1 part Part B. Care should be taken to ensure that ALSAN EP M is thoroughly mixed. ","Yes,No",,,,,,
button,The entire contents of the hardener (Part B) tin should be poured into the base (Part A) tin and the two materials thoroughly mixed using a suitable slow-speed drill and high shear mixing paddle,"Yes,No",,,,,,
button,"Mix for 2 minutes until a fully uniform grey colour is obtained; the sides of the tins should be scraped, mixing should continue for a further 2 minutes. DO NOT OVER MIX AS THIS MAY INCORPORATE AIR BUBBLES","Yes,No",,,,,,
button,"To facilitate mixing and application at temperatures below 10˚C, the separate components should be warmed in hot water bath or conditions to room temperature, up to a maximum temperature of 25˚C before beginning to mix. If heated to 25˚C, the subsequently mixed material will have a pot life that will be reduced to 45 minutes.","Yes,No",,,,,,
button,"Application - brush/trowel 40mm cove, covering joint from horizontal COLPHENE BSW UNI NG to pile","Yes,No",,,,,,
button,Cure time @ 25˚C - 12 hours,"Yes,No",,,,,,
button,Store Aslan EP M in chemical bunds provided by Delta,"Yes,No",,,,,,
checkpoint,Alsan Flashing & Alsan Fleece - To Pile Base,,,,,,,
button,Mix well the product before use,"Yes,No",,,,,,
button,"ALSAN FLASHING is applied with a with a trowel, a brush or a roller in two (2) layers. Each layer must have a minimum wet film thickness of 0.8mm","Yes,No",,,,,,
button,First layer must be thick enough to completely immerse the reinforcement. POLYFLEECE will be immediately covered with a second layer of ALSAN FLASHING until saturation,"Yes,No",,,,,,
button,Ready to recoat after 2 hours Dry: 12 hours (remains tacky to touch),"Yes,No",,,,,,
button,Store Aslan FLASHING in chemical bunds provided by Delta,"Yes,No",,,,,,
checkpoint,Colphene BSW UNI NG Reiforcement Strip - To Pile Base,,,,,,,
button,"Confirm rolls stored upright, with the selvedge side on top. If the product is stored outdoors confirm covered with an protective cover","Yes,No",,,,,,
button,Check COLPHENE BSW UNI NG thickness is 4mm,"Yes,No",,,,,,
button,Confirm minimum 100 mm side overlap,"Yes,No",,,,,,
button,Confirm minimum 150 mm end lap between each strip,"Yes,No",,,,,,
button,Confirm end laps are staggered by at least 300 mm,"Yes,No",,,,,,
button,Confirm laps avoid excessive layering,"Yes,No",,,,,,
button,Visual inspection of joint welds at cross laps,"Yes,No",,,,,,
button,Confirm no laps at capping beam construction joint,"Yes,No",,,,,,
button,Confirm all side laps are sealed and end laps by heat-welding the selvedge with a propane torch and minimum 3-8mm bleed,"Yes,No",,,,,,
button, Confirm all angle changes (inside and outside corners) are reinforced by heat-welding on additional 300 mm piece of COLPHENE BSW UNI NG centered on the angle,"Yes,No",,,,,,
checkpoint,Colphene BSW UNI NG - To External Capping Beam Face (Post Pour),,,,,,,
button,"ANTIROCK PRIMER can be applied with a brush or roller on clean, dry substrates free of any residue that may hinder adherence. Shake well before using.","Yes,No",,,,,,
button,It must be thoroughly dry before applying the waterproofing membrane. Drying time will vary depending on air and surface temperature and humidity.,"Yes,No",,,,,,
button,"Confirm rolls stored upright, with the selvedge side on top. If the product is stored outdoors confirm covered with an protective cover","Yes,No",,,,,,
button,Check COLPHENE BSW UNI NG thickness is 4mm,"Yes,No",,,,,,
button,Confirm minimum 100 mm side overlap,"Yes,No",,,,,,
button,Confirm minimum 150 mm end lap between each strip,"Yes,No",,,,,,
button,Confirm end laps are staggered by at least 300 mm,"Yes,No",,,,,,
button,Confirm laps avoid excessive layering,"Yes,No",,,,,,
button,Visual inspection of joint welds at cross laps,"Yes,No",,,,,,
button,Confirm no laps at capping beam construction joint,"Yes,No",,,,,,
button,Confirm all side laps are sealed and end laps by heat-welding the selvedge with a propane torch and minimum 3-8mm bleed,"Yes,No",,,,,,
button, Confirm all angle changes (inside and outside corners) are reinforced by heat-welding on additional 300 mm piece of COLPHENE BSW UNI NG centered on the angle,"Yes,No",,,,,,
checkpoint,Sopradrain 20 - To External Capping Beam Face,,,,,,,
button,"The substrate must be firm, even, clean and free from loose materials or any construction debris on the surface.","Yes,No",,,,,,
button,Install SOPRADRAIN 20 with the geotextile facing the backfill.,"Yes,No",,,,,,
button,Join by simply butting edge to edge and overlapping the geotextile overhang and securing with reinforced canvastape,"Yes,No",,,,,,
button,Terminate SOPRADRAIN 20 by nailing pressure bar at required height,"Yes,No",,,,,,
checkpoint,Substrate - Slab,,,,,,,
button,"All surfaces dry, clean, smooth and free from sharp objects, laitance, oils, grease or any foreign materials which may inhibit or reduce adhesion.","Yes,No",,,,,,
button,Commencement of installation shall be taken as acceptance of the substrate by the Applicator,"Yes,No",,,,,,
checkpoint,Colphene BSW UNI NG - Slab,,,,,,,
button,"Confirm rolls stored upright, with the selvedge side on top. If the product is stored outdoors confirm covered with an protective cover","Yes,No",,,,,,
button,Check COLPHENE BSW UNI NG thickness is 4mm,"Yes,No",,,,,,
button,Apply COLPHENE BSW UNI NG loose laid on blinding concrete,"Yes,No",,,,,,
button,Confirm minimum 100 mm side overlap,"Yes,No",,,,,,
button,Confirm minimum 150 mm end lap between each strip,"Yes,No",,,,,,
button,Confirm end laps are staggered by at least 300 mm,"Yes,No",,,,,,
button,Confirm laps avoid excessive layering,"Yes,No",,,,,,
button,Visual inspection of joint welds at cross laps,"Yes,No",,,,,,
button,Confirm no laps at capping beam construction joint,"Yes,No",,,,,,
button,Confirm all side laps are sealed and end laps by heat-welding the selvedge with a propane torch and minimum 3-8mm bleed,"Yes,No",,,,,,
button, Confirm all angle changes (inside and outside corners) are reinforced by heat-welding on additional 300 mm piece of COLPHENE BSW UNI NG centered on the angle,"Yes,No",,,,,,
checkpoint,CHECKLIST COMPLETE AND SIGNED,,,,,,,
button,ITC completed,"Yes,No",,,,,,
,,,,,,,,
checklist,Colphene Uni NG Tieback Slab L4 ITP,,,,,,,
section,Details,,,,,,,
