"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-flat",,"","checklist","ITC-001 DUCT ROUGH IN","",,,22,"Yes","ITC-001 DUCT ROUGH IN","4bb1a862-d164-44d4-a4bc-5fae22c794a8"
"checkpoint-status",,"","checkpoint","Installed to Entire standard (ENT-STD-3.1) and to latest drawings"
"checkpoint-status",,"","checkpoint","Cleats installed"
"checkpoint-status",,"","checkpoint","Insulated as required"
"checkpoint-status",,"","checkpoint","No visible damage"
"checkpoint-status",,"","checkpoint","Flex Supported to Entire standard (ENT-STD-1.1)"
"checkpoint-status",,"","checkpoint","Seismic restraints installed as per Seismic design"
"checkpoint-status",,"","checkpoint","Kitchen Exhaust duct installed and sealed correctly"
"checkpoint-status",,"","checkpoint","Fan Coil Units installed as per the latest drawing"
"checkpoint-status",,"","checkpoint","Split Units Indoor Unit installed as per the latest drawing"

"checklist-flat",,"","checklist","ITC-002 PIPE ROUGH IN","",,,18,"Yes","ITC-002 PIPE ROUGH IN","a39e6c3d-6808-4c67-8b2a-48c1bf5158de"
"checkpoint-status",,"","checkpoint","Pipes installed to Entire standards and latest drawings"
"checkpoint-status",,"","checkpoint","Hydrostatically tested as per (ITC-010 & ITC-011)"
"checkpoint-status",,"","checkpoint","Pipes insulated as required"
"checkpoint-status",,"","checkpoint","Vibration isolation hangers installed where required as per the design (Level 4 plant room)"
"checkpoint-status",,"","checkpoint","Seismic restraints installed as per Seismic design"
"checkpoint-status",,"","checkpoint","Drains installed to standard & on correct grade"
"checkpoint-status",,"","checkpoint","Refrigeration pressure test as per (ITC-013)"

"checklist-sectioned",,"","checklist","ITC-004 Penetration Treatment (sign off by relevant sub contractor)","",,,6,"Yes","ITC-004 Penetration Treatment (sign off by relevant sub contractor)","a8da3a94-4fd2-4e51-9d0b-eae640b5ba28"
"checkpoint-group",,"","section","Penetrations"
"checkpoint-status",,"","checkpoint","Acoustic penetrations correctly sealed"
"checkpoint-status",,"","checkpoint","Fire Penetrations correctly sealed"
"checkpoint-status",,"","checkpoint","Photos and documentation captured by contractor"
"checkpoint-status",,"","checkpoint","Penetrations labeled as required"

"checklist-sectioned",,"","checklist","ITC-006 Subcontractor Rough In (sign off by relevant contractor)","",,,18,"Yes","ITC-006 Subcontractor Rough In (sign off by relevant contractor)","c21254dc-b709-46b9-b678-684c76f642ae"
"checkpoint-group",,"","section","Mechanical Electrical"
"checkpoint-status",,"","checkpoint","Mech elec wires installed as per design"
"checkpoint-status",,"","checkpoint","MSSB Installed as per design"
"checkpoint-status",,"","checkpoint","Wall and or Ceiling rough in complete (If required) ready for closing up by ceiling/wall contractor"
"checkpoint-group",,"","section","Controls"
"checkpoint-status",,"","checkpoint","Control wire installed as per design"
"checkpoint-status",,"","checkpoint","Control Panel Installed as per design"
"checkpoint-status",,"","checkpoint","Wall and or Ceiling rough in complete (If required) ready for closing up by ceiling/wall contractor"
"checkpoint-status",,"","checkpoint","Devices fit off as required"
"checkpoint-group",,"","section","Insulation"
"checkpoint-status",,"","checkpoint","Pipe Insulation installed as required"
