Type,Id,Name,Values,Prompting Name,Resource Id
checklist,ce4a60ac-1735-4608-99cf-9be837e320ab,Room Checklist,,Room Checklist,97627748-16bc-4260-946f-8c2948263f82
section,69fd37a0-2b3c-4c93-8db6-04098c7d534f,Room Checklist,,,
checkpoint,279f94db-a55b-408a-b4c0-d18f0b58371c,Setout,,,
checkpoint,6c486c63-a152-465e-a133-4dd5ca535866,Soffit Insulation,,,
checkpoint,b4fa5a06-cd55-4d70-b2e6-161dd839241f,Frame Walls,,,
checkpoint,abdf22ef-6ab9-407f-83b3-5c78911d51f6,Install Noggins,,,
checkpoint,72b61898-83fd-4446-b249-ed7dbbe0bf93,Acoustic wall junctions photographed (1 photo per corner) and wall insulation,,,
checkpoint,efd71e5d-1e74-49b5-af3f-6c649f2d9d1d,Specialist wall linings installed,,,
checkpoint,cb05cdd1-1e52-42eb-aea7-55a0130affb2,Plaster wall Sheeting,,,
checkpoint,47befba7-a4b7-497f-81b5-6a42aa758886,Stop and Sand,,,
checkpoint,98f5e5e8-73e1-426c-abc6-3e0b93dad4d2,Frame Ceilings,,,
checkpoint,fcc5b159-d9a7-4655-836a-6e93ab700085,Service Ceiling Tiles Installed (if applicable),,,
checkpoint,d878a31d-244d-478d-a4b8-f8448960599e,Bulk Tile / Sheet Ceiling,,,
checkpoint,934a0e7a-5010-4b3e-937d-9ea3bd04e795,Final Inspection,,,
