Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Civil / Ingrounds - Pit Installations,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,Zone #1 (E-EXT1-10-NRL-01),grouping,Zone #1 (E-EXT1-10-NRL-01),,,
,,Pit Installation,dynamic,Zone #1 (E-EXT1-10-NRL-01),civils / ingrounds,pit installation,site qa
,,Zone #2 (E-EXT2-10-NLR-01),grouping,Zone #2 (E-EXT2-10-NLR-01),,,
,,Pit Installation,dynamic,Zone #2 (E-EXT2-10-NLR-01),civils / ingrounds,pit installation,site qa
,,Zone #3 (E-EXT3-10-NRL-01),grouping,Zone #3 (E-EXT3-10-NRL-01),,,
,,Pit Installation,dynamic,Zone #3 (E-EXT3-10-NRL-01),civils / ingrounds,pit installation,site qa
,,Zone #4 (E-EXT4-10-NRL-01),grouping,Zone #4 (E-EXT4-10-NRL-01),,,
,,Pit Installation,dynamic,Zone #4 (E-EXT4-10-NRL-01),civils / ingrounds,pit installation,site qa
,,Zone #5 (E-EXT5-10-NRL-01),grouping,Zone #5 (E-EXT5-10-NRL-01),,,
,,Pit Installation,dynamic,Zone #5 (E-EXT5-10-NRL-01),civils / ingrounds,pit installation,site qa
,,Zone #6 (E-EXT6-10-NRL-01),grouping,Zone #6 (E-EXT6-10-NRL-01),,,
,,Pit Installation,dynamic,Zone #6 (E-EXT6-10-NRL-01),civils / ingrounds,pit installation,site qa
,Columns,,,,,,
,,ATTACH ANY RELEVANT PHOTOS & DOCUMENTS,,attach any relevant photos & documents,,,
,,Enter Pit No / Grid No,Enter Pit No / Grid No,attach any relevant photos & documents,,,
,,Enter Services Type (HV / LV / Comms / etc),Enter Services Type (HV / LV / Comms / etc),attach any relevant photos & documents,,,
,,SURVEY & SETOUT,,survey & setout,,,
,,CHECK PIT SIZE & TYPE IS CORRECT,,check pit size & type is correct,,,
,,HOLD POINT - BUILDER TO ISSUE PERMIT TO DIG,,hold point - builder to issue permit to dig,,,
,,PIT DRAINAGE,,pit drainage,,,
,,BEDDING MATERIAL,,bedding material,,,
,,INSTALLATION OF PIT,,installation of pit,,,
,,PIT LIDS,,pit lids,,,
,,PIT CONCRETE COLLAR,,pit concrete collar,,,
,,PIT MARKER PLATES,,pit marker plates,,,
,,HOLD POINT - AS BUILT DOCUMENTATION,,hold point - as built documentation,,,
,,,,,,,
Civil / Ingrounds - Trenching,,,,,,,
,Scope,,,site qa,,,
,Rows,,,,,,
,,Zone #1 (E-EXT1-10-NRL-01),grouping,Zone #1 (E-EXT1-10-NRL-01),,,
,,Trenching,dynamic,Zone #1 (E-EXT1-10-NRL-01),trenching,civils / ingrounds,site qa
,,Zone #2 (E-EXT2-10-NLR-01),grouping,Zone #2 (E-EXT2-10-NLR-01),,,
,,Trenching,dynamic,Zone #2 (E-EXT2-10-NLR-01),trenching,civils / ingrounds,site qa
,,Zone #3 (E-EXT3-10-NRL-01),grouping,Zone #3 (E-EXT3-10-NRL-01),,,
,,Trenching,dynamic,Zone #3 (E-EXT3-10-NRL-01),trenching,civils / ingrounds,site qa
,,Zone #4 (E-EXT4-10-NRL-01),grouping,Zone #4 (E-EXT4-10-NRL-01),,,
,,Trenching,dynamic,Zone #4 (E-EXT4-10-NRL-01),trenching,civils / ingrounds,site qa
,,Zone #5 (E-EXT5-10-NRL-01),grouping,Zone #5 (E-EXT5-10-NRL-01),,,
,,Trenching,dynamic,Zone #5 (E-EXT5-10-NRL-01),trenching,civils / ingrounds,site qa
,,Zone #6 (E-EXT6-10-NRL-01),grouping,Zone #6 (E-EXT6-10-NRL-01),,,
,,Trenching,dynamic,Zone #6 (E-EXT6-10-NRL-01),trenching,civils / ingrounds,site qa
,Columns,,,,,,
,,ATTACH ANY RELEVANT PHOTOS & DOCUMENTS,,attach any relevant photos & documents,,,
,,Enter Conduit Run / Grid No,Enter Conduit Run / Grid No,attach any relevant photos & documents,,,
,,Enter Services Type (HV / LV / Comms / etc),Enter Services Type (HV / LV / Comms / etc),attach any relevant photos & documents,,,
,,SURVEY & SETOUT,,survey & setout,,,
,,HOLD POINT - BUILDER TO ISSUE PERMIT TO DIG,,hold point - builder to issue permit to dig,,,
,,"CHECK TRENCHING ALIGNMENT, CORRECT WIDTH & DEPTH, AND SUITABILITY OF BASE CONFIRMED",,"check trenching alignment, correct width & depth, and suitability of base confirmed",,,
,,BEDDING MATERIAL,,bedding material,,,
,,CHECK CONDUIT SIZE / TYPE / QTY IS CORRECT,,check conduit size / type / qty is correct,,,
,,CHECK CONDUIT SPACING IS CORRECT,,check conduit spacing is correct,,,
,,PHOTO OF TRENCH DETAIL & DEPTH,,photo of trench detail & depth,,,
,,GFIS DETAIL FOR AS-BUILT DOCUMENTATION,,gfis detail for as-built documentation,,,
,,HOLD POINT - SUITABILITY OF PROPOSED BACKFILL,,hold point - suitability of proposed backfill,,,
,,MARKING SERVICES,,marking services,,,
,,COMPACTION,,compaction,,,
,,HOLD POINT - AS BUILT DOCUMENTATION,,hold point - as built documentation,,,
