Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,,
c2f94543-f509-47ac-8743-87d69682c255,,folder-normal,work-in-progress,,step,TRUE,FALSE,Consent Packages,,,,,
2db5e0c0-0dd4-4096-80d3-26360dce5920,,folder-normal,work-in-progress,,step,TRUE,FALSE,Consent Packages,N17,,,,
385a1c1a-7f4c-4926-b846-0a3a54046ca5,,folder-normal,work-in-progress,,step,FALSE,FALSE,Consent Packages,N17,Stage 1,,,
82f1b01b-43e5-4fab-84f8-9c4f662a97aa,,checklist-sectioned,work-in-progress,05ebda9020d234de1ecf23c775adc54aa55040e65ba0854f59a69ff17a039863,checklist,FALSE,FALSE,Consent Packages,N17,Stage 1,Building Consent Lodgement Checklist,,
7937701d-c421-4c48-af56-f5c333704859,,checklist-flat,not-started,e126a4ed6959d628825241fca18806cc9df26a12e3a64169fe3dfdacb692a04a,checklist-flat,FALSE,FALSE,Consent Packages,N17,Stage 1,Latest Building Consent - BC Number,,
894879f0-edec-457b-aec9-3af330d07fab,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Consent Packages,N17,Stage 1,Building Consent Amendments - BC Number,,
4dbe1e36-91cf-4c2c-af42-c8024fd908cc,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Consent Packages,N17,Stage 1,Minor Variations - BC Number,,
5cb36431-5058-5aa6-81fd-f84dc5ffd291,,folder-normal,not-started,,step,FALSE,FALSE,Consent Packages,N17,Stage 2,,,
3666d5e3-dbc7-5045-a4cd-1309d960ba01,,checklist-sectioned,not-started,05ebda9020d234de1ecf23c775adc54aa55040e65ba0854f59a69ff17a039863,checklist,FALSE,FALSE,Consent Packages,N17,Stage 2,Building Consent Lodgement Checklist,,
6f96070f-c9f4-5e5d-8619-dcac6e16ab99,,checklist-flat,not-started,e126a4ed6959d628825241fca18806cc9df26a12e3a64169fe3dfdacb692a04a,checklist-flat,FALSE,FALSE,Consent Packages,N17,Stage 2,Latest Building Consent - BC Number,,
00d412a4-0030-5acd-9a7b-bb470232e12b,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Consent Packages,N17,Stage 2,Building Consent Amendments - BC Number,,
c4e9d2f1-a67d-526a-b1a7-ff86f4184a28,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Consent Packages,N17,Stage 2,Minor Variations - BC Number,,
6df01095-df9a-5d23-95fb-9ab7a7941b75,,folder-normal,not-started,,step,FALSE,FALSE,Consent Packages,N17,Stage 3,,,
b53762e9-0f70-533e-a731-a4b2d0cc3385,,checklist-sectioned,not-started,05ebda9020d234de1ecf23c775adc54aa55040e65ba0854f59a69ff17a039863,checklist,FALSE,FALSE,Consent Packages,N17,Stage 3,Building Consent Lodgement Checklist,,
ed8a182b-9e6e-5235-bfba-502ff49f492e,,checklist-flat,not-started,e126a4ed6959d628825241fca18806cc9df26a12e3a64169fe3dfdacb692a04a,checklist-flat,FALSE,FALSE,Consent Packages,N17,Stage 3,Latest Building Consent - BC Number,,
c75777a9-3ca3-51b4-9d35-4fc8466db691,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Consent Packages,N17,Stage 3,Building Consent Amendments - BC Number,,
e77aaef6-fb78-5aa1-a21a-5580b152bdd3,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Consent Packages,N17,Stage 3,Minor Variations - BC Number,,
96221d37-c834-479b-a3fd-4de6a4e1cdb3,,folder-normal,not-started,,step,TRUE,FALSE,Consent Packages,N18,,,,
1e5d8e32-37c3-5f57-bf32-d0e3a1589714,,folder-normal,not-started,,step,FALSE,FALSE,Consent Packages,N18,Stage 1,,,
646d9a46-8144-5d4a-b635-2c461f793803,,checklist-sectioned,not-started,05ebda9020d234de1ecf23c775adc54aa55040e65ba0854f59a69ff17a039863,checklist,FALSE,FALSE,Consent Packages,N18,Stage 1,Building Consent Lodgement Checklist,,
07f27535-d429-557d-abd5-0f1526dc02fa,,checklist-flat,not-started,e126a4ed6959d628825241fca18806cc9df26a12e3a64169fe3dfdacb692a04a,checklist-flat,FALSE,FALSE,Consent Packages,N18,Stage 1,Latest Building Consent - BC Number,,
1e6f6c92-366d-5a10-b231-203e6f13ca01,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Consent Packages,N18,Stage 1,Building Consent Amendments - BC Number,,
07ad53e2-63ca-599f-809e-541312baad32,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Consent Packages,N18,Stage 1,Minor Variations - BC Number,,
2e1cf26b-9dea-501f-8fa7-cf6c965b3a09,,folder-normal,not-started,,step,FALSE,FALSE,Consent Packages,N18,Stage 2,,,
bf70cba6-aeda-543b-bba9-afb89ec3f49a,,checklist-sectioned,not-started,05ebda9020d234de1ecf23c775adc54aa55040e65ba0854f59a69ff17a039863,checklist,FALSE,FALSE,Consent Packages,N18,Stage 2,Building Consent Lodgement Checklist,,
51d90c95-03fb-5552-9cf8-59bcafa209d8,,checklist-flat,not-started,e126a4ed6959d628825241fca18806cc9df26a12e3a64169fe3dfdacb692a04a,checklist-flat,FALSE,FALSE,Consent Packages,N18,Stage 2,Latest Building Consent - BC Number,,
3dfd4dae-1b5a-5308-896d-4d871808fc9a,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Consent Packages,N18,Stage 2,Building Consent Amendments - BC Number,,
cb0d6728-bc8f-5af4-9e91-282ef54370ca,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Consent Packages,N18,Stage 2,Minor Variations - BC Number,,
dbb03692-99f0-5c53-a163-fe8f6bb588df,,folder-normal,not-started,,step,FALSE,FALSE,Consent Packages,N18,Stage 2,,,
317fb69c-5be7-5d3a-9dec-4e2b3e374e3d,,checklist-sectioned,not-started,05ebda9020d234de1ecf23c775adc54aa55040e65ba0854f59a69ff17a039863,checklist,FALSE,FALSE,Consent Packages,N18,Stage 2,Building Consent Lodgement Checklist,,
bb184290-a49a-54ad-a6fe-4f39cb782840,,checklist-flat,not-started,e126a4ed6959d628825241fca18806cc9df26a12e3a64169fe3dfdacb692a04a,checklist-flat,FALSE,FALSE,Consent Packages,N18,Stage 2,Latest Building Consent - BC Number,,
4a40f258-a0d0-569c-958c-f6eca4c4201f,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Consent Packages,N18,Stage 2,Building Consent Amendments - BC Number,,
7b508d34-99e2-5f96-9835-cf5a9424450f,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Consent Packages,N18,Stage 2,Minor Variations - BC Number,,
d7b9d3c2-ab87-4365-bc0c-fadb97ba2331,,folder-normal,work-in-progress,,step,TRUE,FALSE,Offsite QA (Factory),,,,,
ba30accb-239e-4a63-a28c-f7c24907ff2d,,folder-normal,work-in-progress,,step,TRUE,FALSE,Offsite QA (Factory),N17,,,,
54ba204c-584a-47a2-b9a1-5089c33b7781,,folder-normal,work-in-progress,,step,TRUE,FALSE,Offsite QA (Factory),N17,Apartments,,,
6e02539a-59b0-4392-9206-620c10913a44,,folder-normal,work-in-progress,,step,TRUE,FALSE,Offsite QA (Factory),N17,Apartments,Ground Floor,,
