type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,F2LSIP - ITP 09 - Road Signs,itp,,,,,F2LSIP - ITP 09 - Road Signs,2224a125-ff69-492e-a112-d6879ab63ecb
section,9.0 - Road Signs,,,,,,,
checkpoint,Road Signs,,,,,,,
label,Inspection Point: Quality Control Activity - Final Sign Off,,,,,,,
label,Acceptance Criteria - All below requirements are met and approved by ER,,,,,,,
label,Verifying Document - Referenced Item numbers as below,,,,,,,
label,Frequency - Once post construction,,,,,,,
label,Inspection Type - Hold Point,,,,,,,
label,Inspection: Key - H,,,,,,,
label,Inspection: By - ER,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
section,9.1 - Materials ,,,,,,,
checkpoint,Materials / Retroreflective Requirements / Contractor's Signposts Design,,,,,,,
label,Inspection Point: Quality Control Activity - Pre Installation - Compliance Check,,,,,,,
label,Acceptance Criteria - All materials to comply with relevent clause under TNZ P24 2020,,,,,,,
label,○ The minimum standard of retroreflection for signs shall be as detailed in Table 810.2 in the technical specifications,,,,,,,
label,– – – – – – – – – – – – – – – – – – – – – ,,,,,,,
label,TABLE 810.2: MINIMUM STANDARD OF SIGN RETROREFLECTION,,,,,,,
label,SIGN TYPE || STANDARD OF RETROREFLECTION,,,,,,,
label,– – – – – – – – – – – – – – – – – – – – – ,,,,,,,
label,"All signs with white or yellow backgrounds, such as regulatory parking and permanent warning signs || Class 400",,,,,,,
label,"All RG5 ""Stop"", RG6 ""Give Way"", RG-6R ""Roundabout Give Way"", RG-17 ""Keep Left"", and RG-17.1 ""Keep Left Twin Disc"" signs || Class 900",,,,,,,
label,All other regulatory signs || Class 400,,,,,,,
label,"All ground-mounted information signs with a red, green, brown or blue background (guide, motorist service, and tourist signs) || Class 400",,,,,,,
label,All Overhead Signs || Class 900,,,,,,,
label,Chevron sign boards and single chevrons || Class 400,,,,,,,
label,Panels with white background for black-on-white signs with less than 30% black on the sign face || Class 100,,,,,,,
label,Belisha discs and red and white banded railway crossing cross-buck poles || Class 400,,,,,,,
label,Permanent warning signs and chevrons as instructed by the Engineer || Fluorescent signs,,,,,,,
label,– – – – – – – – – – – – – – – – – – – – – ,,,,,,,
label,"○ The contractor shall design all signposts, poles and foundations in accordance to NZTA P4: 2020 and submit to the Engineer for Information and Review a month prior to installation.",,,,,,,
label,Inspection Type - Inspection / Review,,,,,,,
label,Inspection: Key - I / R,,,,,,,
label,Inspection: By - PM/PS/ER,,,,,,,
section,9.2 - Installation,,,,,,,
checkpoint,"9.2.1 - Delivery / Confirm Services	",,,,,,,
label,Inspection Point: Quality Control Activity - Inspection upon delivery,,,,,,,
label,"Acceptance Criteria - Signs to be checked for any damage upon delivery, return to manufacturer if damaged. The Contractor shall confirm the location of all underground services within the vicinity of a ground-mounted sign prior to its erection.",,,,,,,
label,Verifying Document - Delivery Checklist,,,,,,,
label,Frequency - Once Per Delivery,,,,,,,
label,Inspection Type - Check,,,,,,,
label,Inspection: Key - C,,,,,,,
label,Inspection: By - PM/PS,,,,,,,
checkpoint,9.2.2 - Positioning & Orientation,,,,,,,
label,Inspection Point: Quality Control Activity - Onsite inspections and checks,,,,,,,
label,Acceptance Criteria - Positioning & Orientation to comply to TNZ P24 2020 Clause 7.3 & 7.4,,,,,,,
label,Verifying Document - Site Checklist Form,,,,,,,
label,Frequency - Once per sign installation,,,,,,,
label,Inspection Type - Inspection / Review,,,,,,,
label,Inspection: Key - I / R,,,,,,,
label,Inspection: By - PM/PS/ER,,,,,,,
checkpoint,9.2.3 - Sign Support Selection,,,,,,,
label,Inspection Point: Quality Control Activity - Onsite inspections and checks,,,,,,,
label,Acceptance Criteria - Supports to comply as per TNZ P24 2020 - Table 7.1,,,,,,,
label,Verifying Document - Site Checklist Form,,,,,,,
label,Frequency - Once per sign installation,,,,,,,
label,Inspection Type - Inspection / Review,,,,,,,
label,Inspection: Key - I / R,,,,,,,
label,Inspection: By - PM/PS/ER,,,,,,,
checkpoint,9.2.4 - Foundations / Construction Records,,,,,,,
label,Inspection Point: Quality Control Activity - Onsite inspections and checks,,,,,,,
label,"Acceptance Criteria - Foundations to comply as per TNZ P24 2020 Clause 7.7 Foundations. The contractor is to maintain construction records of each sign that clearly show that all posts, poles and foundation details comply with the requirements of the specification.",,,,,,,
label,Verifying Document - Site Checklist Form,,,,,,,
label,Frequency - Once per sign installation,,,,,,,
label,Inspection Type - Inspection / Review,,,,,,,
label,Inspection: Key - I / R,,,,,,,
label,Inspection: By - PM/PS/ER,,,,,,,
checkpoint,9.2.5 - Daytime Survey,,,,,,,
label,Inspection Point: Quality Control Activity - Post construction survey,,,,,,,
label,Acceptance Criteria - (a) The actual sign face is free of environmental soil such as mildew or lichen growth ,,,,,,,
label,(b) No physical damage has affected or risked sign face readability and or sign integrity ,,,,,,,
label,(c) No vegetation or other structure impedes line of sight or visibility to the sign face ,,,,,,,
label,(d) The sign is free of any graffiti or the aftermath of previous poor cleaning action ,,,,,,,
label,(e) Sign supports and foundations are sound and maintain correct sign presentation ,,,,,,,
label,(f) The need for the sign still exists – for example a speed reduction has not negated the need for a ,,,,,,,
label,posted curve warning speed ,,,,,,,
label,(g) Confirming that the physical sign and its structure remain suitable for purpose or note that some repair should be undertaken ,,,,,,,
label,"(h) Any fluorescent sign, deemed to require a higher level of day time visibility through its fluorescing colour feature, maintains a satisfactory performance e.g. Signs for active users (schools, pedestrians, cyclists).",,,,,,,
label,Verifying Document - Survey Checklist,,,,,,,
label,Frequency - Once per completed section of works,,,,,,,
label,Inspection Type - Inspection,,,,,,,
label,Inspection: Key - Inspection,,,,,,,
label,Inspection: By - PM/ER,,,,,,,
checkpoint,9.2.6 - Nighttime Survey,,,,,,,
label,Inspection Point: Quality Control Activity - Post construction survey,,,,,,,
label,"Acceptance Criteria - (a) Overall any sign or part of a traffic sign (eg guide sign), especially when set in a disadvantaged position, is performing suitable for purpose, exhibiting an even level of retroreflectivity across the face of the sign to ensure that an appropriate level of readability is achieved across the entire sign throughout the approach ",,,,,,,
label,(b) The orientation of the sign face is such that no specular (mirror) retroreflection creates an over bright glare effect that interferes with sign recognition/readability  ,,,,,,,
label,(c) At the threshold of retroreflectivity the traffic sign presents a level of visibility that ensures a driver becomes aware the sign is present – before actual readability is possible ,,,,,,,
label,(d) That any previous maintenance completed during daylight hours has not damaged retroreflectivity at night – for example poor graffiti cleaning ,,,,,,,
label,(e) Traffic signs remain fully effective and suitable for the purpose for which they were installed,,,,,,,
label,Verifying Document - Survey Checklist,,,,,,,
label,Frequency - Once per completed section of works,,,,,,,
label,Inspection Type - Inspection,,,,,,,
label,Inspection: Key - Inspection,,,,,,,
label,Inspection: By - PM/ER,,,,,,,
