Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,Site QA,
,Rows,,,,
,,Lift Pits / Basement / Ground Floor,grouping,Lift Pits / Basement / Ground Floor,
,,Lift Pits,,Lift Pits,Site QA
,,Basement,,Basement,Site QA
,,Ground Floor,,Ground Floor,Site QA
,,Level 1,dynamic,Level 1,Site QA
,,Level 2,dynamic,Level 2,Site QA
,,Level 3 ,dynamic,Level 3 ,Site QA
,,Level 4,dynamic,Level 4,Site QA
,,Level 5,dynamic,Level 5,Site QA
,,Level 6,dynamic,Level 6,Site QA
,,Level 7,dynamic,Level 7,Site QA
,,Level 8,dynamic,Level 8,Site QA
,,Level 9,dynamic,Level 9,Site QA
,,Level 10,dynamic,Level 10,Site QA
,,Level 11,dynamic,Level 11,Site QA
,Columns,,,,
,,Internal Wet Areas,,Internal Wet Areas,
,,Planter Boxes,,Planter Boxes,
,,Hobs,,Hobs,
,,Balcony,,Balcony,
,,Laundry,,Laundry,
,,Exposed Roofs,,Exposed Roofs,
,,Balcony ,,Balcony ,
,,Service Rooms,,Service Rooms,
,,Fire Sprinkler Tanks,,Fire Sprinkler Tanks,
,,External Common Areas ,,External Common Areas ,
,,External Areas ,,External Areas ,
,,Swimming Pool,,Swimming Pool,
,,Exposed Roof,,Exposed Roof,
,,Lift Pits,,Lift Pits,
