type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Low Voltage Cables (Mains/Submains),,,,,,Testing & Commissioning - Low Voltage Cables (Mains/Submains)
section,WSA20-MPX-04000-EL-ITC-31052000 Construction Tests (Pre-energisation),,,,,,
checkpoint,Pre-requisite Works,,,,,,
checkpoint,Insulation Damage,,,,,,
checkpoint,Correct Type of Termination,,,,,,
checkpoint,Correct Cable Size and Labelling,,,,,,
signoff,Checked By (Heyday):,,,,,,
checkpoint-no-status,Insulation Resistance,,,,,,
checkpoint,R-W,,,,,,
button,Insulation Resistance shall not be less than 1MΩ (Tested at 500VDC/1000VDC),">500MΩ,>1000MΩ,N/A",,,,,
textbox,Actual Reading if <500MΩ/<1000MΩ,,,,,,
checkpoint,R-B,,,,,,
button,Insulation Resistance shall not be less than 1MΩ (Tested at 500VDC/1000VDC),">500MΩ,>1000MΩ,N/A",,,,,
textbox,Actual Reading if <500MΩ/<1000MΩ,,,,,,
checkpoint,W-B,,,,,,
button,Insulation Resistance shall not be less than 1MΩ (Tested at 500VDC/1000VDC),">500MΩ,>1000MΩ,N/A",,,,,
textbox,Actual Reading if <500MΩ/<1000MΩ,,,,,,
checkpoint,R-N,,,,,,
button,Insulation Resistance shall not be less than 1MΩ (Tested at 500VDC/1000VDC),">500MΩ,>1000MΩ,N/A",,,,,
textbox,Actual Reading if <500MΩ/<1000MΩ,,,,,,
checkpoint,W-N,,,,,,
button,Insulation Resistance shall not be less than 1MΩ (Tested at 500VDC/1000VDC),">500MΩ,>1000MΩ,N/A",,,,,
textbox,Actual Reading if <500MΩ/<1000MΩ,,,,,,
checkpoint,B-N,,,,,,
button,Insulation Resistance shall not be less than 1MΩ (Tested at 500VDC/1000VDC),">500MΩ,>1000MΩ,N/A",,,,,
textbox,Actual Reading if <500MΩ/<1000MΩ,,,,,,
checkpoint,R-E,,,,,,
button,Insulation Resistance shall not be less than 1MΩ (Tested at 500VDC/1000VDC),">500MΩ,>1000MΩ,N/A",,,,,
textbox,Actual Reading if <500MΩ/<1000MΩ,,,,,,
checkpoint,W-E,,,,,,
button,Insulation Resistance shall not be less than 1MΩ (Tested at 500VDC/1000VDC),">500MΩ,>1000MΩ,N/A",,,,,
textbox,Actual Reading if <500MΩ/<1000MΩ,,,,,,
checkpoint,B-E,,,,,,
button,Insulation Resistance shall not be less than 1MΩ (Tested at 500VDC/1000VDC),">500MΩ,>1000MΩ,N/A",,,,,
textbox,Actual Reading if <500MΩ/<1000MΩ,,,,,,
checkpoint,N-E,,,,,,
button,Insulation Resistance shall not be less than 1MΩ (Tested at 500VDC/1000VDC),">500MΩ,>1000MΩ,N/A",,,,,
textbox,Actual Reading if <500MΩ/<1000MΩ,,,,,,
signoff,Checked By (Heyday):,,,,,,
checkpoint-no-status,Continuity Testing,,,,,,
checkpoint,Red Phase,,,,,,
textbox,Resistance (Ω),,,,,,
textbox,Target Resistance (Ω),,,,,,
checkpoint,White Phase,,,,,,
textbox,Resistance (Ω),,,,,,
textbox,Target Resistance (Ω),,,,,,
checkpoint,Blue Phase,,,,,,
textbox,Resistance (Ω),,,,,,
textbox,Target Resistance (Ω),,,,,,
checkpoint,Neutral,,,,,,
textbox,Resistance (Ω),,,,,,
textbox,Target Resistance (Ω),,,,,,
checkpoint,Earth,,,,,,
textbox,Resistance (Ω),,,,,,
textbox,Target Resistance (Ω),,,,,,
signoff,Checked By (Heyday):,,,,,,
section,WSA20-MPX-04000-EL-ITC-31053000 Component (Energised),,,,,,
checkpoint-no-status,Phase Rotation,,,,,,
button,Direction,"Clockwise,Anti-Clockwise",,,,,
signoff,Checked By (Heyday):,,,,,,
checkpoint-no-status,Voltage,,,,,,
checkpoint,Red - White,,,,,,
textbox,Voltage (V),,,,,,
checkpoint,Red - Blue,,,,,,
textbox,Voltage (V),,,,,,
checkpoint,White - Blue,,,,,,
textbox,Voltage (V),,,,,,
checkpoint,Red - Neutral,,,,,,
textbox,Voltage (V),,,,,,
checkpoint,White - Neutral,,,,,,
textbox,Voltage (V),,,,,,
checkpoint,Blue - Neutral,,,,,,
textbox,Voltage (V),,,,,,
checkpoint,Red - Earth,,,,,,
textbox,Voltage (V),,,,,,
checkpoint,White - Earth,,,,,,
textbox,Voltage (V),,,,,,
checkpoint,Blue - Earth,,,,,,
textbox,Voltage (V),,,,,,
signoff,Checked By (Heyday):,,,,,,
,,,,,,,
checklist-flat,HV/LV Transformers,,,,,,Testing & Commissioning - HV/LV Transformers
checkpoint,Schneider Electric Transformer QA/QC Test Report – Installation Configuration Page 3.,,,,,,
checkpoint,Schneider Electric Transformer QA/QC Test Report – Pre-Testing inspection Page 4.,,,,,,
checkpoint,Schneider Electric Transformer QA/QC Test Report – Transformer Test - Page 4:,,,,,,
label,Continuity test on HV and LV Windings,,,,,,
label,○ Insulation Resistance Test LV Winding to Earth,,,,,,
label,○ Winding Resistance,,,,,,
label,"○ Winding Ration verification (taps: +2.5%, +1.25%, 0, -1.25%, -2.5% )",,,,,,
label,○ Vector Groups,,,,,,
label,○ Check bushings,,,,,,
label,○ Control cubicle visual inspection,,,,,,
label,○ Control Cabling within the control cubicle visual inspection and connection verification against approved schematics,,,,,,
label,○ Confirm opening of LV door operates “normally open contact when doors are closed”,,,,,,
signoff,Checked By (Heyday):,,,,,,
,,,,,,,
checklist,Main Switchboards,,,,,,Testing & Commissioning - Main Switchboards
section,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),,,,,,
checkpoint-no-status,Physical Checks,,,,,,
checkpoint,1. Confirm boards dimensions are in accordance with approved shop drawings (provide drawings reference in the Comments section),,,,,,
checkpoint,"2. Confirm correct MSB Form of Separation, Provide actual Form of Separation in Comments section",,,,,,
checkpoint,"3. Confirm the Layout of fitted components (ACBs, MCCBs, MEN, ATS) is in accordance with approved shop drawings (provide drawings reference in the Comments section)",,,,,,
checkpoint,4. Confirm that Brand of fitted components is in accordance with approved shop drawings (provide drawings reference in the Comments section),,,,,,
checkpoint,"5. Confirm meters location, types and labels are in accordance with approved shop drawings",,,,,,
checkpoint,6. Confirm the circuit breakers rating is in accordance with discrimination study (provide discrimination study reference in the Comments section),,,,,,
checkpoint,7. Confirm Trip units and protection relay settings are set in accordance with discrimination study,,,,,,
checkpoint,8. Confirm correct circuit identification and labelling,,,,,,
checkpoint,9. Confirm easy access to controls termination,,,,,,
checkpoint,"10. Confirm correct location, access and sufficient support for incoming cables ",,,,,,
checkpoint,"11. Confirm correct location, access and sufficient support for outgoing cables",,,,,,
checkpoint,12. Confirm the board busbars and cables are tighten as per manufacturer recommendations and standards. Provide applied torque in a Comment section,,,,,,
checkpoint,13. Confirm correct phase identification of busbars and cables inside the board ,,,,,,
checkpoint,14. Confirm correct size of incoming power cables as per approved cable schedule,,,,,,
checkpoint,15. Confirm correct size of earthing conductors,,,,,,
checkpoint,16. Confirm no visual damage to the equipment or meters. Mark the observed issues in a Comment section (if any),,,,,,
signoff,Checked By (Heyday):,,,,,,
checkpoint-no-status,Mechanical Checks,,,,,,
checkpoint,1. Repeat closing and opening of air circuit breakers for 3 times using the front panel operating buttons and charging handle,,,,,,
checkpoint,2. Repeat racking of air circuit breaker in and out of chassis for 2 times to verify correct functionality of sliding mechanism ,,,,,,
checkpoint,3. Repeat closing and opening of air circuit breakers for 3 times using the front panel operating buttons and charging handle,,,,,,
checkpoint,4. Repeat manual closing and opening of moulded case circuit breakers for 3 times,,,,,,
