Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Care & Village Centre ,dynamic,Care & Village Centre ,
,,Apartments - Stage B02a & B02b,dynamic,Apartments - Stage B02a & B02b,
,,Apartments - Stage B03 ,dynamic,Apartments - Stage B03 ,
,Columns,,,,
,,Exterior Inspections - Brickwork,,Exterior Inspections - Brickwork,
,,Exterior Inspections - Common Areas,,Exterior Inspections - Common Areas,
,,Exterior Inspections - Roof,,Exterior Inspections - Roof,
,,Plaster Finish - Is the plaster clean?,,Is the plaster clean,
,,Plaster Finish - Are there any cracks to the plaster?,,Are there any cracks to the plaster,
,,Plaster Finish - Is there any separation to Soffits or Windows Jamb lines?,,Is there any separation to Soffits or Windows Jamb lines,
,,Plaster Finish - Paint condition?,,Paint condition,
,,"Plaster Finish - Gutter, fascia, and Fascia Faces Clean?",,"Gutter, fascia, and Fascia Faces Clean",
