type,name,values,prefix,postfix,usage count,user addable,template name,
checklist-flat,FCU Template,,,,,Yes,FCU Template,0469f94f-af89-4650-9fdb-479544255584
checkpoint-status,Is the location drawing approved for construction,,,,,,,
checkpoint-status,"Is site safe for work start, report discrepancies",,,,,,,
checkpoint-status,FCU is correct for the system and position shown on drawings,,,,,,,
checkpoint-status,"Check casing, fans, coils &amp; duct for damage, report observations",,,,,,,
checkpoint-status,"Filters installed, size recorded",,,,,,,
checkpoint-status,Is FCU installed level &amp; plumb,,,,,,,
checkpoint-status,Are supports and fixings installed adequately,,,,,,,
checkpoint-status,Verify &amp; record on drawing As-Built dimensions,,,,,,,
checkpoint-status,Photos taken,,,,,,,
holdpoint,"Signoff by Main Contractor or Engineer, if required",,,,,,,
,,,,,,,,
checklist-flat,HTM 02-01 - Functional Test of NIST connectors,,,,,Yes,HTM 02-01 - Functional Test of NIST connectors,0d1492f9-3a84-4e72-ba2f-619e9586af62
checkpoint-status,Confirm drawings are verified,,,,,,,
label,The following Functional tests NIST connectors has been tested in accordance with the contract specification and paragraphs 15.80–15.81,,,,,,,
text,System:,,,,,,,
text,NIST Gas,,,,,,,
checkpoint-status,Gas specificity,,,,,,,
button,Self sealing,"Adequate, Inadequate",,,,,,
holdpoint,Signoff if required,,,,,,,
,,,,,,,,
checklist-sectioned,HTM02 -01 B1 Carcus Test,,,,,Yes,HTM02 -01 B1 Carcus Test,0debfb55-0fcc-4ff7-a80a-b03351cb9ed8
checkpoint-group,Carcus test,,,,,,,
checkpoint-no-status,Details,,,,,,,
text,File number:,,,,,,,
label,The following Pipeline Carcass Systems has been tested in accordance with Paragraph 15.47-15.51 and was found to comply with the following specifications:,,,,,,,
label,"During a test period of 2 hours, the maximum pressure loss should be ≤ 0.2 kPa for 400 kPa systems, ≤0.5kPa for 700 kPa systems, ≤ 0.2 kPa for vacuum & AGSS (plastic or copper).",,,,,,,
label,Systems should be tested at a working pressure of;,,,,,,,
label,"For compressed medical gas systems - 10.0 bar (1,000 kPa);",,,,,,,
label,"For medical compressed air systems for surgical use - 18.0 bar (1,800 kPa);",,,,,,,
label,For vacuum & AGSS systems constructed in copper 5.0 bar (500 kPa);,,,,,,,
