"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"10d17d2f-d2bc-49bf-8f69-40a200327cda","","checklist-flat","work-in-progress","SYS - PT - Overall Pre-start","checklist-flat","FALSE","FALSE","Overall Pre-start"
"445b5a2e-ee1b-5d71-abcc-6c8302f2a318","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Overall Pre-start","Overall Pre-start"
"2dde97a2-c1d0-5471-9562-404dba793ddd","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","System information:"
"aff0434c-3992-5727-813e-7228edab3e3d","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","SSP Attached"
"752f5225-9d6c-5b52-9567-35afce481c32","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Task Analysis Attached"
"8523725e-e136-515f-a99d-ee82aa207fca","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Relevant Drawings Attached"
"ccbece55-0a07-5237-94da-77ddd0c1975c","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Pre-Start Photos"
"5f1d894a-6bfe-4fde-9ced-b42fd2213e31","","folder-normal","not-started","","step","TRUE","FALSE","QA"
"e2b9ef1f-a38e-4c1e-89f5-e8dd82ace851","","folder-normal","not-started","","step","TRUE","FALSE","QA","RoofSafe Cable Line 01 @ 17m"
"16e0aa93-950f-4cff-8d3e-7fabc9499a25","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Line 01 @ 17m","Pre-Fit Off Checklist"
"d5f83877-a6db-5afa-b0c6-316ae5ad6fb2","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Cable Line 01 @ 17m","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"2e04efbd-eadd-5db5-be5c-ff2b9a152579","","holdpoint","not-started","","","TRUE","TRUE","QA","RoofSafe Cable Line 01 @ 17m","Pre-Fit Off Checklist","EMAIL PM"
"27d5f2ce-db6a-50c5-8d9a-0904442062c5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Cable Line 01 @ 17m","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"387bcd2d-4fc1-5341-adbd-9691f4fd5939","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Cable Line 01 @ 17m","Pre-Fit Off Checklist","Photos taken"
"2f823f45-9b01-43eb-b8e3-9518ea3b7ae9","","checklist-flat","not-started","Fit Off Checklist - Line (250m or less)","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Line 01 @ 17m","Fit Off Checklist - Line 01"
"0817d008-ca8f-5167-943d-d977b7151ad0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Cable Line 01 @ 17m","Fit Off Checklist - Line 01","Confirm the structure is in accordance with the details supplied by PBI"
"46388629-8b90-551c-94ce-f675ce40bf69","","holdpoint","not-started","","","TRUE","TRUE","QA","RoofSafe Cable Line 01 @ 17m","Fit Off Checklist - Line 01","EMAIL PM"
"8f02ffbc-31ea-5b88-9e8d-14b7e68ef3f1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Cable Line 01 @ 17m","Fit Off Checklist - Line 01","Photo taken of line pull test - 4 photos required"
"e55b5f29-66cb-57b1-ad93-dd4b2f146ab2","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Cable Line 01 @ 17m","Fit Off Checklist - Line 01","Photo taken of Swages - 12 photos required"
