Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,
Overall Progress,,,,,,,,,
,Scope,,,,,,,,
,Rows,,,,,,,,
,,Block A,,Block A,,,,,
,,Block B,,Block B,,,,,
,,Block C,,Block C,,,,,
,,Block D,,Block D,,,,,
,,Block E,,Block E,,,,,
,,Block F,,Block F,,,,,
,,Drainage,,Drainage.,,,,,
,Columns,,,,,,,,
,,Ground Floor,,Ground Floor,,,,,
,,Drainage,,Drainage,,,,,
,,Level 1,,Level 1,,,,,
,,Sewer,,Sewer,,,,,
,,Stormwater,,Stormwater,,,,,
,,Water Mains,,Water Mains,,,,,
,,,,,,,,,
Block A Progress,,,,,,,,,
,Scope,,,Block A,,,,,
,Rows,,,,,,,,
,,Ground Floor,grouping,Ground Floor,,,,,
,,Unit 1,,Unit 1,Ground Floor,Block A,,,
,,Unit 2,,Unit 2,Ground Floor,Block A,,,
,,Unit 3,,Unit 3,Ground Floor,Block A,,,
,,Unit 4,,Unit 4,Ground Floor,Block A,,,
,,Unit 5,,Unit 5,Ground Floor,Block A,,,
,,Unit 6,,Unit 6,Ground Floor,Block A,,,
,,Unit 7,,Unit 7,Ground Floor,Block A,,,
,,Unit 8,,Unit 8,Ground Floor,Block A,,,
,,Unit 9,,Unit 9,Ground Floor,Block A,,,
,,Unit 10,,Unit 10,Ground Floor,Block A,,,
,,Unit 11,,Unit 11,Ground Floor,Block A,,,
,,Unit 12,,Unit 12,Ground Floor,Block A,,,
,,Unit 13,,Unit 13,Ground Floor,Block A,,,
,,Unit 14,,Unit 14,Ground Floor,Block A,,,
,,Unit 15,,Unit 15,Ground Floor,Block A,,,
,,Unit 16,,Unit 16,Ground Floor,Block A,,,
,,Unit 17,,Unit 17,Ground Floor,Block A,,,
,,Unit 18,,Unit 18,Ground Floor,Block A,,,
,,Unit 19,,Unit 19,Ground Floor,Block A,,,
,,Unit 20,,Unit 20,Ground Floor,Block A,,,
,,Unit 21,,Unit 21,Ground Floor,Block A,,,
,,Unit 22,,Unit 22,Ground Floor,Block A,,,
,,Unit 23,,Unit 23,Ground Floor,Block A,,,
,,Unit 24,,Unit 24,Ground Floor,Block A,,,
,,Unit 25,,Unit 25,Ground Floor,Block A,,,
,,Drainage,grouping,Drainage,,,,,
,,Unit 1,,Unit 1,Drainage,Block A,,,
,,Unit 2,,Unit 2,Drainage,Block A,,,
,,Unit 3,,Unit 3,Drainage,Block A,,,
,,Unit 4,,Unit 4,Drainage,Block A,,,
,,Unit 5,,Unit 5,Drainage,Block A,,,
,,Unit 6,,Unit 6,Drainage,Block A,,,
,,Unit 7,,Unit 7,Drainage,Block A,,,
,,Unit 8,,Unit 8,Drainage,Block A,,,
,,Unit 9,,Unit 9,Drainage,Block A,,,
,,Unit 10,,Unit 10,Drainage,Block A,,,
,,Unit 11,,Unit 11,Drainage,Block A,,,
,,Unit 12,,Unit 12,Drainage,Block A,,,
,,Unit 13,,Unit 13,Drainage,Block A,,,
,,Unit 14,,Unit 14,Drainage,Block A,,,
,,Unit 15,,Unit 15,Drainage,Block A,,,
,,Unit 16,,Unit 16,Drainage,Block A,,,
,,Unit 17,,Unit 17,Drainage,Block A,,,
,,Unit 18,,Unit 18,Drainage,Block A,,,
,,Unit 19,,Unit 19,Drainage,Block A,,,
,,Unit 20,,Unit 20,Drainage,Block A,,,
,,Unit 21,,Unit 21,Drainage,Block A,,,
,,Unit 22,,Unit 22,Drainage,Block A,,,
,,Unit 23,,Unit 23,Drainage,Block A,,,
,,Unit 24,,Unit 24,Drainage,Block A,,,
,,Unit 25,,Unit 25,Drainage,Block A,,,
,Columns,,,,,,,,
,,Kitchen,,Kitchen,,,,,
,,Toilet,,Toilet,,,,,
,,Whb,,Whb,,,,,
,,Shower,,Shower,,,,,
,,Drainage,,Drainage Checklist,,,,,
,,Cesspit,,Cesspit,,,,,
,,ORG,,ORG Checklist,,,,,
,,,,,,,,,
Block B Progress,,,,,,,,,
,Scope,,,Block B,,,,,
,Rows,,,,,,,,
