type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,INF-HSEQ CC0375-ITP-010 Asphalt & Checklist -  Rev.3,itp,,,,Yes,INF-HSEQ CC0375-ITP-010 Asphalt & Checklist -  Rev.3,
section,1.0 Preliminaries,,,,,,,
checkpoint,1.1 - Documentation,,,,,,,
label,Ref docs - Issued drawings / Site copy drawings,,,,,,,
label,Acceptance Criteria - Check that you have the latest site and engineering drawings BEFORE starting each task/set of tasks.,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - S,,,,,,,
label,UGL Key - S,,,,,,,
label,SHL Key - S,,,,,,,
checkpoint,1.2 - Determine lot size,,,,,,,
label,Ref docs - Spec. 0161 Quality [Cl 7.8],,,,,,,
label,Acceptance Criteria - Lots to be broken up accordingly and outlined on a lot map,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - S,,,,,,,
label,UGL Key - S,,,,,,,
label,SHL Key - S,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,
bool,Lot map,,,,,,,
checkpoint,1.3 - Set out,,,,,,,
label,"Ref docs - Spec. 0161 Quality [Cl 3.13], Drawings",,,,,,,
label,Acceptance Criteria - Has the pavement been set out by an accredited Surveyor?,,,,,,,
label,○ Set out comply with drawings?,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - S,,,,,,,
label,UGL Key - S,,,,,,,
label,SHL Key - S,,,,,,,
checkpoint,1.4 - Mix design approval,,,,,,,
label,Ref docs - Spec. 1144 Asphaltic Concrete [Cl 2.4],,,,,,,
label,Acceptance Criteria - Provide all mix designs. Mix design is to be assessed by the Superintendent for compliance.,,,,,,,
label,○ Mix design to be approved by Superintendent before use.,,,,,,,
label,Notice: 14 working days before using mix,,,,,,,
label,HOLD POINT,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - H,,,,,,,
label,UGL Key - H,,,,,,,
label,SHL Key - H,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,
bool,Mix design,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.5 - Tolerances of mix production,,,,,,,
label,Ref docs - Spec. 1144 Asphaltic Concrete [Cl 3.1],,,,,,,
label,Acceptance Criteria - Is the Binder within 0.3% of total mix?,,,,,,,
label,○ Has the daily particle size distribution been within tolerance?,,,,,,,
label,○ Has the daily moisture content been within tolerance – not to exceed 0.5% on completion of mixing?,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - S,,,,,,,
label,UGL Key - S,,,,,,,
label,SHL Key - S,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,
bool,Test report,,,,,,,
checkpoint,1.6 - Production temperatures ,,,,,,,
label,Ref docs - Spec. 1144 Asphaltic Concrete [Cl 3.2],,,,,,,
label,Acceptance Criteria - Do the temperatures listed below comply with requirements for max. temperature?,,,,,,,
label,"– Class 170, Class 320, Class AR450 Bitumen delivered into mixer – 165ºC",,,,,,,
label,– Class 600 Bitumen delivered into mixer – 175 ºC ,,,,,,,
label,– Aggregates before binder – 200 ºC,,,,,,,
label,– Asphalt at discharge point – 175 ºC,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - S,,,,,,,
label,UGL Key - S,,,,,,,
label,SHL Key - S,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,
bool,Test report,,,,,,,
checkpoint,1.7 - Certification of specification Compliance,,,,,,,
label,Acceptance Criteria - Has each delivery come with a certificate of compliance?,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - S,,,,,,,
label,UGL Key - S,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,
bool,Certificate of compliance,,,,,,,
section,2.0 Preparation,,,,,,,
checkpoint,2.1 - Conformance of previous layer,,,,,,,
label,Acceptance Criteria - Has the previous layer passed acceptance criteria? Refer to ITP of previous layer.,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - S,,,,,,,
label,UGL Key - S,,,,,,,
label,SHL Key - S,,,,,,,
checkpoint,2.2 - Joints,,,,,,,
label,Ref docs - Spec. 1144 Asphaltic Concrete [Cl 3.4],,,,,,,
label,Acceptance Criteria - Transverse joints shall be offset by not less than 2m in adjoining paver runs and from later to layer.,,,,,,,
label,Longitudinal joints shall meet the following requirements:,,,,,,,
