type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,ITP - Stressed Beams,itp,,,,,ITP - Stressed Beams Rev10,
section,1.0 - Approvals and reviews,,,,,,,
checkpoint,1.1 - Submit Concrete mix design,,,,,,,
label,Reference(s) - 610.07 (a) (b) Design spec drawings,,,,,,,
label,Supporting Documents - Mix design and associated on going testing results,,,,,,,
label,"Acceptance Criteria - Strength, quality, colour, shrinkage must be as per the relevant contract specification.",,,,,,,
label,○ Approved mix design code TU604AA62,,,,,,,
label,Conformance: Method - Written,,,,,,,
label,Conformance: Frequency - Prior to casting,,,,,,,
label,HCC Sign - HP,,,,,,,
label,TAMS Group Sign - HP,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.2 - Submit ACRS certification of reinforcement and certification for the tendons,,,,,,,
label,Reference(s) - Current ACRS certificate for all Tendons and reinforcing,,,,,,,
label,Acceptance Criteria - Valid certificate provided,,,,,,,
label,Conformance: Method - Written,,,,,,,
label,Conformance: Frequency - Prior to casting,,,,,,,
label,HCC Sign - HP,,,,,,,
label,TAMS Group Sign - HP,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.3 - Radiant heat curing with curing compounds,,,,,,,
label,Reference(s) - 610.23 (h) (g),,,,,,,
label,Supporting Documents - MSDS Complies with AS 3799,,,,,,,
label,"Acceptance Criteria - SikaFilm applied during finishing, covers installed after finishing of concrete.",,,,,,,
label,○ Radiant heat curing will occur until the Antisol AC sprayed or rolled over the components within 30 minutes of removing formwork.,,,,,,,
label,Conformance: Method - Written,,,,,,,
label,Conformance: Frequency - Every component,,,,,,,
label,HCC Sign - HP,,,,,,,
label,TAMS Group Sign - HP,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.4 - Submit curing methodology,,,,,,,
label,Reference(s) - 610.23 (a),,,,,,,
label,"Supporting Documents - Product TDS, SDS & NATA Certificate",,,,,,,
label,Acceptance Criteria - Curing compound meets or exceeds AS3799. Application rates noted.,,,,,,,
label,Conformance: Method - Written,,,,,,,
label,Conformance: Frequency - Prior to casting,,,,,,,
label,HCC Sign - HP,,,,,,,
label,TAMS Group Sign - HP,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.5 - Submit evaporative retardant (aliphatic alcohol- based),,,,,,,
label,Reference(s) - 610.17 (f),,,,,,,
label,Supporting Documents - Product TDS & SDS,,,,,,,
label,Acceptance Criteria - Application rates noted.,,,,,,,
label,Conformance: Method - Written,,,,,,,
label,Conformance: Frequency - Prior to casting,,,,,,,
label,HCC Sign - HP,,,,,,,
label,TAMS Group Sign - HP,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.6 - Submit ITP for review,,,,,,,
label,Reference(s) - 610.18 (a) (i),,,,,,,
label,Supporting Documents - This document,,,,,,,
label,Acceptance Criteria - Written acceptance to proceed,,,,,,,
label,Conformance: Method - Written,,,,,,,
label,Conformance: Frequency - Prior to casting,,,,,,,
label,HCC Sign - HP,,,,,,,
label,TAMS Group Sign - HP,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.7 - Submit repair procedure for review,,,,,,,
label,"Reference(s) - 610.24 (b), 689.13",,,,,,,
label,Supporting Documents - Repair Procedure/Methodology,,,,,,,
label,Acceptance Criteria - Review and approval by Client,,,,,,,
label,Conformance: Method - Written,,,,,,,
label,Conformance: Frequency - Prior to repairing components,,,,,,,
label,HCC Sign - HP,,,,,,,
label,TAMS Group Sign - HP,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.8 - Ensure all shop drawings are IFC before casting the components,,,,,,,
label,Reference(s) - HCC QMP,,,,,,,
label,Supporting Documents - Stamped shop drawing,,,,,,,
label,Acceptance Criteria - Shop drawings are to be IFC and numerical revision,,,,,,,
label,Conformance: Method - Written,,,,,,,
label,Conformance: Frequency - Prior to casting,,,,,,,
label,HCC Sign - HP,,,,,,,
label,TAMS Group Sign - HP,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.9 - Stressing Calculations have been submitted for review,,,,,,,
label,Reference(s) - 622.02,,,,,,,
label,Supporting Documents - Stressing Calculations and chart,,,,,,,
label,Acceptance Criteria - Stressing calculations are to be reviewed by project consultant,,,,,,,
label,Conformance: Frequency - Once before commencement of casting Reviewed if changes occur during the course of the production,,,,,,,
label,HCC Sign - HP,,,,,,,
label,TAMS Group Sign - HP,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
section,2.0 - Manufacturing Activities,,,,,,,
