resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,step,,,Risers,,,,,,,,
,,step,,,,Indigo,,,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,Basement 2 to Roof,,,,,,
,,step,,,,,Level 2,,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 1,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 2,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 3,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 4,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 5,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 6,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 7,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 8,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 9,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 10,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 11,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 12,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 13,,,,,
,,step,,,,,Level 3,,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 1,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 2,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 3,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 4,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 5,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 6,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 7,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 8,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 9,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 10,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 11,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 12,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 13,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 14,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 15,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 16,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 17,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 18,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 19,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 20,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 21,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 22,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 23,,,,,
,,step,,,,,Level 4,,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 1,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 2,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 3,,,,,
"Risers (CW, HWF & HWR, Rainwater/Non Potable)",Risers (Gas),folder-with-checklists,,,,,,Room 4,,,,,
