resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Level 2 Office Aerofoil,,,,,,,,
,step,,,,Roughin,,,,,,,
AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names),checklist,,,,,Level 2,,,,,,
,step,,,,Cut out,,,,,,,
AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names),checklist,,,,,Level 2,,,,,,
,step,,,,Fit off,,,,,,,
AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names),checklist,,,,,Level 2,,,,,,
AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names),checklist,,,,DB Fit off,,,,,,,
AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names),checklist,,,,Commissioning,,,,,,,
,step,,,Level 3 Office Aerofoil,,,,,,,,
,step,,,,Roughin,,,,,,,
AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names),checklist,,,,,Level 3,,,,,,
,step,,,,Cut out,,,,,,,
AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names),checklist,,,,,Level 3,,,,,,
,step,,,,Fit off,,,,,,,
AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names),checklist,,,,,Level 3,,,,,,
AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names),checklist,,,,DB Fit off,,,,,,,
AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names),checklist,,,,Commissioning,,,,,,,
