Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Flat Slabs,,,,,
,Scope,,,,
,Rows,,,,
,,Manufacturing QA,grouping,Manufacturing QA,
,,25 MARCH 2022 : FLATSLAB,,25 MARCH 2022 : FLATSLAB,Manufacturing QA
,,28 MARCH 2022 : FLATSLAB,,28 MARCH 2022 : FLATSLAB,Manufacturing QA
,Columns,,,,
,,Unit Info,,Unit Info,
,,Pre-Pour,,Pre-Pour,
,,Post-Pour,,Post-Pour,
,,QA Pre/Post pour,,QA Pre/Post pour,
,,Remedials,,Remedials,
,,Approved for Delivery,,Approved for Delivery,
,,,,,
Stairs,,,,,
,Scope,,,,
,Rows,,,,
,,Stair,dynamic,Stair,Manufacturing QA
,Columns,,,,
,,Stair Details,,Stair Details,
,,Stair Pre-Pour QA,,Stair Pre-Pour QA,
,,Stair Pour QA,,Stair Pour QA,
,,Stair Post-Pour QA,,Stair Post-Pour QA,
,,QA Pre/Post pour,,QA Pre/Post pour,
,,Remedials,,Remedials,
,,Approval for Delivery,,Approval for Delivery,
,,,,,
Lintels,,,,,
,Scope,,,,
,Rows,,,,
,,Lintels,dynamic,Lintels,Manufacturing QA
,Columns,,,,
,,Panel Details,,Panel Details,
,,Formwork,,Formwork,
,,Pre Pour,,Pre Pour,
,,Pour,,Pour,
,,Post Pour,,Post Pour,
,,Post Pour Finishing,,Post Pour Finishing,
,,Approval for Delivery,,Approval for Delivery,
