"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-flat",,"","checklist","Painting","",,,389,"Yes","Painting","9cb7401d-74b2-4947-8782-18651c487b31"
"checkpoint-status",,"","checkpoint","Area clear, tidy and accessible & plaster complete and signed-off"
"checkpoint-status",,"","checkpoint","Preparation of timberwork including nails punched and filling compound (Attach photo)"
"checkpoint-status",,"","checkpoint","Taping and plastic protection of windows, relevant doors and joinery (Attach photo)"
"checkpoint-status",,"","checkpoint","Sealer coat applied to walls and timberwork"
"checkpoint-status",,"","checkpoint","Defecting completed - substrate approved"
"checkpoint-status",,"","checkpoint","Spraying of ceiling and walls, includes nap back rolling"
"checkpoint-status",,"","checkpoint","Painting of doors and timberwork"
"checkpoint-status",,"","checkpoint","All tape and plastic removed, overspray cleaned"
"checkpoint-status",,"","checkpoint","Area left clean and tidy & All work 100% completed to required specifications"
"checkpoint-status",,"","checkpoint","Final touch-up completed - ready for handover (Attach photo)"

"checklist-flat",,"","checklist","Hebel Facade Painting","",,,164,"Yes","Hebel Facade Painting","e712568b-2247-40cc-97ef-a6b0d4207949"
"checkpoint-status",,"","checkpoint","Area clear, tidy and accessible"
"checkpoint-status",,"","checkpoint","Grind and Patch Slab Soffit"
"checkpoint-status",,"","checkpoint","Sealer coat applied to soffit and slab edges"
"checkpoint-status",,"","checkpoint","Texture paint to soffits and slab edge / Precast."
"checkpoint-status",,"","checkpoint","Ensure Texture Paint is compatible with Waterproofing"
"checkpoint-status",,"","checkpoint","Any tape or plastic to be removed when completed"
"checkpoint-status",,"","checkpoint","Final Coat Paint to Soffit and Slab Edges / Precast"
"checkpoint-status",,"","checkpoint","Final touch and Completed Rectification work requested by Builder"

