"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-sectioned",,"","checklist","Window Checklist","",,,175,"Yes","Window Checklist","1204beb3-7bf6-470f-98f5-334bde8730ef"
"checkpoint-group",,"","section","Subframe installation"
"checkpoint-status",,"","checkpoint","subframe material delivered to site free of defects"
"checkpoint-status",,"","checkpoint","Check Grid references, setouts etc for correct installation location"
"checkpoint-status",,"","checkpoint","Opening accepted as ""ready for subframe installation"" i.e. waterproofed, water stop angles, plinths etc"
"checkpoint-status",,"","checkpoint","Reference shop drawings for correct sub framing material, fixing type & spacings and FFLs where there is zero clearance to sliding doors."
"checkpoint-status",,"","checkpoint","Overseal sill fixings, install end dams and carry out flood test"
"checkpoint-group",,"","section","Frame Installation"
"checkpoint-status",,"","checkpoint","Frames are free of defects with protection tape applied"
"checkpoint-status",,"","checkpoint","Handing's of Unit are correct as per shop drawing"
"checkpoint-status",,"","checkpoint","Drainage weep holes are free of any debris"
"checkpoint-status",,"","checkpoint","Ensure frames to be assembled onsite are square, sealed and all components are installed."
"checkpoint-group",,"","section","Glass"
"checkpoint-status",,"","checkpoint","Ensure Glass is correct type, thickness etc and free from defects( report glass defects to the PM immediately)"
"checkpoint-status",,"","checkpoint","Ensure glass and frame components are free from contaminating material/substances"
"checkpoint-status",,"","checkpoint","Setting blocks installed to support full weight of glass"
"checkpoint-status",,"","checkpoint","Gaskets and seals are installed where needed"
"checkpoint-group",,"","section","Commissioning"
"checkpoint-status",,"","checkpoint","General inspection to ensure Units are clean, operational and free from defects."
"checkpoint-status",,"","checkpoint","Flyscreens, flydoors, security doors installed where applicable"
"checkpoint-status",,"","checkpoint","Decals installed where applicable"

"checklist-flat",,"","checklist","Floor Plan","",,,3,"Yes","Floor Plan","a6997690-9a6e-474a-8c43-7cdfd95d7c02"
"checkpoint-status",,"","checkpoint","Floor Plan attached"

