type,name,values,prefix,postfix,usage count,user addable,template name,
checklist-flat,OSD Tank,,,,,Yes,OSD Tank,1b12089c-fe50-4c44-8831-5e4cdc8264bc
checkpoint,Area accessible and ready (If failed please take a photo),,,,,,,
checkpoint,Surface has been checked and confirmed acceptable,,,,,,,
signoff,Signed by Tight Seal,,,,,,,
label,Mapailastic Smart,,,,,,,
checkpoint,Ensure walls have been scuffed,,,,,,,
checkpoint,ECO Prime grip to walls & floor walls junctions,,,,,,,
checkpoint,Ensure joints are treated in accordance with post completion movement tolerances,,,,,,,
checkpoint,Caulking Preparation,,,,,,,
checkpoint,1st Coat (Ensure photo is taken),,,,,,,
checkpoint,Correct curing time allowed 12hr (1st Coat),,,,,,,
checkpoint,2nd Coat (Ensure photo is taken),,,,,,,
checkpoint,Correct curing time allowed 12hr (2nd Coat),,,,,,,
checkpoint,Application to correct DFT (Ensure photo is taken) DFT required for walls (1.0mm) and floor (1.5mm),,,,,,,
checkpoint,Ensure all penetrations by others are sealed to ensure works are not compromised.,,,,,,,
signoff,Signed by Tight Seal,,,,,,,
checkpoint,Signed Manufacturer,,,,,,,
signoff,Manufacturer,,,,,,,
,,,,,,,,
checklist-flat,External Area ITP,,,,,Yes,External Area ITP,3c811b29-bb37-4500-b252-cf71c7c38fdc
checkpoint,Area accessible and ready (If failed please take a photo),,,,,,,
checkpoint,Surface has been checked and confirmed acceptable,,,,,,,
checkpoint,"Floors are scraped, vaccum and puddle flanges exposed (Ensure photo is taked)",,,,,,,
signoff,Signed Tight Seal,,,,,,,
label,GCP Silcor 560,,,,,,,
checkpoint,Primer (Ensure photo is taken),,,,,,,
checkpoint,Correct curing time allowed 1hr (Primer),,,,,,,
checkpoint,Ensure joints are treated in accordance with post completion movement tolerances,,,,,,,
checkpoint,Caulking Preparation,,,,,,,
checkpoint,1st Coat (Ensure photo is taken),,,,,,,
checkpoint,Correct curing time allowed 12hr (1st Coat),,,,,,,
checkpoint,2nd Coat (Ensure photo is taken),,,,,,,
checkpoint,Correct curing time allowed 12hr (2nd Coat),,,,,,,
checkpoint,Application to correct DFT (Ensure photo is taken) 1.5mm,,,,,,,
checkpoint,Ensure all penetrations by others are sealed to ensure works are not compromised.,,,,,,,
signoff,Signed Tight Seal,,,,,,,
checkpoint,Signed Manufacturer,,,,,,,
signoff,Manufacturer,,,,,,,
,,,,,,,,
checklist-flat,Roof Tops & Exposed Areas,,,,,Yes,Roof Tops & Exposed Areas,6642698a-ffd6-4ffc-a915-31e337a8baab
checkpoint,Area accessible & ready (If failed please take a photo),,,,,,,
checkpoint,Surface has been checked and confirmed acceptable,,,,,,,
checkpoint,"Floors are scraped, vaccum and puddle flanges exposed (Ensure photo is taked)",,,,,,,
signoff,"Signed by RCC, Tight Seal",,,,,,,
checkpoint,Ensure moisture content of slab is under 4.5%(Ensure photo is taken),,,,,,,
label,GCP Silcor 575 LB Floors 1.5mm DFT,,,,,,,
checkpoint,Primer (Ensure photo is taken),,,,,,,
checkpoint,Correct curing time allowed 1hr (Primer),,,,,,,
checkpoint,Ensure joints are treated in accordance with post completion movement tolerances,,,,,,,
checkpoint,Caulking Preparation,,,,,,,
checkpoint,1st Coat (Ensure photo is taken),,,,,,,
checkpoint,Correct curing time allowed 12hr (1st Coat),,,,,,,
checkpoint,2nd Coat (Ensure photo is taken),,,,,,,
checkpoint,Correct curing time allowed 12hr (2nd Coat),,,,,,,
checkpoint,Application to correct DFT (Ensure photo is taken) 1.5mm,,,,,,,
checkpoint,Correct curing time allowed 12hr (Silcor Top Coat 75),,,,,,,
checkpoint,UV Stabiliser Coating Applied,,,,,,,
signoff,Signed by RCC & Tight Seal,,,,,,,
checkpoint,Signed Manufacturer,,,,,,,
signoff,Manufacturer,,,,,,,
,,,,,,,,
,,,,,,,,
checklist-flat,Internal Liquid Waterproofing ITP,,,,,Yes,Internal Liquid Waterproofing ITP,fca88f1d-8721-4b7c-9bca-6b509ca85772
checkpoint,Area accessible and ready (If failed please take a photo),,,,,,,
checkpoint,Surface has been checked and confirmed acceptable,,,,,,,
checkpoint,"Floors are scraped, vaccum and puddle flanges exposed (Ensure photo is taked)",,,,,,,
signoff,Signed Tight Seal,,,,,,,
checkpoint,Ensure moisture content of slab is under 4.5%(Ensure photo is taken),,,,,,,
label,GCP Silcor 560 Floors 1.5mm,,,,,,,
checkpoint,Primer (Ensure photo is taken) - SILCOR Primer BS,,,,,,,
checkpoint,Correct curing time allowed 1hr (Primer),,,,,,,
checkpoint,Ensure angles are installed as per metre mark,,,,,,,
checkpoint,Caulking Preparation,,,,,,,
checkpoint,1st Coat (ensure upturn is 150mm minimum) (Minimum 1800mm AFL in showers)(membrane to lap over shower floor waterstop angle)(Ensure photo is taken),,,,,,,
checkpoint,Correct curing time allowed 12hr (1st Coat),,,,,,,
checkpoint,2nd Coat (Ensure photo is taken),,,,,,,
checkpoint,Correct curing time allowed 12hr (2nd Coat),,,,,,,
checkpoint,Application to correct DFT (Ensure photo is taken) - DFT required for walls (1 mm) and floor (1.5mm),,,,,,,
checkpoint,Flood Test 24 hours (Ensure photo is taken),,,,,,,
signoff,Signed Tight Seal,,,,,,,
checkpoint,Signed Manufacturer,,,,,,,
signoff,Manufacturer,,,,,,,
