Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
"Interspan - School, Parish Hall, Tower",,,,,,,
,Scope,,,Interspan - Levande Epping,,,
,Rows,,,,,,
,,School,grouping,School,,,
,,Upper Ground,,Site QA,School,Upper Ground,
,,Level 1,,Site QA,School,Level 1,
,,Level 2,,Site QA,School,Level 2,
,,Level 3,,Site QA,School,Level 3,
,,Level 4,,Site QA,School,Level 4,
,,Parish Hall,grouping,Parish Hall,,,
,,Upper Ground,,Site QA,Parish Hall,Upper Ground,
,,Level 1,,Site QA,Parish Hall,Level 1,
,,Level 2,,Site QA,Parish Hall,Level 2,
,,Level 3,,Site QA,Parish Hall,Level 3,
,,Level 4,,Site QA,Parish Hall,Level 4,
,,Roof,,Site QA,Parish Hall,Roof,
,,Tower - Basement 1,grouping,Tower,,,
,,Basement 1 - Pour 1,,Site QA,Tower,Basement 1,Pour 1
,,Basement 1 - Pour 2,,Site QA,Tower,Basement 1,Pour 2
,,Basement 1 - Pour 3,,Site QA,Tower,Basement 1,Pour 3
,,Basement 1 - Pour 4,,Site QA,Tower,Basement 1,Pour 4
,,Tower - Lower Ground,grouping,Tower - Lower Ground,,,
,,Lower Ground - Pour 1,,Site QA,Tower,Lower Ground,Pour 1
,,Lower Ground - Pour 2,,Site QA,Tower,Lower Ground,Pour 2
,,Lower Ground - Pour 3,,Site QA,Tower,Lower Ground,Pour 3
,,Lower Ground - Pour 4,,Site QA,Tower,Lower Ground,Pour 4
,,Tower - Upper Ground,grouping,Tower - Upper Ground,,,
,,Upper Ground - Pour 1,,Site QA,Tower,Upper Ground,Pour 1
,,Upper Ground - Pour 2,,Site QA,Tower,Upper Ground,Pour 2
,,Upper Ground - Pour 3,,Site QA,Tower,Upper Ground,Pour 3
,,Upper Ground - Pour 4,,Site QA,Tower,Upper Ground,Pour 4
,,Tower - Level 1 to 28,grouping,Tower - Level 1 to 28,,,
,,Level 1 - Pour 1,,Site QA,Tower,Level 1,Pour 1
,,Level 1 - Pour 2,,Site QA,Tower,Level 1,Pour 2
,,Level 1 - Pour 3,,Site QA,Tower,Level 1,Pour 3
,,Level 1 - Pour 4,,Site QA,Tower,Level 1,Pour 4
,,Level 1 - Pour 5,,Site QA,Tower,Level 1,Pour 5
,,Level 2 - Pour 1,,Site QA,Tower,Level 2,Pour 1
,,Level 2 - Pour 2,,Site QA,Tower,Level 2,Pour 2
,,Level 3 - Pour 1,,Site QA,Tower,Level 3,Pour 1
