type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Pre Wire,,,,,,
checkpoint,Reticulation of Cables Complete (attached Photos),,,,,,
checkpoint,Flush Box / Fire Box Installed (Photos Attached Of Fire Box),,,,,,
checkpoint,Attach Photos Of Fire proofing by Others on Fire Walls,,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Terminated & Tested,,,,,,
checkpoint,Visual Check and Cable Pairs Tested (Attach Visual checklist-flat),,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Fit off,,,,,,
checkpoint,GPON - Fit Off (photos Attached),,,,,,
checkpoint,GCS - Structured Cabling (photos Attached),,,,,,
checkpoint,PERS - Nurse Call Fit Off (Photos Attached),,,,,,
checkpoint,ESS - Camera Fit Off (Photos Attached),,,,,,
checkpoint,ESS - Intercom Fit Off (Photos Attached),,,,,,
checkpoint,ESS - Access Control Fit Off (Photos Attached),,,,,,
checkpoint,Audio Visual / MATV - Fit off (Photos Attached),,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Install PHD - Primary Home Distributor,,,,,,
checkpoint,Install PHD and All Equipments (Photo Attached),,,,,,
checkpoint,Micro Duct and Chorus Fibre Visual Check,,,,,,
checkpoint,Test internal Cat 6/6A cables with Fluke DSX 5000  (Add Signature),,,,,,
checkpoint,test TV Cables with Televis Tester,,,,,,
checkpoint,Fusion Splice and test with Fluke DSX 5000  (Add Signature),,,,,,
,,,,,,,
checklist-flat,Fit off,,,,,,
checkpoint,GPON - Fit Off (photos Attached),,,,,,
checkpoint,GCS - Structured Cabling (photos Attached),,,,,,
checkpoint,PERS - Nurse Call Fit Off (Photos Attached),,,,,,
checkpoint,Audio Visual / MATV - Fit off (Photos Attached),,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Floor Commissioning,,,,,,
checkpoint,GPON - (photos Attached),,,,,,
checkpoint,GCS - Structured Cabling (photos Attached),,,,,,
checkpoint,PERS - Nurse Call (Photos Attached),,,,,,
checkpoint,ESS - CCTV (Photos Attached),,,,,,
checkpoint,ESS - Intercom (Photos Attached),,,,,,
checkpoint,ESS - Access Control (Photos Attached),,,,,,
checkpoint,Audio Visual / MATV  (Photos Attached),,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Building Commissioning,,,,,,
checkpoint,GPON - BUDis / ONTS  (photos Attached - ONT info Required),,,,,,
checkpoint,GCS - Structured Cabling  - CAT6 / POL (photos Attached),,,,,,
checkpoint,PERS - Nurse Call (Photos Attached),,,,,,
checkpoint,ESS - CCTV (Photos Attached),,,,,,
checkpoint,ESS - Intercom (Photos Attached),,,,,,
checkpoint,ESS - Access Control (Photos Attached),,,,,,
checkpoint,Audio Visual / MATV  (Photos Attached),,,,,,
checkpoint,Commission Fire Interface (Attach Photos),,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Completion Documents,,,,,,
checkpoint,Producer statements PS3s,,,,,,
checkpoint,As built plan,,,,,,
checkpoint,O & M Manual,,,,,,
checkpoint,Other required documents,,,,,,
