type,name,values,prefix,postfix,usage count,user addable,template name
checklist,"Pad Footings, Strip Footings, Lift Pits & Piles (V140421)",,,,,,"Pad Footings, Strip Footings, Lift Pits & Piles (V140421)"
section,Prior to Concrete Pour,,,,,,
checkpoint,Attach mark-up plan,,,,,,
checkpoint,Confirm RL of sub-base,,,,,,
checkpoint,Confirm position of footing is in accordance with architectural setout design,,,,,,
checkpoint,Confirm starter bars to columns and walls installed in correct location,,,,,,
checkpoint,Check for reinforcement cover as per structural documents (especially at steps and ramps),,,,,,
checkpoint,Obtain certificate from Structural Engineer and Geotechnical Engineer prior to concrete pour Attach certificates,,,,,,
checkpoint,Confirm waterproofing details installed as per manufacturer's specifications Attach waterproofer completed ITP (Applicable to Lift Pit Only),,,,,,
checkpoint,FINAL - Pass when happy to proceed with work(s) (Any issues please comment below),,,,,,
label,Attach photos prior to concrete pour,,,,,,
section,After Concrete Pour,,,,,,
checkpoint,Confirm tolerance of finished concrete surfaces,,,,,,
bool,50mm +/- in correct plane,,,,,,
bool,50mm +/- from 30m straight edges,,,,,,
checkpoint,Obtain all concrete tests to be carried out on all concrete pours,,,,,,
label,Attach Concrete Docket/results below,,,,,,
checkpoint,Check concrete strength results complete with specification,,,,,,
label,Attach results below as applicable in line with specifications,,,,,,
checkpoint,Attach Subcontractor ITP - Attached below as applicable,,,,,,
button,Subcontractor Sign Off,"Yes, No, N/A",,,,,
button,Aland Sign Off,"Yes, No, N/A",,,,,
holdpoint,Click to add Sign-Off Signatures,,,,,,
