Id,Type,Name,Values,Prompting Name,Postfix,Resource Id,
743b05c7-880a-4a04-861e-f12cbce2c9fc,checklist,RR-SEPD-BESS-FIC-005-01 - Drainage installation,,RR-SEPD-BESS-FIC-005-01 - Drainage installation -,,,
b90f311e-b0b2-48c9-a174-7f56d4271296,section,Part 1 – Preliminaries (photos where applicable),,,,,
391a5ae1-943d-46af-b010-3140891f2ed6,checkpoint,Review of approved construction drawings and specifications,,,,,
f6342505-b25a-51ab-b27a-1de7a80e5994,note,All drawings and specifications approved and up to date,,,,,
695d8195-71a4-56d3-a8cb-1f759bcb9c54,note,WBS-SS-CI-SPC-006,,,,,
9ed20f6f-3c37-46a7-808d-0472c512ebca,checkpoint,Verification of permits,,,,,
7f317b9d-2f3a-52fc-9cf4-4f15c3d34bf7,note,All relevant permits (GDA/GDP) in place,,,,,
16f9fb0e-965a-516b-a065-1d1ce54cc878,note,GDA/GDP,,,,,
db4b78dc-9188-4741-aadb-9ad9496e388b,checkpoint,Site access and safety preparation,,,,,
5de02b12-6f00-58e6-8f3b-0c9d8c31442c,note,Site access cleared and made safe,,,,,
3cae6661-0b8f-5857-8494-1680a6e53564,note,WBS-SS-CI-SPC-006,,,,,
9e4a987e-a2d8-4ccc-a3c1-145c04c1b7fe,checkpoint,Safety inductions and toolbox talks,,,,,
5dd35bb7-3ff8-535e-af25-3598d5b7fa5e,note,All personnel inducted; safety briefings completed,,,,,
2ad7e96a-24b0-5191-9492-2b12e864103b,note,Induction record,,,,,
81bd5a06-6ded-49f0-8a44-ef1825b6ec98,checkpoint,Environmental controls in place,,,,,
f2c11c05-abb5-540a-9e4e-f355cf02fef2,note,"Dust, noise, and sediment barriers installed and functioning",,,,,
13f28080-b447-54cf-bf7e-2d35fd7394a7,note,SEPD environmental requirements,,,,,
5044381a-9051-40ba-a2e2-7a72eb348166,section,Part 2 – Excavation and trenching (photos where applicable),,,,,
d33a063a-7ee3-44c9-8bcd-c53950b5707d,checkpoint,Trench depth and width comply with design,,,,,
f52d88ae-acd2-59fe-97dc-6749c833a45f,note,Set-out verified and matches IFC drawings,,,,,
5d0206a4-3452-5b9b-a987-4a191b091c5c,note,Site IFC Drawings AS/NZS 3500,,,,,
5d2aede9-3681-4177-8c6a-3b207377ea0b,checkpoint,"Stable trench walls (benching, battering)",,,,,
a661bbfb-56a2-583e-a2cb-b884fae5777b,note,"Trenches deeper than 1.5m require benching, or battering unless certified by a geotechnical engineer.",,,,,
cec9a328-06bb-5a24-8f57-c0adf54c3105,note,WBS-SS-CI-SPC-006 AS 4744,,,,,
caa23a59-8519-41ff-b58d-56296a5ccb3f,checkpoint,Pipes inspected for defects before installation,,,,,
9609f655-530c-562b-aab0-3d80fb657f22,note,Material certs from manufacturer and visual inspection,,,,,
58b2f5b8-543c-5d70-9ecd-2bc37a0be3ee,note,Material to align with design drawings and load rating,,,,,
2511f9eb-1e45-50f6-9884-947e883ecae2,note,Manufacturer certifications,,,,,
dcd0c819-38f4-4c54-bdb6-7790cce47add,checkpoint,No water accumulation in trenches,,,,,
31e701c8-65f9-5f5a-b557-151b0554e492,note,No standing water or excessive moisture inside the trench.,,,,,
7d480db5-1694-58d1-9546-3846876c07aa,note,AS/NZS 3500,,,,,
d66145f1-d0c9-4781-a50c-2f18d2cb88a4,checkpoint,Exclusion zones around excavation established,,,,,
48412728-3b5f-5fe8-9f95-9732c1e936a9,note,Proper barricades and signage placed around excavation area.,,,,,
a399bda5-4e85-5d8e-8f7e-44ee48232c05,note,AS 1742,,,,,
b1b7b6df-388b-4636-aa96-536bd09ef890,checkpoint,Spoil stockpiles located at least 1m from trench edges,,,,,
ac02685b-cbae-5afc-b66b-cc9457dd8496,note,Stockpiles away from excavation to maintain safety of batters,,,,,
99691f19-158e-5c9c-8f67-f238b1000f88,note,WBS-SS-CI-SPC-0006,,,,,
e0e68ab7-f0c1-4dab-9c36-7ad63d99fc2c,checkpoint,"Access and egress (ladders, steps) provided for trenches deeper than 1.2m",,,,,
d56a7f73-f97f-5078-8820-8946d887ee56,note,Access and egress for each trench.,,,,,
e8182d35-f054-596e-81ed-e79975a936b6,note,WHS,,,,,
8386bb75-7c82-431a-8e57-08b313e54864,section,Part 3 – Bedding & Pipe Installation (photos where applicable),,,,,
60144199-262e-4cc2-a756-05bfa2e2f0b9,checkpoint,"Correct bedding material used (sand, gravel, etc.)",,,,,
db99c7a9-652f-5cf0-9724-9af661dcd16b,note,"Material complies with particle size, moisture content, MMDD",,,,,
73d654ad-3ee3-591f-b432-c9101fffb41c,note,WBS-SS-CI-SPC-0006 Test material results,,,,,
09782c34-11a5-4a9e-9e30-e783ae5407b5,checkpoint,Bedding compacted to required density,,,,,
a55f0016-0f60-5c32-adbf-53e56552bb8e,note,Layers placed in maximum 300mm (loose) thickness,,,,,
61b03917-0ab7-55e9-8119-b7474f1de30f,note,WBS-SS-CI-SPC-0006,,,,,
a0ed564a-7b35-4e0b-88c6-fbd56520597e,checkpoint,Pipes and materials inspected for defects before installation,,,,,
8ef4ed34-b835-5d2a-b83d-0fc3d3050b13,note,Installed to design grade ±10mm and alignment within 5mm tolerance.,,,,,
62459d9f-54bd-544c-80c1-cdbd69e43b06,note,AS/NZS 3500,,,,,
34284f3d-ee67-4ddf-84b5-517703238bab,checkpoint,Pipes laid at correct grade and alignment,,,,,
52e49986-886b-5de6-80a8-75185f880cad,note,Levels and grading match design tolerances (+/- 20mm),,,,,
3aea62ee-dbfc-5552-a1e7-9146e6ae6e2e,note,"WBS-SS-CI-SPC-0006, Survey Report",,,,,
7f81e170-de7d-496a-abcb-5e66a56c33f3,checkpoint,"Correct pipe jointing method used (rubber ring, solvent weld, etc.)",,,,,
1993c0ae-d414-5d6f-a2e5-d0504f8110ff,note,Joints must be fully engaged and sealed per manufacturer specifications,,,,,
49830ab0-bc4b-5ac0-8e35-f9d14d371522,note,Manufacturer specifications,,,,,
82105611-93f0-48cb-8628-a5b798a2d7b4,section,Part 4 – Backfilling and compaction (photos where applicable),,,,,
df2d5a01-6c28-4128-93f3-7d19e08ab465,checkpoint,Initial backfill material placed evenly around pipes,,,,,
d70bc48c-a702-5e5c-bf53-2e02ba2c425d,note,Site-won material approved by geotechnical engineer,,,,,
425ee2e6-77f0-5037-9181-fe483dd48bbd,note,Geotechnical report AS/NZS 3725,,,,,
18926533-166a-4b01-98c3-2b09acac254b,checkpoint,No large rocks or debris in backfill,,,,,
463757b1-d720-5a48-be2d-67a49c0c9b43,note,No rocks or debris in backfill,,,,,
7f27bff5-6b9a-5ded-85b0-31b69cf634dd,note,WBS-SS-CI-SPC-0006,,,,,
4dbeb5fc-f40a-4394-b24f-963e180a57d9,checkpoint,Backfilling in controlled layers (300mm lifts),,,,,
9219e637-8b0f-5421-93bf-caedc92aa540,note,Backfill in uniform layers of maximum 300mm thickness,,,,,
775486c5-cd86-528b-bed2-da0e645ab378,note,WBS-SS-CI-SPC-0006 Drainage drawings,,,,,
810b5590-0369-428d-9c60-76cd0ac443f6,checkpoint,Backfill shall be placed to a depth of 300mm above collars of pipes or conduits,,,,,
