type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Load No. ,,,,,,Add Concrete Pour Record,
section,Details,,,,,,,
checkpoint,Details,,,,,,,
textbox,Docket No,,,,,,,
textbox,Time Batched,,,,,,,
textbox,Arrived on site,,,,,,,
textbox,Dispatch Commenced,,,,,,,
textbox,Completed,,,,,,,
textbox,Concrete Volume: Vol,,,,,,,
textbox,Concrete Volume: Cum. Vol,,,,,,,
textbox,Initial Slump (mm),,,,,,,
textbox,Concrete Temp (Degrees C),,,,,,,
textbox,Water added on Site: Qty (L),,,,,,,
textbox,Water added on Site: Final Slump (mm),,,,,,,
textbox,Ambient Temperature (Degrees C),,,,,,,
textbox,No./ Days of Cylinder Taken,,,,,,,
textbox,Remarks,,,,,,,
,,,,,,,,
checklist,RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record,,,,,,RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record,
section,Concrete Details,,,,,,,
checkpoint,Details,,,,,,,
date,Date:,,,,,,,
textbox,Premix Supplier and Plant:,,,,,,,
textbox,Concrete/Grout Grade:,,,,,,,
textbox,Nominal Slump:,,,,,,,
section-nested-checklists,Concrete Pour Record,,,,,,,
