type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,EM Lighting Commissioning,,,,,,EM Lighting Commissioning v2
checkpoint,Emergency Lighting Commissioning Test sheet Has Been Completed And Attached To This Checkpoint,,,,,,
checkpoint,All results on uploaded document pass AS/NZS 3000 and NETA ATS specifications,,,,,,
,,,,,,,
checklist-flat,Subcircuit Post Livening,,,,,,Subcircuit Post Livening v2
checkpoint,Subcircuit Post Livening Test/s Have Been Completed And Attached To This Checkpoint If Required,,,,,,
checkpoint,All results on uploaded document pass AS/NZS 3000 and NETA ATS specifications,,,,,,
,,,,,,,
checklist-flat,Subcircuit Pre Livening,,,,,,Subcircuit Pre Livening v2
checkpoint,Subcircuit Pre Livening Test/s Have Been Completed And Attached To This Checkpoint If Required,,,,,,
checkpoint,All results on uploaded document pass AS/NZS 3000 and NETA ATS specifications,,,,,,
