"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-flat",,"","checklist","Fire door Installation","",,,38,"Yes","QA - Fire door Installation (V1)","193992f1-88d7-44ab-8d87-71850f4520a9"
"checkpoint-no-status",,"","checkpoint","Fire door Installation:"
"text","e6e35d0c-d43b-5e61-b656-80774469f86d","","textbox","Door #",,,
"select","f37419ce-51af-5758-92f8-e4df2ec3f1a1","","dropdown","Fire Rating","Smoke, 30, 60, 120",,
"select","16f28fa8-a0e9-5a1f-9ec5-8238c658e853","","dropdown","Hanging","Left Hanging, Right Hanging, Double Acting, Other",,
"text","3242bceb-4b1a-55c5-b110-e3a54d43786e","","textbox","If other - specify here:",,,
"checkpoint-status",,"","checkpoint","Screw fixing completed, checked, correct and acceptable (photo attached)"
"checkpoint-status",,"","checkpoint","Jamb size checked"
"checkpoint-status",,"","checkpoint","Frame Perimeter gap max 10mm"
"checkpoint-status",,"","checkpoint","Door stop smoke seal installed and checked"
"checkpoint-status",,"","checkpoint","Correct Hardware installed and operating to spec"
"checkpoint-status",,"","checkpoint","Maximum 10mm Floor Clearance after the finished surface"
"checkpoint-status",,"","checkpoint","All door hardware installed and checked"
"holdpoint",,"","signoff","Request sign off"

"checklist-flat",,"","checklist","Windows & Sliders","",,,2,"Yes","QA - Windows & Sliders (V1)","229da55f-776c-407f-a7a5-d8d259f432bb"
"checkpoint-status",,"","checkpoint","Check clearance around opening (Photos attached)"
"checkpoint-status",,"","checkpoint","Opening side (Photos attached)"
"checkpoint-status",,"","checkpoint","Windows ID's matches with the shop drawings (Photos attached)"
"checkpoint-status",,"","checkpoint","Packers to be correctly used and set back to allow continuous air seal"
"checkpoint-status",,"","checkpoint","Jambs level and straight for finishing lines on the side"
"checkpoint-status",,"","checkpoint","Door and window jambs flush to Gib board"
"holdpoint",,"","signoff","Raise Remedial/ Main Contractor Signoff"

"checklist-sectioned",,"","checklist","POST - S - Fire Linings to Structural Steel","",,,3,"Yes","POST - S - Fire Linings to Structural Steel","32ee7118-ba0a-40d2-b39f-9fd9a836e293"
"checkpoint-group",,"","section","Promatect Boarding"
"checkpoint-status",,"","checkpoint","Right product supplied and checked (Promatect 250)"
"checkpoint-status",,"","checkpoint","All required steel channels & angles are covered and sealed with Promatect 250 (Photos required)"
"checkpoint-status",,"","checkpoint","Thickness, materials & fixings are correct as per specifications"
"checkpoint-status",,"","checkpoint","All installation completed as per structural steel engineer's plans & fire rating requirements"
"holdpoint",,"","signoff","Request Sign Off"
"checkpoint-group",,"","section","GIB Fyreline works"
"checkpoint-status",,"","checkpoint","Right product supplied"
"checkpoint-status",,"","checkpoint","GIB Fyreline fire boarding to structural steelwork installation completed as per engineer's plan (Photos required)"
"checkpoint-status",,"","checkpoint","Supply & installation of timber/steel strapping are correct"
"checkpoint-status",,"","checkpoint","Thickness, materials & fixings are correct as per specifications and completed as per fire rating requirements"
