Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,,,checklist,ITP105 - Civil - Concrete Stairs,itp,,,,Yes,ITP105 - Civil - Concrete Stairs,127a8915-0f4e-4fe5-8960-7f3617b92efc
checkpoint-group,,,section,Details,,,,,,,
checkpoint-status,,,checkpoint,Upload ITP,,,,,,,
,,,,,,,,,,,
checklist-sectioned,,,checklist,ITP002 - Concrete - Suspended Slab,itp,,,,Yes,ITP002 - Concrete - Suspended Slab,236d4ef0-b73b-4731-a6cc-9726a124bba4
checkpoint-group,,,section,Details,,,,,,,
checkpoint-status,,,checkpoint,Upload ITP,,,,,,,
,,,,,,,,,,,
checklist-sectioned,,,checklist,ITP006 - Concrete - In-SItu Wall Installation,itp,,,,Yes,ITP006 - Concrete - In-SItu Wall Installation,8c69c5ac-f2d6-4762-be0f-b6b9a0c11839
checkpoint-group,,,section,Details,,,,,,,
checkpoint-status,,,checkpoint,Upload ITP,,,,,,,
,,,,,,,,,,,
checklist-sectioned,,,checklist,ITP007 - Concrete - Column Installation,itp,,,,Yes,ITP007 - Concrete - Column Installation,f41499fc-e2b7-4fd9-a8aa-74cd935c27d9
checkpoint-group,,,section,Details,,,,,,,
checkpoint-status,,,checkpoint,Upload ITP,,,,,,,
