Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Stage 1,,,,,,,,
,Scope,,,Stage 1,,,,
,Rows,,,,,,,
,,Ground Floor - Care (Special Care) - Common Areas,dynamic,Common Areas,Care (Special Care),Ground Floor,B01,Stage 1
,,Ground Floor - Care (Special Care) - Residential Areas,dynamic,Residential Areas,Care (Special Care),Ground Floor,B01,Stage 1
,,Ground Floor - ALS (Assisted Living) - Common Areas,dynamic,Common Areas,ALS (Assisted Living),Ground Floor,B01,Stage 1
,,Ground Floor - ALS (Assisted Living) - Residential Areas,dynamic,Residential Areas,ALS (Assisted Living),Ground Floor,B01,Stage 1
,,Level One - Care (Special Care) - Common Areas,dynamic,Common Areas,Care (Special Care),Level One,B01,Stage 1
,,Level One - Care (Special Care) - Residential Areas,dynamic,Residential Areas,Care (Special Care),Level One,B01,Stage 1
,,Level One - ALS (Assisted Living) - Common Areas,dynamic,Common Areas,ALS (Assisted Living),Level One,B01,Stage 1
,,Level One - ALS (Assisted Living) - Residential Areas,dynamic,Residential Areas,ALS (Assisted Living),Level One,B01,Stage 1
,,Level Two - Care (Special Care) - Common Areas,dynamic,Common Areas,Care (Special Care),Level Two,B01,Stage 1
,,Level Two - Care (Special Care) - Residential Areas,dynamic,Residential Areas,Care (Special Care),Level Two,B01,Stage 1
,,Level Two - ALS (Assisted Living) - Common Areas,dynamic,Common Areas,ALS (Assisted Living),Level Two,B01,Stage 1
,,Level Two - ALS (Assisted Living) - Residential Areas,dynamic,Residential Areas,ALS (Assisted Living),Level Two,B01,Stage 1
,Columns,,,,,,,
,,Pre Wire,,Pre Wire,,,,
,,Install DB,,Install DB,,,,
,,Terminated & Tested,,Terminated & Tested,,,,
,,Fit off,,Fit off,,,,
