type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,24.10 ITP - Carpet,itp,,,,,24.10 ITP - Carpet,
section,Carpet ITP,,,,,,,
checkpoint,RISK ASSESMENT/SWMS/INDUCTION ,,,,,,,
label,ACCEPTANCE CRITERIA - Safe Work Method Statement complies with WorkCover regulations and NSW Govt OHS&R guidelines.,,,,,,,
label,○ Work Health & Safety Act 2011 & Safety Regulation 2017,,,,,,,
label,○ Submitted at least 14 days prior to affected work commencing.,,,,,,,
date,Date:,,,,,,,
checkpoint,WORKSHOP DRAWING,,,,,,,
label,ACCEPTANCE CRITERIA - Provide a floor covering plan / Shop drawing plan layout is approved by Client/Builder prior to install.,,,,,,,
date,Date:,,,,,,,
checkpoint,INSPECTION NOTIFICATION,,,,,,,
label,ACCEPTANCE CRITERIA - Give three days notice for background prior to laying carpet,,,,,,,
label,○ Give three days notice for smooth edge and underlay ready for carpet,,,,,,,
label,○ Give three days notice for each batch of carpet upon delivery to site,,,,,,,
label,○ Give three days notice for completion of carpet prior to placing protection,,,,,,,
date,Date:,,,,,,,
checkpoint,FLOOR PREPARATION,,,,,,,
label,ACCEPTANCE CRITERIA - Dry and clean. ,,,,,,,
label,○ Ardit areas which are low. Ensure areas are correctly fanned out to minimise noticeable ramp in levels adjusted. ,,,,,,,
date,Date:,,,,,,,
checkpoint,UNDERLAY,,,,,,,
label,"ACCEPTANCE CRITERIA - Ensure that underlay is even, level, joints are flush and fixed according to manufacturer’s details",,,,,,,
label,○ UNDERLAY is Conventional Government Red.,,,,,,,
date,Date:,,,,,,,
checkpoint,WORKMANSHIP,,,,,,,
label,ACCEPTANCE CRITERIA - Set out carpet to minimise joints,,,,,,,
label,○ Ensure that carpet in a single area comes from one manufacturing batch and dye lot,,,,,,,
label,○ Aluminium reducing strips to exposed edges,,,,,,,
date,Date:,,,,,,,
checkpoint,GENERAL,,,,,,,
label,ACCEPTANCE CRITERIA - High traffic areas free of joins ,,,,,,,
label,○ Anchor weld or equivalent adhesive,,,,,,,
label,○ Drill plug and screw edge strips,,,,,,,
label,○ Clearance under doorways 25 mm,,,,,,,
date,Date:,,,,,,,
checkpoint,PROTECTION OF SURFACES,,,,,,,
label,ACCEPTANCE CRITERIA - Floor Protection installed prior to opening access to other trades,,,,,,,
date,Date:,,,,,,,
checkpoint,FINAL INSPECTION,,,,,,,
label,ACCEPTANCE CRITERIA - Non-conformances all closed out,,,,,,,
date,Date:,,,,,,,
checkpoint,WARRANTIES,,,,,,,
label,ACCEPTANCE CRITERIA - Warranties provided,,,,,,,
label,"○ Submit 3 copies of maintenance manuals, including care and maintenance.",,,,,,,
label,"○ Submit 1% of carpet used as spare material, wrapped in protective plastic, stored off the ground.",,,,,,,
date,Date:,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
checklist,24.10 ITP - Vinyl,itp,,,,,24.10 ITP - Vinyl,
section,Vinyl ITP,,,,,,,
checkpoint,RISK ASSESMENT/SWMS/INDUCTION,,,,,,,
label,ACCEPTANCE CRITERIA - Safe Work Method Statement complies with WorkCover regulations and NSW Govt OHS&R guidelines.,,,,,,,
label,○ Work Health & Safety Act 2011 & Safety Regulation 2017,,,,,,,
label,○ Submitted at least 14 days prior to affected work commencing.,,,,,,,
date,Date:,,,,,,,
checkpoint,WORKSHOP DRAWING,,,,,,,
label,ACCEPTANCE CRITERIA - Provide a floor covering plan / Shop drawing plan layout is approved by Client/Builder prior to install.,,,,,,,
date,Date:,,,,,,,
checkpoint,INSPECTION NOTIFICATION,,,,,,,
label,ACCEPTANCE CRITERIA - Give three days notice for background prior to laying Vinyl ; Give three days notice for each batch of Vinyl upon delivery to site; Give three days notice for completion of Vinyl prior to placing protection,,,,,,,
date,Date:,,,,,,,
checkpoint,FLOOR PREPARATION,,,,,,,
label,ACCEPTANCE CRITERIA - Dry and clean. ,,,,,,,
label,○ Ardit areas which are low. Ensure areas are correctly fanned out to minimise noticeable ramp in levels adjusted. ,,,,,,,
date,Date:,,,,,,,
checkpoint,UNDERLAY,,,,,,,
label,ACCEPTANCE CRITERIA - N/A,,,,,,,
date,Date:,,,,,,,
checkpoint,WORKMANSHIP,,,,,,,
label,ACCEPTANCE CRITERIA - Set out Vinyl to minimise joints,,,,,,,
label,○ Ensure that Vinyl in a single area comes from one manufacturing batch and dye lot,,,,,,,
label,○ Aluminium reducing strips to exposed edges,,,,,,,
date,Date:,,,,,,,
checkpoint,GENERAL,,,,,,,
label,ACCEPTANCE CRITERIA - High traffic areas free of joins ,,,,,,,
label,○ Anchor weld or equivalent adhesive,,,,,,,
label,○ Drill plug and screw edge strips,,,,,,,
label,○ Clearance under doorways 25 mm,,,,,,,
date,Date:,,,,,,,
checkpoint,PROTECTION OF SURFACES,,,,,,,
label,ACCEPTANCE CRITERIA - Floor Protection installed prior to opening access to other trades,,,,,,,
date,Date:,,,,,,,
checkpoint,FINAL INSPECTION,,,,,,,
label,ACCEPTANCE CRITERIA - Non-conformances all closed out,,,,,,,
date,Date:,,,,,,,
checkpoint,WARRANTIES,,,,,,,
label,ACCEPTANCE CRITERIA - Warranties provided,,,,,,,
label,"○ Submit 3 copies of maintenance manuals, including care and maintenance.",,,,,,,
label,"○ Submit 1% of Vinyl used as spare material, wrapped in protective plastic, stored off the ground.",,,,,,,
date,Date:,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
