type,name,values,prefix,postfix,usage count,user addable,template name,
checklist-flat,CW Cold Water (Authority Connection to Meter Room),,,,,Yes,CW Cold Water (Authority Connection to Meter Room),04a7a1d8-0975-40bc-adc5-291ba2a68be4
checkpoint-status,Connection Works checked off as below,,,,,,,
label,Add Comments &/or Photos below as applicable,,,,,,,
button,Installer is a Registered Plumber (VIC) with endorsements for this work,"Yes, No, N/A",,,,,,
button,Installation complies with current AS3500 & AS5600,"Yes, No, N/A",,,,,,
button,Installation complies with current drawings & specifications,"Yes, No, N/A",,,,,,
button,Installation materials were used in accordance with manufacturer requirements,"Yes, No, N/A",,,,,,
button,Check all pipework for damage or leaks,"Yes, No, N/A",,,,,,
button,Confirm all mechanical joints are correct,"Yes, No, N/A",,,,,,
button,Check PE pipe joints & witness marks are correct,"Yes, No, N/A",,,,,,
button,Sluice valves & covers installed correctly,"Yes, No, N/A",,,,,,
button,Ensure to Denso wrap all exposed metal joints,"Yes, No, N/A",,,,,,
button,Confirm pipe bedding is correct,"Yes, No, N/A",,,,,,
button,Check pipe labels/marking tape are correct,"Yes, No, N/A",,,,,,
button,Confirm backfill type & compaction is correct,"Yes, No, N/A",,,,,,
button,Confirm waterproofing around pipework entering the building,"Yes, No, N/A",,,,,,
button,Confirm pipework is connected to the meter assemblies,"Yes, No, N/A",,,,,,
boolean,Confirm a pressure test has been successfully carried out,,,,,,,
checkpoint-status,Final sign-off - Supervisor has cleared test as successful,,,,,,,
label,Passing the above includes a Builder Sign-off,,,,,,,
boolean,Confirm area has been left clean,,,,,,,
,,,,,,,,
checklist-flat,TST Testing Potable Water - Including Pressure Sensitive Valves (900 kPa),,,,,Yes,TST Testing Potable Water - Including Pressure Sensitive Valves (900 kPa),04e053fe-6631-4f8a-a7cf-7d2c5b744999
checkpoint-status,Tested & Checked off as below,,,,,,,
label,Pressure reading Photos must be taken at start & finish of test. Comments as applicable,,,,,,,
button,Installer is a Registered Plumber (VIC) with endorsements for this work,"Yes, No, N/A",,,,,,
button,Installation complies with current AS3500 & AS5600,"Yes, No, N/A",,,,,,
button,Installation complies with current drawings & specifications,"Yes, No, N/A",,,,,,
button,Installation materials were used in accordance with manufacturer requirements,"Yes, No, N/A",,,,,,
button,"WARNING: Compressed air testing should be avoided, but if so, pressure must not exceed 30 kPa/10 minutes.","Yes, No, N/A",,,,,,
button,Ensure all valves dedicated to isolating the test zone are securely shut off & tagged,"Yes, No, N/A",,,,,,
button,Nominate an air purging valve point,"Yes, No, N/A",,,,,,
button,Nominate a pressure testing valve point (if none at meter manifold),"Yes, No, N/A",,,,,,
button,Ensure isolating valves within the test zone are open as required,"Yes, No, N/A",,,,,,
button,"Ensure all terminal open ends i.e. lugged elbows, etc are securely capped off","Yes, No, N/A",,,,,,
button,Slowly open a feeder valve & fill the test zone with water until completely purged of any air,"Yes, No, N/A",,,,,,
button,Connect pressure testing device to the nominated test point,"Yes, No, N/A",,,,,,
button,Shut off the water feeder valve,"Yes, No, N/A",,,,,,
button,Commence testing by slowly increasing pressure up to 900 kPa and hold,"Yes, No, N/A",,,,,,
button,Testing is deemed successful if the water pressure remains unchanged after at least 30 minutes,"Yes, No, N/A",,,,,,
button,"If test is successful, slowly release test pressure and return the system back to neutral conditions","Yes, No, N/A",,,,,,
boolean,Confirm test photo' s have been taken,,,,,,,
