Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Manufacture QA Progress,,,,,,
,Scope,,,Manufacture QA,,
,Rows,,,,,
,,Ground Level - Panel,dynamic,Manufacture QA,Ground Level,Panel
,,Level 1,dynamic,Manufacture QA,Level 1,
,,Level 2,dynamic,Manufacture QA,Level 2,
,,Level 3,dynamic,Manufacture QA,Level 3,
,Columns,,,,,
,,Manufacturing Documents,,manufacturing documents,,
,,Pre-Pour Checks,,pre-pour checks,,
,,Concrete Pour Checks,,concrete pour checks,,
,,Post-Pour / Pre Delivery Checks,,post-pour / pre delivery checks,,
,,Concrete Test Results,,concrete test results,,
