Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Medgas QA,,,,,,
,Scope,,,Medgas QA,,
,Rows,,,,,
,,Building A - Basement,dynamic,Building A,Basement,Medgas QA
,,Building A - Lower Ground,dynamic,Building A,Lower Ground,Medgas QA
,,Building A - Ground,dynamic,Building A,Ground,Medgas QA
,,Building A - Level 1,dynamic,Building A,Level 1,Medgas QA
,,Building A - Level 2,dynamic,Building A,Level 2,Medgas QA
,,Building A - Level 3,dynamic,Building A,Level 3,Medgas QA
,,Building A - Level 4,dynamic,Building A,Level 4,Medgas QA
,,Building A - Level 5,dynamic,Building A,Level 5,Medgas QA
,,Building A - Level 6,dynamic,Building A,Level 6,Medgas QA
,,Building A - Level 7,dynamic,Building A,Level 7,Medgas QA
,,Building A - Level 8,dynamic,Building A,Level 8,Medgas QA
,,Building A - Level 9,dynamic,Building A,Level 9,Medgas QA
,,Building A - Level 10,dynamic,Building A,Level 10,Medgas QA
,,Building B - Basement,dynamic,Building B,Basement,Medgas QA
,,Building B - Basement 1,dynamic,Building B,Basement 1,Medgas QA
,,Building B - Lower Ground,dynamic,Building B,Lower Ground,Medgas QA
,,Building B - Ground,dynamic,Building B,Ground,Medgas QA
,,Building B - Level 1,dynamic,Building B,Level 1,Medgas QA
,,Building B - Level 2,dynamic,Building B,Level 2,Medgas QA
,,Building B - Level 3,dynamic,Building B,Level 3,Medgas QA
,,Building B - Level 4,dynamic,Building B,Level 4,Medgas QA
,,Building B - Level 5,dynamic,Building B,Level 5,Medgas QA
,,Building B - Level 6,dynamic,Building B,Level 6,Medgas QA
,,Building B - Level 7,dynamic,Building B,Level 7,Medgas QA
,,Building B - Level 8,dynamic,Building B,Level 8,Medgas QA
,,Building B - Level 9,dynamic,Building B,Level 9,Medgas QA
,,Building B - Level 10,dynamic,Building B,Level 10,Medgas QA
,,Building E - VU Building,dynamic,Building E,VU Building,Medgas QA
,Columns,,,,,
,,Paper Based ITP Uploaded,,Paper Based ITP Uploaded,,
