Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Zone 3 Progress,,,,,,,
,Scope,,,Zone 3,,,
,Rows,,,,,,
,,Zone 3 - TL4 Barriers  - Gossamer West,dynamic,Gossamer West,TL4 Barriers ,Zone 3,Precast Manufacture
,,Zone 3 - TL4 Barriers  - Edgewater West,dynamic,Edgewater West,TL4 Barriers ,Zone 3,Precast Manufacture
,,FOOTING,dynamic,FOOTING,Zone 3,Precast Manufacture,
,,RW214 Barriers,dynamic,RW214 Barriers,Zone 3,Precast Manufacture,
,Columns,,,,,,
,,Precast Element Details,,precast element details,,,
,,Reinforcing Yard Checks,,reinforcing yard checks,,,
,,Formwork Set Up Checks,,formwork set up checks,,,
,,Prepour Checks,,prepour checks,,,
,,Post Pour,,post pour,,,
,,Demould Inspection,,demould inspection,,,
,,Loading Out,,loading out,,,
,,"Test Results, Certificates & Documentation",,"test results, certificates and documentation",,,
,,Precast Element Details (Project Manager),,Precast Element Details (Project Manager),,,
,,Reinforcing Yard Checks (Reinforcing Supervisor),,Reinforcing Yard Checks (Reinforcing Supervisor),,,
,,Formwork Set Up Checks (QA),,Formwork Set Up Checks (QA),,,
,,Prepour Checks (QA),,Prepour Checks (QA),,,
,,Post Pour (QA),,Post Pour (QA),,,
,,Demould Inspection (Yard Supervisor),,Demould Inspection (Yard Supervisor),,,
,,Loading Out (Yard Supervisor),,Loading Out (Yard Supervisor),,,
,,"Test Results, Certificates and Documentation (QA)",,"Test Results, Certificates and Documentation (QA)",,,
