Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Earthworks,grouping,Earthworks,,
,,Earthworks and Drainage Materials,,SECTION 5 – BULK EARTHWORKS AND DRAINAGE,Earthworks and Drainage Materials,
,,"Earthworks Overarching, Diversion, and Clearing Inspection and Test Plan",,SECTION 5 – BULK EARTHWORKS AND DRAINAGE,"Earthworks Overarching, Diversion, and Clearing Inspection and Test Plan",
,,Stage 1,dynamic,SECTION 5 – BULK EARTHWORKS AND DRAINAGE,Stage 1,
,,Stage 2,dynamic,SECTION 5 – BULK EARTHWORKS AND DRAINAGE,Stage 2,
,,Stage 3,dynamic,SECTION 5 – BULK EARTHWORKS AND DRAINAGE,Stage 3,
,,Stage 4,dynamic,SECTION 5 – BULK EARTHWORKS AND DRAINAGE,Stage 4,
,,Stage 5,dynamic,SECTION 5 – BULK EARTHWORKS AND DRAINAGE,Stage 5,
,,Stage 6,dynamic,SECTION 5 – BULK EARTHWORKS AND DRAINAGE,Stage 6,
,,Stage 7,dynamic,SECTION 5 – BULK EARTHWORKS AND DRAINAGE,Stage 7,
,,Stage 8,dynamic,SECTION 5 – BULK EARTHWORKS AND DRAINAGE,Stage 8,
,,Stage 9,dynamic,SECTION 5 – BULK EARTHWORKS AND DRAINAGE,Stage 9,
,,Jet Grouting Materials,grouping,Jet Grouting Materials,,
,,DS2672-ITP-S101 - Rev 1 - Jet Grouting Materials,,SECTION 6 – JET GROUTING,DS2672-ITP-S101 - Rev 1 - Jet Grouting Materials,
,,Jet Grout Trial Columns,grouping,Jet Grout Trial Columns,,
,,DS2672-ITP-S102 - Rev 1 - Jet Grout Trial Columns,,SECTION 6 – JET GROUTING,DS2672-ITP-S102 - Rev 1 - Jet Grout Trial Columns,
,,Jet Grout Columns,dynamic,SECTION 6 – JET GROUTING,Jet Grout Columns,
,,True LHS - Bored Piles,grouping,True LHS - Bored Piles,,
,,Piling Materials - LHS,,SECTION 7 – PILING,True LHS - Bored Piles,Piling Materials - LHS
,,Piling Overarching - LHS,,SECTION 7 – PILING,True LHS - Bored Piles,Piling Overarching - LHS
,,Pile Construction - LHS,dynamic,SECTION 7 – PILING,True LHS - Bored Piles,Pile Construction - LHS
,,Wall And Slab,grouping,Wall And Slab Materials,,
,,Wall And Slab Materials,,SECTION 8 – WALL AND SLAB,Wall And Slab Materials,
,,Wall And Slab Overarching,,SECTION 8 – WALL AND SLAB,Wall And Slab Overarching,
,,LHS Slab Pours,dynamic,SECTION 8 – WALL AND SLAB,LHS Slab Pours,
,,Wall Pours - RW4,dynamic,SECTION 8 – WALL AND SLAB,Wall Pours,RW4
,,Wall Pours - RW 2,dynamic,SECTION 8 – WALL AND SLAB,Wall Pours,RW 2
,,Wall Pours - Return Walls ,dynamic,SECTION 8 – WALL AND SLAB,Wall Pours,Return Walls 
,,Wall Pours - RW 3 ,dynamic,SECTION 8 – WALL AND SLAB,Wall Pours,RW 3 
,,Wall Pours - RW 1 ,dynamic,SECTION 8 – WALL AND SLAB,Wall Pours,RW 1 
,,LHS Stilling Basin/Dissipater Channel Pours,dynamic,SECTION 8 – WALL AND SLAB,LHS Stilling Basin/Dissipater Channel Pours,
,,RHS Stilling Basin/Dissipater Channel Pours,dynamic,RHS Stilling Basin/Dissipater Channel Pours,,
,,RHS Slab Pours,dynamic,RHS Slab Pours,,
,,Rail and Walkway,grouping,Rail and Walkway,,
,,Rail and Walkway Materials,,SECTION 9 – RAIL AND WALKWAY,Rail and Walkway Materials,
,,Welding Finishing and Coating,,SECTION 9 – RAIL AND WALKWAY,Welding Finishing and Coating,
,,Rail and Walkway Installation,,SECTION 9 – RAIL AND WALKWAY,Rail and Walkway Installation,
,,Rail and Walkway Concrete,dynamic,Rail and Walkway Concrete,,
,Columns,,,,,
,,3.01 Site Requirements,,3.01 Site Requirements,,
,,3.02 Hold Points,,3.02 Hold Points,,
,,4.01 General,,4.01 General,,
,,4.02 Buttress Fill Materials,,4.02 Buttress Fill Materials,,
