Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Mamaku Passing Lane,dynamic,Site QA,Mamaku Passing Lane
,,Dicks Hill,dynamic,Site QA,Dicks Hill
,,Palmer Mill Rd,dynamic,Site QA,Palmer Mill Rd
,,Iwitahi,dynamic,Site QA,Iwitahi
,,Earthquake Gully 1 23 - 24,dynamic,Site QA,Earthquake Gully 1 23 - 24
,,"Double ""D"" Passing Lane",dynamic,Site QA,"Double ""D"" Passing Lane"
,,Tuahu Wall,dynamic,Site QA,Tuahu Wall
,,Te Rere Passing Lane,dynamic,Site QA,Te Rere Passing Lane
,,Hihitahi,dynamic,Site QA,Hihitahi
,,Makatoke Viaduct,dynamic,Site QA,Makatoke Viaduct
,,Puketarata,dynamic,Site QA,Puketarata
,,Oterere Hill Nth,dynamic,Site QA,Oterere Hill Nth
,,FBS - Circle S,dynamic,FBS,Circle S
,Columns,,,,
,,1 - Preliminary & General,,1 - Preliminary and General,
,,2 - Setout/Site Preparation,,2 - Setout / Site Preparation,
,,3 - Preliminary Works,,3 - Preliminary Works,
,,4 - Culvert extensions/Headwalls/Flumes,,4 - Culvert extensions / Headwalls / Flumes,
,,5 - Subsoil drainage,,5 - Subsoil drainage,
,,6 - Preteatment of Insitu Materials,,6 - Preteatment of Insitu Materials,
,,7 - Imported Basecourse Materials Testing,,7 - Imported Basecourse Materials Testing,
,,8 - Construction Quality Assurance (QA),,8 - Construction Quality Assurance (QA),
,,8 - Foamed Bitumen Stabilisation,,8 - Foamed Bitumen Stabilisation,
,,9 - Construction Quality Assurance (QA),,9 - Construction Quality Assurance (QA),
,,9 - Sealing,,9 - Sealing,
,,10 - Sealing,,10 - Sealing,
,,10 - Shoulders,,10 - Shoulders,
,,11 - Shoulders,,11 - Shoulders,
,,11 - Site Reinstatement/Clearance,,11 - Site Reinstatement / Clearance,
,,12 - As-built Records,,12 - As-built Records,
,,12 - Site Reinstatement/Clearance,,12 - Site Reinstatement / Clearance,
,,13 - As-built Records,,13 - As-built Records,
,,,,,
Mamaku Passing Lane - Detailed Progress,,,,,
,Scope,,,Mamaku Passing Lane,
,Rows,,,,
,,Mamaku Passing Lane,dynamic,Site QA,Mamaku Passing Lane
,Columns,,,,
,,1.1 - Construction Programme Completion,,1.1 - Construction Programme Completion,
,,1.2 - Approved RQP,,1.2 - Approved RQP,
,,1.3 - Notification of Intention to Start Work,,1.3 - Notification of Intention to Start Work,
,,1.4 - Traffic Management/TMP,,1.4 - Traffic Management / TMP,
,,1.5 - Design Report Approval,,1.5 - Design Report Approval,
,,1.6 - Seal Design Approval,,1.6 - Seal Design Approval,
,,1.7 - Project Manager Handover,,1.7 - Project Manager Handover,
,,1.8 - Crew Pack,,1.8 - Crew Pack,
,,2.1 - Setout,,2.1 - Setout,
,,2.2 - Services (includes Traffic Count Loops & Traffic Signal Detector Loops),,2.2 - Services (includes Traffic Count Loops and Traffic Signal Detector Loops),
,,2.3 - Cultural/Heritage Risk Assessment,,2.3 - Cultural/Heritage Risk Assessment,
,,2.4 - Archaeological Risk,,2.4 - Archaeological Risk,
,,2.5 - Traffic Management/Signs Setup,,2.5 - Traffic Management / Signs Setup,
,,2.6 - Pre-Construction walkover (1),,2.6 - Pre-Construction walkover (1),
,,2.6 - Pre-Construction walkover (2),,2.6 - Pre-Construction walkover (2),
,,3.1 - Shoulder Stripping/Vegetation clearing,,3.1 - Shoulder Stripping / Vegetation clearing,
,,3.1 - Site pavement A/C digouts,,3.1 - Site pavement A/C digouts,
,,4.1 - Excavation Inlet/Outlet Gradients,,4.1 - Excavation Inlet / Outlet Gradients,
,,4.2 - Pipe materials/class,,4.2 - Pipe materials / class,
,,4.3 - Bedding contact,,4.3 - Bedding contact,
,,5.1 - Trench,,5.1 - Trench,
,,5.2 - Drainage material,,5.2 - Drainage material,
,,5.3 - Pipe type (1),,5.3 - Pipe type (1),
,,5.3 - Pipe type (2),,5.3 - Pipe type (2),
