Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Busduct,,,,,,
,Scope,,,busduct,,
,Rows,,,,,
,,A Run,dynamic,a run,busduct,hdc site qa
,,B Run,dynamic,b run,busduct,hdc site qa
,,C Run,dynamic,c run,busduct,hdc site qa
,,D Run,dynamic,d run,busduct,hdc site qa
,,E Run,dynamic,e run,busduct,hdc site qa
,,F Run,dynamic,f run,busduct,hdc site qa
,,G Run,dynamic,g run,busduct,hdc site qa
,,H Run,dynamic,h run,busduct,hdc site qa
,,J Run,dynamic,j run,busduct,hdc site qa
,,K Run,dynamic,k run,busduct,hdc site qa
,,L Run,dynamic,l run,busduct,hdc site qa
,,M Run,dynamic,m run,busduct,hdc site qa
,,N Run,dynamic,n run,busduct,hdc site qa
,,P Run,dynamic,p run,busduct,hdc site qa
,,Q Run,dynamic,q run,busduct,hdc site qa
,,R Run,dynamic,r run,busduct,hdc site qa
,,S Run,dynamic,s run,busduct,hdc site qa
,,T Run,dynamic,t run,busduct,hdc site qa
,,V Run,dynamic,v run,busduct,hdc site qa
,,W Run,dynamic,w run,busduct,hdc site qa
,,X Run,dynamic,x run,busduct,hdc site qa
,,Y Run,dynamic,y run,busduct,hdc site qa
,,Z Run,dynamic,z run,busduct,hdc site qa
,,AA Run,dynamic,aa run,busduct,hdc site qa
,,AB Run,dynamic,ab run,busduct,hdc site qa
,,AC Run,dynamic,ac run,busduct,hdc site qa
,Columns,,,,,
,,Busduct Details,,busduct details - pass once entered/confirmed,,
,,Piece 1 - Item onsite,,piece 1 - item onsite - pass=yes / fail=no,,
,,Busduct Installation completed,,sign-off - busduct installation completed to specification/drawings - area left clean & tidy,,
,,Name of A-Grade Electrician,Name of A-Grade Electrician,sign-off - busduct installation completed to specification/drawings - area left clean & tidy,,
