Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress,,,,,,
,Scope,,,QA,,
,Rows,,,,,
,,BASEMENT - FAN,dynamic,QA,BASEMENT,FAN
,,GROUND LEVEL - Cassette / Hi Wall,dynamic,QA,GROUND LEVEL,Cassette / Hi Wall
,,GROUND LEVEL - FAN,dynamic,QA,GROUND LEVEL,FAN
,,GROUND LEVEL - Tenancy Ductwork,dynamic,QA,GROUND LEVEL,Tenancy Ductwork
,,LEVEL 1 - Apartment 1.01,dynamic,QA,LEVEL 1,Apartment 1.01
,,LEVEL 1 - Apartment 1.02,dynamic,QA,LEVEL 1,Apartment 1.02
,,LEVEL 1 - Apartment 1.03,dynamic,QA,LEVEL 1,Apartment 1.03
,,LEVEL 1 - Apartment 1.04,dynamic,QA,LEVEL 1,Apartment 1.04
,,LEVEL 1 - Apartment 1.05,dynamic,QA,LEVEL 1,Apartment 1.05
,,LEVEL 1 - Apartment 1.06,dynamic,QA,LEVEL 1,Apartment 1.06
,,LEVEL 1 - Apartment 1.07,dynamic,QA,LEVEL 1,Apartment 1.07
,,LEVEL 1 - Apartment 1.08,dynamic,QA,LEVEL 1,Apartment 1.08
,,LEVEL 1 - Exhaust / Outside Air Riser,dynamic,QA,LEVEL 1,Exhaust / Outside Air Riser
,,LEVEL 2 - Apartment 2.01,dynamic,QA,LEVEL 2,Apartment 2.01
,,LEVEL 2 - Apartment 2.03,dynamic,QA,LEVEL 2,Apartment 2.03
,,LEVEL 2 - Apartment 2.04,dynamic,QA,LEVEL 2,Apartment 2.04
,,LEVEL 2 - Apartment 2.05,dynamic,QA,LEVEL 2,Apartment 2.05
,,LEVEL 2 - Apartment 2.06,dynamic,QA,LEVEL 2,Apartment 2.06
,,LEVEL 2 - Apartment 2.08,dynamic,QA,LEVEL 2,Apartment 2.08
,,LEVEL 2 - Exhaust / Outside Air Riser,dynamic,QA,LEVEL 2,Exhaust / Outside Air Riser
,,LEVEL 3 - Apartment 3.01,dynamic,QA,LEVEL 3,Apartment 3.01
,,LEVEL 3 - Apartment 3.02,dynamic,QA,LEVEL 3,Apartment 3.02
,,LEVEL 3 - Apartment 3.03,dynamic,QA,LEVEL 3,Apartment 3.03
,,LEVEL 3 - Exhaust / Outside Air Riser,dynamic,QA,LEVEL 3,Exhaust / Outside Air Riser
,,LEVEL 4 - Apartment 4.01,dynamic,QA,LEVEL 4,Apartment 4.01
,,LEVEL 4 - Apartment 4.02,dynamic,QA,LEVEL 4,Apartment 4.02
,,LEVEL 4 - Exhaust / Outside Air Riser,dynamic,QA,LEVEL 4,Exhaust / Outside Air Riser
,,ROOF - Exhaust / Outside Air Riser,dynamic,QA,ROOF,Exhaust / Outside Air Riser
,,ROOF - Roof Cowl,dynamic,QA,ROOF,Roof Cowl
,,ROOF - Outdoor Units,dynamic,QA,ROOF,Outdoor Units
,,COMMISSIONING - Indoor Units,dynamic,QA,COMMISSIONING,Indoor Units
,,COMMISSIONING - Outdoor Units,dynamic,QA,COMMISSIONING,Outdoor Units
,,COMMISSIONING - Exhaust / Outside Air Riser,dynamic,QA,COMMISSIONING,Exhaust / Outside Air Riser
,Columns,,,,,
,,Rough In,,Rough In.,,
,,Fit Off,,Fit Off.,,
,,Commissioning,,Commissioning.,,
,,Ductwork,,Ductwork,,
,,Roof Cowl (RC),,Roof Cowl (RC),,
,,Refrigeration Pipe,,Refrigeration Pipe,,
,,Low Profile PVC Ducting,,Low Profile PVC Ducting,,
,,,,,,
,,,,,,
Fire Damper Treatment,,,,,,
,Scope,,,QA,FIRE DAMPER TREATMENT,
,Rows,,,,,
,,Basement,grouping,Basement,,
,,Basement,,QA,FIRE DAMPER TREATMENT,Basement
,,Ground,dynamic,QA,FIRE DAMPER TREATMENT,Ground
,,Level 1,dynamic,QA,FIRE DAMPER TREATMENT,Level 1
,,Level 2,dynamic,QA,FIRE DAMPER TREATMENT,Level 2
,,Level 3,dynamic,QA,FIRE DAMPER TREATMENT,Level 3
,,Level 4,dynamic,QA,FIRE DAMPER TREATMENT,Level 4
,Columns,,,,,
,,Fire treatment installed correctly as per Drawing/sealed & labelled with Photo on both sides,,"Fire treatment was installed correctly as per the Drawing, sealed and labelled with Photo on both sides.",,
