resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
Site Establishment and Safety Checklist,checklist,,,OHS,,,,,,,,
,step,,,Site QA,,,,,,,,
,step,,,,General Theatre,,,,,,,
All Subbie Rough-in Progression Checklist,checklist,,,,,All Subbie Rough-in Progression,,,,,,
All Subbie Fit off & Testing Progression Checklist,checklist,,,,,All Subbie Fit off & Testing Progression,,,,,,
As Builts Checklist,checklist,,,,,As Builts,,,,,,
Ductwork Checklist,checklist,,,,,Ductwork,,,,,,
Grille Fit-Off Checklist,checklist,,,,,Grille Fit-Off,,,,,,
Room Air Tightness,checklist,,,,,Room Air Tightness,,,,,,
,step,,,,Set Up Room,,,,,,,
All Subbie Rough-in Progression Checklist,checklist,,,,,All Subbie Rough-in Progression,,,,,,
All Subbie Fit off & Testing Progression Checklist,checklist,,,,,All Subbie Fit off & Testing Progression,,,,,,
As Builts Checklist,checklist,,,,,As Builts,,,,,,
Ductwork Checklist,checklist,,,,,Ductwork,,,,,,
Grille Fit-Off Checklist,checklist,,,,,Grille Fit-Off,,,,,,
Room Air Tightness,checklist,,,,,Room Air Tightness,,,,,,
,step,,,,Endoscopy Theatre,,,,,,,
All Subbie Rough-in Progression Checklist,checklist,,,,,All Subbie Rough-in Progression,,,,,,
All Subbie Fit off & Testing Progression Checklist,checklist,,,,,All Subbie Fit off & Testing Progression,,,,,,
As Builts Checklist,checklist,,,,,As Builts,,,,,,
Ductwork Checklist,checklist,,,,,Ductwork,,,,,,
Grille Fit-Off Checklist,checklist,,,,,Grille Fit-Off,,,,,,
Room Air Tightness,checklist,,,,,Room Air Tightness,,,,,,
,step,,,,Scope Dirty,,,,,,,
All Subbie Rough-in Progression Checklist,checklist,,,,,All Subbie Rough-in Progression,,,,,,
All Subbie Fit off & Testing Progression Checklist,checklist,,,,,All Subbie Fit off & Testing Progression,,,,,,
As Builts Checklist,checklist,,,,,As Builts,,,,,,
Ductwork Checklist,checklist,,,,,Ductwork,,,,,,
Grille Fit-Off Checklist,checklist,,,,,Grille Fit-Off,,,,,,
,step,,,,Scope Clean / Store,,,,,,,
All Subbie Rough-in Progression Checklist,checklist,,,,,All Subbie Rough-in Progression,,,,,,
All Subbie Fit off & Testing Progression Checklist,checklist,,,,,All Subbie Fit off & Testing Progression,,,,,,
As Builts Checklist,checklist,,,,,As Builts,,,,,,
Ductwork Checklist,checklist,,,,,Ductwork,,,,,,
Grille Fit-Off Checklist,checklist,,,,,Grille Fit-Off,,,,,,
,step,,,,2 x Offices,,,,,,,
All Subbie Rough-in Progression Checklist,checklist,,,,,All Subbie Rough-in Progression,,,,,,
All Subbie Fit off & Testing Progression Checklist,checklist,,,,,All Subbie Fit off & Testing Progression,,,,,,
As Builts Checklist,checklist,,,,,As Builts,,,,,,
Ductwork Checklist,checklist,,,,,Ductwork,,,,,,
Grille Fit-Off Checklist,checklist,,,,,Grille Fit-Off,,,,,,
,step,,,,Sterile Stock Store & Corridor,,,,,,,
All Subbie Rough-in Progression Checklist,checklist,,,,,All Subbie Rough-in Progression,,,,,,
All Subbie Fit off & Testing Progression Checklist,checklist,,,,,All Subbie Fit off & Testing Progression,,,,,,
As Builts Checklist,checklist,,,,,As Builts,,,,,,
Ductwork Checklist,checklist,,,,,Ductwork,,,,,,
Pipework,checklist,,,,,Pipework,,,,,,
Indoor Equipment,checklist,,,,,Indoor Equipment,,,,,,
Grille Fit-Off Checklist,checklist,,,,,Grille Fit-Off,,,,,,
,step,,,,Plant Area,,,,,,,
All Subbie Rough-in Progression Checklist,checklist,,,,,All Subbie Rough-in Progression,,,,,,
All Subbie Fit off & Testing Progression Checklist,checklist,,,,,All Subbie Fit off & Testing Progression,,,,,,
As Builts Checklist,checklist,,,,,As Builts,,,,,,
Ductwork Checklist,checklist,,,,,Ductwork,,,,,,
Pipework,checklist,,,,,Pipework,,,,,,
Plantroom / Outdoor Equipment,checklist,,,,,Plantroom / Outdoor Equipment,,,,,,
