Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,,,checklist,0003 Containment,,,,0,Yes,0003 Containment (V4.2),5865c30e-67ee-4224-9ace-e89df108cc02
checkpoint-group,,,section,Containment,,,,,,,
checkpoint-status,,,checkpoint,Drawings referenced. (3),,,,,,,
checkpoint-status,,,checkpoint,Define LOT Area. (2),,,,,,,
checkpoint-status,,,checkpoint,Ensure cable ladders and trays are provided to support cable. (6),,,,,,,
checkpoint-status,,,checkpoint,"Ensure cable ladders and trays have enough support, and 50% spare capacity. (50% spare capacity as per original design.) (6)",,,,,,,
checkpoint-status,,,checkpoint,"Ensure cable ladder and tray is installed to manufacturer’s instructions, complete with all necessary splice plates, bends, and fixings. (6)",,,,,,,
checkpoint-status,,,checkpoint,"Ensure adequate access for replacing, inspecting, or adding cable. (as at time of install.) (6)",,,,,,,
checkpoint-status,,,checkpoint,Ensure seismic supports and bracing installed according to KCL design.) (7),,,,,,,
checkpoint-status,,,checkpoint,Photos to be taken of critical elements above as evidence of QA. (6),,,,,,,
checkpoint-group,,,section,Completion Inspections and Tests,,,,,,,
checkpoint-status,,,checkpoint,Notice of Completion. (9),,,,,,,
holdpoint,,,signoff,Nominated Authority Sign off,,,,,,,
