type,name,values,prefix,postfix,usage count,user addable,template name
checklist,ST - S - Concrete Pour,,,,,,ST - S - Concrete Pour
section,Pour Details,,,,,,
checkpoint,Pour details entered,,,,,,
text,Area to be poured:,,,,,,
text,Date of pour:,,,,,,
checkpoint,"Latest drawings available, checked and referenced",,,,,,
section,Formwork and Embedded Items,,,,,,
checkpoint,"Formwork - location, height, falls and dimensions checked and accurate",,,,,,
checkpoint,Service penetrations formed correctly and locations checked/correct,,,,,,
checkpoint,"All surfaces correctly prepared (e.g joints to existing concrete, release agent to formwork etc)",,,,,,
checkpoint,Any control joints/ stop ends installed accurately and correctly braced,,,,,,
section,Reinforcing,,,,,,
checkpoint,Size and type correct to specification,,,,,,
checkpoint,Reinforcing spacing and location correct,,,,,,
checkpoint,Specified covers checked/correct,,,,,,
checkpoint,Splice laps checked/correct,,,,,,
checkpoint,"All couplers installed correctly (if reid bar couplers have been used, has epconC8 epoxy been used as specified)",,,,,,
bool,Appointment with the engineers confirmed (Enter date & time of the appointment),,,,,,
bool,Reidbar – coupler and flange nut installations are inspected by the MV Engineer,,,,,,
checkpoint,IMBMS couplers testing carried out for Village Podiums in the form of tensile testing in accordance with NZS3101.1.2006 and results acceptable,,,,,,
checkpoint,"All starter bars are installed correctly (location, size and spacing )",,,,,,
checkpoint,Any additional items installed/ completed (trimmer bars etc) and excess reinforcing removed,,,,,,
checkpoint,Welding certificates sited and attached,,,,,,
checkpoint,"Mill certificate reviewed, attached and approved",,,,,,
checkpoint,Reinforcing installed correctly to specification and ready for concrete to be placed,,,,,,
section,Pre-Pour Completion (Approval to pour),,,,,,
checkpoint,Waterproofing elements have been correctly installed and checked,,,,,,
checkpoint,Relevant service requirements completed (locations checked and accurate),,,,,,
checkpoint,Engineer inspection completed - any observations / remedial work documented and closed out,,,,,,
checkpoint,Ryman inspection completed - Approval given to pour concrete,,,,,,
section,Concrete Supplier Specifics,,,,,,
checkpoint,Concrete Supplier details entered,,,,,,
text,Supplier Name:,,,,,,
text,Specified concrete strength:,mPA,,,,,
text,Concrete strength ordered:,mPA,,,,,
text,Concrete quantity ordered:,m3,,,,,
button,Test blocks booked,"Yes, No, N/A",,,,,
checkpoint,All concrete dockets photographed/ attached,,,,,,
checkpoint,Concrete strength test reports attached and required concrete strength achieved,,,,,,
section,Placement Method,,,,,,
checkpoint,Placement methodology confirmed and necessary plant and equipment on site,,,,,,
checkpoint,Heights and falls checked/confirmed before placement,,,,,,
button,Is the cover correct to specification,"Yes, No, N/A",,,,,
checkpoint,Heights and falls checked/ confirmed after placement,,,,,,
checkpoint,Any curing compound applied correctly,,,,,,
checkpoint,Concrete placement completed - specified level of finish achieved,,,,,,
section,Post Pour Checks/Sign Off,,,,,,
checkpoint,Any remedial work completed,,,,,,
holdpoint,Raise remedial/ Request Signoff,,,,,,
checkpoint,Concrete Pour completed - All final checks and documentation completed and attached,,,,,,
,,,,,,,
checklist-flat,PRE - S - Insulation ,,,,,,PRE - S - Insulation 
checkpoint,All materials checked & aligning with consented design & specifications prior to install,,,,,,
checkpoint,Correct product & R value as per specification,,,,,,
checkpoint,All Insulation completed correctly to specification & within tolerance in respective area(s),,,,,,
,,,,,,,
checklist-flat,POST - S - Internal Lining - Walls,,,,,,POST - S - Internal Lining - Walls
checkpoint,"All preline services & passive fire (where required) completed, area accessible and substrate acceptable",,,,,,
checkpoint,"Consider bracing, adhesive/sealant & lining layer(s) requirements (consider fire stopping between layers)",,,,,,
text,Specific products used (photos Required),,,,,,
checkpoint,"Services/penetrations, correctly formed & located (consider cut-out tolerances where applicable)",,,,,,
checkpoint,Correct fixing pattern/sealant (consider fire)/adhesive/layers installed to align with consented design and specifications,,,,,,
checkpoint,Any bracing elements completed to design specification,,,,,,
checkpoint,All lining(s) completed correctly to specification & level of finish acceptable in respective area(s) ,,,,,,
,,,,,,,
checklist-flat,POST - S - Internal Lining - Ceilings,,,,,,POST - S - Internal Lining - Ceilings
checkpoint,"All preline services & passive fire (where required) completed, area accessible and substrate acceptable",,,,,,
checkpoint,"Consider bracing, adhesive/sealant & lining layer(s) requirements (consider fire stopping between layers)",,,,,,
checkpoint,"Services/Penetrations, correctly formed & located (consider cutout tolerances and access hatches (location & size) where applicable)",,,,,,
checkpoint,Correct fixing pattern/sealant (consider fire)/adhesive/layers installed to align with consented design and specifications,,,,,,
checkpoint,Any bracing elements completed to design specification,,,,,,
checkpoint,All lining(s) completed correctly to specification & level of finish acceptable in respective area(s),,,,,,
,,,,,,,
checklist-flat,POST - S - Stopping ,,,,,,POST - S - Stopping 
checkpoint,Consider fire stopping between layers of lining & apply compound(s) as specified ,,,,,,
checkpoint,"Openings/penetrations/corners & bulkheads, correctly formed (consider tolerances where applicable)",,,,,,
checkpoint,"Consider square stopping, slimlines, joints checked & acceptable",,,,,,
checkpoint,Correct compound(s) used to align with consented specifications ,,,,,,
checkpoint,"Adequate drying time between coats, no visible bubbling/deforms & each coat is sanded as applicable",,,,,,
checkpoint,Light check completed to ensure no sheet joins stand out ,,,,,,
checkpoint,Stopping work completed - specified level of finish achieved ,,,,,,
