type,name,values,prefix,postfix,usage count,user addable,template name,,,
checklist-flat,Design and Documentation,,,,,,6.2 Design and Documentation,,,
checkpoint,Client brief and scope of works received,,,,,,,,,
checkpoint,All client documents the latest issue per contract,,,,,,,,,
checkpoint,Confirmation of building fabric and glazing received,,,,,,,,,
checkpoint,Confirmation of all design parameters received,,,,,,,,,
checkpoint,Cooling and heating loads complete,,,,,,,,,
checkpoint,Ventilation systems calculations complete,,,,,,,,,
checkpoint,Shop drawings complete,,,,,,,,,
checkpoint,Shop drawings approved by client,,,,,,,,,
checkpoint,Electrical shop drawings complete,,,,,,,,,
checkpoint,Electrical drawings approved by client,,,,,,,,,
checkpoint,BMS FD and tech submission complete,,,,,,,,,
checkpoint,BMS FD and tech submission approved by client,,,,,,,,,
checkpoint,Design certification issued and attached,,,,,,,,,
,,,,,,,,,,
checklist-flat,Equipment Selection,,,,,,6.3 Equipment Selection Checklist,,,
checkpoint,System flow rate checks completed,,,,,,,,,
checkpoint,System static calculations complete,,,,,,,,,
checkpoint,Equipment selections comply with contract ,,,,,,,,,
checkpoint,Equipment schedules prepared,,,,,,,,,
checkpoint,Equipment interfaces to other services correct,,,,,,,,,
checkpoint,Equipment issued to and approved by client,,,,,,,,,
,,,,,,,,,,
checklist-flat,Supplier / Subcontractor Order,,,,,,6.4 Supplier / Subcontractor Order Checklist,,,
checkpoint,Attach any relevant photos or documents,,,,,,,,,
select,Offer based on latest specification,"Yes, No, N/A",,,,,,,,
select,Offer based on latest drawings and schedules,"Yes, No, N/A",,,,,,,,
select,Offer complies with all statutory requirements,"Yes, No, N/A",,,,,,,,
select,Offer includes all contract insurance requirements,"Yes, No, N/A",,,,,,,,
select,Offer includes delivery to site,"Yes, No, N/A",,,,,,,,
select,Offer includes warranty requirements as per contract,"Yes, No, N/A",,,,,,,,
select,Offer includes maintenance requirements as per contract,"Yes, No, N/A",,,,,,,,
select,Offer includes O&M manual requirements as per contract,"Yes, No, N/A",,,,,,,,
select,Offer includes QA requirements,"Yes, No, N/A",,,,,,,,
select,Offer includes testing and commissioning,"Yes, No, N/A",,,,,,,,
select,Offer includes site safety requirements,"Yes, No, N/A",,,,,,,,
select,Offer includes materials handling,"Yes, No, N/A",,,,,,,,
select,"Offer includes EWPs, Boom Lifts etc","Yes, No, N/A",,,,,,,,
select,Offer includes provision of samples,"Yes, No, N/A",,,,,,,,
select,Offer includes all certification required,"Yes, No, N/A",,,,,,,,
select,Offer inclusions / exclusions accepted,"Yes, No, N/A",,,,,,,,
checkpoint,Purchase order issued,,,,,,,,,
,,,,,,,,,,
checklist-flat,Ductwork Installation,,,,,,6.6 Ductwork Installation Checklist,,,
checkpoint,Area ready and accessible for work,,,,,,,,,
checkpoint,"Size, position & height checked against drawing",,,,,,,,,
checkpoint,Spigots installed and left open,,,,,,,,,
checkpoint,Joints completed and correct method used,,,,,,,,,
checkpoint,Stiffening checked,,,,,,,,,
checkpoint,Correct joint sealant used,,,,,,,,,
checkpoint,Hangers (including booker rod cut back) checked,,,,,,,,,
checkpoint,Flexible connections to equipment sealed and aligned,,,,,,,,,
checkpoint,Flexible ductwork installed and correctly supported,,,,,,,,,
checkpoint,Fire rating correct and complete,,,,,,,,,
checkpoint,Access panels installed as per drawings and closed,,,,,,,,,
checkpoint,VCD’s & MVCD’s open & marked,,,,,,,,,
checkpoint,"Internal insulation correct type, thickness, extent and complete",,,,,,,,,
checkpoint,"External insulation correct type, thickness, extent and complete",,,,,,,,,
checkpoint,Kitchen exhaust duct graded towards hoods and drains,,,,,,,,,
checkpoint,Kitchen exhaust duct installed with access panels (every 3 meters & change in direction) and drains,,,,,,,,,
checkpoint,Ductwork exposed to weather has joints capped,,,,,,,,,
checkpoint,Ductwork exposed to weather has top of duct cross broken or is installed to allow water run off.,,,,,,,,,
checkpoint,Equipment connections exposed to weather capped connections weather proofed (flashings),,,,,,,,,
checkpoint,Grilles installed,,,,,,,,,
checkpoint,Roof discharges / intakes secured and weather proofed,,,,,,,,,
,,,,,,,,,,
checklist-flat,Fire Penetration Register,,,,,,6.7.1 Fire Penetration Register,,,
checkpoint,Fire installation details (pass once details entered),,,,,,,,,
text,Item no,,,,,,,,,
text,Level,,,,,,,,,
text,Grid ref,,,,,,,,,
text,Penetration detail,,,,,,,,,
text,Penetration construction,,,,,,,,,
text,Penetration thickness (mm),,,,,,,,,
text,Size (W x H mm),,,,,,,,,
text,Integrity (FRL),,,,,,,,,
text,Service,,,,,,,,,
text,System description,,,,,,,,,
label,Upload photographs below,,,,,,,,,
checkpoint,Manufacture details - pass once details entered,,,,,,,,,
text,DTS/test report/certificate reference,,,,,,,,,
checkpoint,Installation checklist - pass once details entered,,,,,,,,,
,,,,,,,,,,
checklist-flat,Fire / Smoke Damper Installation,,,,,,6.7.2 Fire / Smoke Damper Installation Checklist,,,
checkpoint,Opening in fire rated construction built correctly,,,,,,,,,
select,Fire damper orientation,"Vertical ,Horizontal",,,,,,,,
select,Damper type,"Curtain , Drop lock, Motorised, Intumescent, Smoke ",,,,,,,,
checkpoint,Does the structure match that for which damper was tested,,,,,,,,,
checkpoint,Check damper orientation (i.e. upside down or not),,,,,,,,,
checkpoint,Damper airflow direction checked,,,,,,,,,
checkpoint,Is the damper mechanism within wall structure,,,,,,,,,
checkpoint,Is the damper expansion material fitted between damper and penetration,,,,,,,,,
checkpoint,Check that the fusible link is fitted and has the correct temperature rating,,,,,,,,,
checkpoint,Check damper blades are fully open,,,,,,,,,
checkpoint,Check damper closure is not impeded (drop test),,,,,,,,,
checkpoint,Confirm an access panel in the duct is provided and allows access to reset damper,,,,,,,,,
checkpoint,"If motorised, is the actuator fixed to the damper body (attach photo)",,,,,,,,,
checkpoint,Confirm break away bolts / fixings have been used (plastic or aluminium) [attach photo],,,,,,,,,
checkpoint,Are retaining angles fitted and twice the width of gaps (attach photo),,,,,,,,,
checkpoint,Is the damper labelled with information as required by AS 1682.1 (attach photo),,,,,,,,,
checkpoint,"Attach photo(s) around damper with flanges off, confirming clearances as required by AS 1682.1",,,,,,,,,
checkpoint,"Attach photo(s) inside damper through access panel of blades, linkage etc.",,,,,,,,,
checkpoint,Attach photo(s) with flanges on.,,,,,,,,,
checkpoint,Commissioning report attached,,,,,,,,,
,,,,,,,,,,
checklist,Electrical Installation ,,,,,,6.8 Electrical Installation ,,,
section,Field Wiring,,,,,,,,,
checkpoint,Area ready and accessible for work,,,,,,,,,
checkpoint,Are cable sizes as per approved drawings,,,,,,,,,
checkpoint,Is correct cable type being used,,,,,,,,,
checkpoint,Is correct cable support method being used,,,,,,,,,
