type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Quality - Light Pole Installation,,,,,,
section,Details,,,,,,
checkpoint,Receipt of Pole Lights to site & storage. (ITP Reference Item 1),,,,,,
checkpoint,Select correct Pole Light Type for location. (ITP Reference Item 2) HOLD POINT,,,,,,
checkpoint,Install to the location as per Heyday IFC Drawings (ITP Reference Item 3),,,,,,
checkpoint,Connection to footing and levelling (ITP Reference Item 4),,,,,,
checkpoint,Base Plate Grouting (ITP Reference Item 5),,,,,,
checkpoint,Termination of Light Pole (ITP Reference Item 6),,,,,,
checkpoint,Photo evidence captured of Light Pole Installation. (ITP Reference Item 7),,,,,,
signoff,Signoff Required from Heyday & Multiplex,,,,,,
