"Id","Type","Name","Values","Prompting Name","Usage Count","Resource Id"
,"checklist-flat","Commissioning","","Commissioning",2,"2dce675f-9bd9-4398-a169-b7d3e0d8a403"
,"checkpoint","SCV-Locks/chain/labels/pipework stickers/sprinkler spares & spanner/block plans",,,,
,"checkpoint","Booster Cupboard-Signage/Locks/chain/labels/plan sleeve+block plans label/block plans",,,,
,"checkpoint","Hydrant Mains/Isolation Valves-Locks/chain/labels/pipework stickers",,,,
,"checkpoint","Water Meter Assembly-Locks/chain/labels",,,,
,"checkpoint","Check sluice valves & water meter valves are open",,,,
,"checkpoint","Fire Pump/Tank-Fuel full, Exhaust piped, Mains power, Drains/Relief Valve piped, Water Supply on, Locks/chain/labels/pipework stickers",,,,
,"checkpoint","Adjust Bermads & float Valves to fire tanks",,,,
,"checkpoint","Pump Room-Block Plans",,,,
,"checkpoint","FIP-Block plans/test all alarm devices",,,,
,"checkpoint","Test all Valves & Flow switches to ensure correct operation",,,,
,"checkpoint","Set Pressure switches to Jacking pump & alarm line",,,,
,"checkpoint","Block plans/Tactical Fire plans/FRV way finding plan",,,,
,"checkpoint","FRV Shortfall drawings & FRV stat signage ie: x2 30m hose",,,,
,"checkpoint","Individual Floor Block plans (If applicable)",,,,

,"checklist-flat","Fire Booster Cupboard Checklist","","Fire Booster Cupboard",1,"2477694e-ac7b-4940-bf79-ebd04d39c1b3"
,"checkpoint","Install Suction/ Millcocks & Hydrant, Sprinkler Boosters",,,,

,"checklist-flat","Fire Extinguishers/Blankets","","Fire Extinguishers/Blankets",9,"9a5360b3-914b-447d-8f0e-30f1d10efd8f"
,"checkpoint","Install Extinguishers",,,,
,"checkpoint","Install appropiate signage",,,,
,"checkpoint","Install Fire Blankets",,,,
,"checkpoint","Fire Hose Reel signs",,,,

,"checklist-flat","Fire Penetrations Checklist","","Fire Penetrations",9,"2edc8c9b-33b6-4f45-88fd-dd5d226f489e"
,"checkpoint","Fire Penetration labelled & caulked in accordance with AS 4072.1 Drawing Reference No.",,,,

,"checklist-flat","Fire Pumps/Tanks Checklist","","Fire Pumps/Tanks",0,"1e575ff3-27f1-47cf-8dbb-1522065aa16d"
,"checkpoint","Install Plinth & secure",,,,
,"checkpoint","Install Pumps & secure to plinths",,,,
,"checkpoint","Install all pipework/isolation valves to pumps",,,,
,"checkpoint","Install Annubar/coolant drains",,,,
,"checkpoint","Install Pump Exhaust to designated point",,,,
,"checkpoint","Water Test all Pipework to pumps",,,,
,"checkpoint","Install all Pipework and Valves to Fire Tank",,,,
,"checkpoint","Water test all pipework to and from Water Tank",,,,

