Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Fitout - Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,B5,,B5,
,,B4,,B4,
,,B3,,B3,
,,B2,,B2,
,,B1,,B1,
,,G,,G,
,,L1,,L1,
,,L2,,L2,
,,L3,,L3,
,,L4,,L4,
,,L5,,L5,
,,L6,,L6,
,,L7,,L7,
,,L8,,L8,
,,L9,,L9,
,,L10,,L10,
,,L11,,L11,
,,L12,,L12,
,,L13,,L13,
,,L14,,L14,
,,L15,,L15,
,,L16,,L16,
,,L17,,L17,
,,L18,,L18,
,,L19,,L19,
,,L20,,L20,
,,L21,,L21,
,,L22,,L22,
,,L23,,L23,
,,L24,,L24,
,,L25,,L25,
,,L26,,L26,
,,L27,,L27,
,,L28,,L28,
,,L29,,L29,
,Columns,,,,
,,Wake Concepts,,wake concepts - afs tower 1,wake concepts site qa
,,Wake Carpentry,,wake concepts - afs tower 1,wake carpentry site qa
,,Saba Bros - Waterproofing,,saba bros - afs tower 1,waterproofing
,,Saba Bros - Tiling,,saba bros - afs tower 1,tiling
