"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Overall Progress"
,"Scope",,
,"Rows"
,,"Ground Level","dynamic","ground level"
,,"Level 1","dynamic","level 1"
,,"Level 2","dynamic","level 2"
,,"Level 3","dynamic","level 3"
,,"Level 4","dynamic","level 4"
,,"Level 5","dynamic","level 5"
,,"Level 6","dynamic","level 6"
,,"Level 7","dynamic","level 7"
,,"Level 8","dynamic","level 8"
,,"Level 9","dynamic","level 9"
,,"Level 10","dynamic","level 10"
,,"Level 11","dynamic","level 11"
,,"Level 12","dynamic","level 12"
,,"Level 13","dynamic","level 13"
,,"Level 14","dynamic","level 14"
,,"Level 15","dynamic","level 15"
,,"Level 16","dynamic","level 16"
,,"Level 17","dynamic","level 17"
,,"Level 18","dynamic","level 18"
,,"Level 19","dynamic","level 19"
,,"Level 20","dynamic","level 20"
,,"Level 21","dynamic","level 21"
,,"Level 22","dynamic","level 22"
,,"Level 23","dynamic","level 23"
,,"Level 24","dynamic","level 24"
,,"Level 25","dynamic","level 25"
,,"Level 26","dynamic","level 26"
,,"Level 27","dynamic","level 27"
,,"Level 28","dynamic","level 28"
,"Columns"
,,"All Electrical Cast in Installed as per AFS T1 OPI-CLM Level 02-27 Thermostat Location",,"all electrical cast in installed as per afs t1 opi-clm level 02-27 thermostat location"
,,"All Penetrations as Per drawing",,"all penetrations as per drawing"
,,"Correct Spacing/ Alignment in Slab",,"correct spacing/ alignment in slab"
,,"Clear of other services",,"clear of other services"
,,"Installation of Penetration is as per measurements shown on drawing",,"installation of penetration is as per measurements shown on drawing"
,,"Pour Inspection - Sign Off Attached below",,"pour inspection - sign off attached below"
,,"Cast in conduits as per approved engineer detail",,"cast in conduits as per approved engineer detail"

