"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Overall Progress"
,"Scope",,
,"Rows"
,,"THB06 (TH21-23)","grouping","thb06 (th21-23)"
,,"TH21",,"th21"
,,"TH22",,"th22"
,,"TH23",,"th23"
,,"THB07 (TH24-26)","grouping","thb07 (th24-26)"
,,"TH24",,"th24"
,,"TH25",,"th25"
,,"TH26",,"th26"
,,"THB08 (TH27-30)","grouping","thb08 (th27-30)"
,,"TH27",,"th27"
,,"TH28",,"th28"
,,"TH29",,"th29"
,,"TH30",,"th30"
,,"THB09 (TH31-32)","grouping","thb09 (th31-32)"
,,"TH31",,"th31"
,,"TH32",,"th32"
,"Columns"
,,"Timber Framing",,"timber framing"
,,"Timber Trusses",,"timber trusses"
,,"External Envelope",,"external envelope"
,,"Windows, Sliders and Sealants",,"windows, sliders and sealants"
,,"Skirting, Architraves & Trims",,"skirting, architraves & trims"
,,"Hardware",,"hardware"
,,"Internal Doors",,"internal doors"
,,"Handrails",,"handrails"
,,"Bathroom Check",,"bathroom check"

