type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,SYM-ITP-022 - Linemarking (Rev 1),,,,,,SYM-ITP-022 - Linemarking (Rev 1),
section,1.0 Pre-start activities,,,,,,,
checkpoint,• Attach relevant lot map,,,,,,,
checkpoint,"• Survey set out including frame, benchmark, and recovery points in place.",,,,,,,
button,• Has all of the above been completed?,"PASS,FAIL,N/A",,,,,,
checkpoint,"• Unless otherwise specified, materials used for signing and pavement marking shall comply with the relevant sections of VicRoads Standard Specifications for Roadworks and Bridgeworks.",,,,,,,
button,• Has all of the above been approved?,"PASS,FAIL,N/A",,,,,,
section,2.0 Site Preparation,,,,,,,
checkpoint,"• Surface clear of existing unsounds, obsolete or redundant pavement markings. Surface to be dry and clear of any foreign materials and debris.",,,,,,,
button,• Has all of the above been completed?,"PASS,FAIL,N/A",,,,,,
checkpoint,• The set out of Painting / application of material has been inspected by CYP.,,,,,,,
button,• Approval to proceed?,"PASS,FAIL,N/A",,,,,,
button,HOLD POINT - Signature by CYP D&C JV,"Yes,No",,,,,,
button,REVIEW POINT - Signature by Symal Infrastructure,"Yes,No",,,,,,
holdpoint,Request Sign Off,,,,,,,
section,3.0 Application of Pavement Marking Paints,,,,,,,
checkpoint,• Application should be completed as per VR721.,,,,,,,
button,• Has all of the above been completed correctly and to a high standard?,"PASS,FAIL,N/A",,,,,,
checkpoint,• Markers shall be placed in accordance with manufacturer’s specification. Wherever possible markers shall be placed clear of longitudinal or transverse joints and clear of surface removed and the surface is damaged. All pavement markings shall be within specified tolerances.,,,,,,,
button,• Has all of the above been completed? ,"PASS,FAIL,N/A",,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
checklist,SYM-ITP-028 - Heritage Wall,,,,,,SYM-ITP-028 - Heritage Wall,
section,1.0 Heritage Wall Install,,,,,,,
checkpoint,• Attach relevant Lot Map,,,,,,,
checkpoint,• Attach Cathedral stone QA,,,,,,,
section,2.0 Painting,,,,,,,
checkpoint,• Is the painting material approved for use,,,,,,,
checkpoint,• Attach Dulux QA,,,,,,,
