type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,ITP - Pavement Rehab - Ruato Bluff,itp,,,,Yes,ITP - Pavement Rehab - Ruato Bluff,
section,1. Procurement,,,,,,,
checkpoint,Geometric Design,,,,,,,
label,"Controlling Documents - Austroads Guide to Road Design Part 3: Geometric Design, TNZ State Highway Geometric Design Manual",,,,,,,
label,Acceptance Criteria - Principal Approval,,,,,,,
label,Method - Contractor and Principal peer review,,,,,,,
label,Frequency - per design revision,,,,,,,
label,Responsible Person - Contract / Rehab Manager,,,,,,,
label,Conduct - C or S,,,,,,,
label,Produce Record - C,,,,,,,
label,Approval - E,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,Pavement Treatment Design,,,,,,,
label,"Controlling Documents - Austroads Guide to Pavement Technology, New Zealand Guide to Pavement Evaluation and Treatment Design:2018 (Version 1.2)",,,,,,,
label,Acceptance Criteria - Principal Approval,,,,,,,
label,Method - Contractor and Principal peer review,,,,,,,
label,Frequency - per design,,,,,,,
label,Responsible Person - Contract / Rehab Manager,,,,,,,
label,Verifying Document - Approvals Register - Pavement Rehabilitation Design Report,,,,,,,
label,Conduct - C or S,,,,,,,
label,Produce Record - C,,,,,,,
label,Approval - E,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,Materials: GAP 65 Pre‐treatment Material - Aggregate Sampling,,,,,,,
label,"Controlling Documents - NZS 4407:2015, WSP Rotorua Sampling Guide",,,,,,,
label,Verifying Document - Sampling Worksheet,,,,,,,
label,Conduct - C or S,,,,,,,
label,Approval - S,,,,,,,
checkpoint,Materials: GAP 65 Pre‐treatment Material - Source Property Test,,,,,,,
label,Controlling Documents - CBR - BOPE NOC Contract Documents Maintenance Specification Section 2.5.3,,,,,,,
label,Acceptance Criteria - Soaked CBR ≥ 40,,,,,,,
label,Method - Soaked CBR test (NZS:4407:2015:3.15),,,,,,,
label,Responsible Person - Supervisor,,,,,,,
label,Verifying Document - Test Report,,,,,,,
label,Conduct - Sp or C or S,,,,,,,
label,Produce Record - Sp or S,,,,,,,
label,Approval - E,,,,,,,
label,Witness Point - Y,,,,,,,
checkpoint,Materials: GAP 65 Pre‐treatment Material - Production Property Test,,,,,,,
