Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,Site QA,
,Rows,,,,
,,Ground Level ,dynamic,Ground Level ,
,,Level 1,dynamic,Level 1,
,,Roof Level / Plantroom,dynamic,Roof Level / Plantroom,
,Columns,,,,
,,All Subbie Rough-in Progression,,All Subbie Rough-in Progression,
,,All Subbie Fit off & Testing Progression,,All Subbie Fit off & Testing Progression,
,,As Builts,,As Builts,
,,Ductwork,,Ductwork,
,,Pipework,,Pipework,
,,Indoor Equipment - FCU,,Indoor Equipment - FCU,
,,Indoor Equipment - Fan,,Indoor Equipment - Fan,
,,Fire Damper,,Fire Damper,
,,Refrigeration Pipe,,Refrigeration Pipe,
,,Grille Fit-Off,,Grille Fit-Off,
,,Plantroom/Outdoor Equipment,,Plantroom / Outdoor Equipment,
