type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,,,
checklist,ITP-246-CIV-FRMS-Supply & Installaton of Street Lighting (Vic Road),itp,,,,,ITP-246-CIV-FRMS-Supply & Installaton of Street Lighting (Vic Road) Rev 0,,,,,,,,,,,,,,,,
section,1. Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-value,Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
label,Document Title: ITP-246-CIV-Supply & Installaton of Street Lighting(Vic Road),,,,,,,,,,,,,,,,,,,,,,
label,ITP Description: Supply & Installaton of Street Lighting(Vic Road),,,,,,,,,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): 246-CIV,,,,,,,,,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,,,,,,,,,
label,Revision Date: 25/03/2025,,,,,,,,,,,,,,,,,,,,,,
label,ITP created by: Kamel Alshobaki,,,,,,,,,,,,,,,,,,,,,,
label,ITP approved for use by: Pradeep Talasila,,,,,,,,,,,,,,,,,,,,,,
label,1.1 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Section 731 June 2017,,,,,,,,,,,,,,,,,,,,,,
label,1.2 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Section 733 April 2019,,,,,,,,,,,,,,,,,,,,,,
section,2. Preliminaries,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.1 - Obtain and review manufacturer documentations for the supply of materials,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - Vic road 733.02 AS/NZS 2053, AS/NZS 1345",,,,,,,,,,,,,,,,,,,,,,
label,○ Vic road 731.02 AS/NZS 3000,,,,,,,,,,,,,,,,,,,,,,
label,"○ Vic road 630.07 AS 1627.1, AS 1627.4, AS/NZS 1554.1, AS 1214",,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Materials comply with Vicroad Section 733.02,731.11, 630.07 and relevant specifications.",,,,,,,,,,,,,,,,,,,,,,
label,"○ All materials shall comply with the standards and specifications shown on the drawings. All structural steel, associated components and welding consumables shall be manufactured by companies that hold quality systems certification to AS/NZS ISO 9001.",,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Per Source,,,,,,,,,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.2 - Inspect supplied items upon delivery,,,,,,,,,,,,,,,,,,,,,,
label,Reference - QMP,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Supplied items are to correct spec, class, size and undamaged",,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual /Site Inspection & Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Per Delivery,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Material Inspection Report,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
section,3. Conduit Pit Installation,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3.1 - Conduit & pit installation,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Vic road section 733 April 2019,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - This Item will be completed under the checklist conduit & pit Installation (Road),,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Per Lot,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
section,4. Foundation,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.1 - Prepare the plinth foundation(Excavation & levels),,,,,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Standard Drawings IFC,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Check levels conform to relevant drawing depending on type of pole to be installed.,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Visual, Survey",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Per Lot,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.2 - Installation Street lighting pole bases,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Standard Cl731.11 ,,,,,,,,,,,,,,,,,,,,,,
label,○ VicRoads Standard Cl731.6,,,,,,,,,,,,,,,,,,,,,,
label,○ VicRoads Spec Cl733.6,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Pits located 1 metre in advance of, and 1 metre off the line of the pole and in accordance to TC-1210,TC 1220 & TC-1230. A two(2)meter of spare length of each cable shall be left coiled in each pit.",,,,,,,,,,,,,,,,,,,,,,
label,○ The slip plane of a slip base pole is to be located 75mm ± 25mm above the surrounding finished surface level,,,,,,,,,,,,,,,,,,,,,,
label,○ All poles/luminaries to be individually earthed to the earth cable in the pit,,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual /Site Inspection & Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Per Lot,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.3 - Installation of frangible poles (Slip base and Impact Absorbing),,,,,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Specs. Cl 731.06b,,,,,,,,,,,,,,,,,,,,,,
label,○ Requirements,,,,,,,,,,,,,,,,,,,,,,
label, — TC-1065,,,,,,,,,,,,,,,,,,,,,,
label, — TC-1066,,,,,,,,,,,,,,,,,,,,,,
label, — TC-1072,,,,,,,,,,,,,,,,,,,,,,
label, — TC-1071,,,,,,,,,,,,,,,,,,,,,,
label,○ TCS014 Supply of Frangible street lighting poles,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - The slip plane of a slip base pole is to be located 75mm ± 25mm above the surrounding finished surface level as per VicRoads Standard Drawing TC-1072,,,,,,,,,,,,,,,,,,,,,,
label,○ The holding down bolts and nuts on the flange are to be slackened of one at a time and re-tightened using a torque wrench to 40Mn for Main nut (Half Nut) and 90Nm for Lock nut (Full Nut),,,,,,,,,,,,,,,,,,,,,,
label,○ Record torque of each Slip Base pole in report,,,,,,,,,,,,,,,,,,,,,,
label,○ Locking nuts to be installed on all hold down bolts,,,,,,,,,,,,,,,,,,,,,,
label,"○ Lock nuts to be installed on Slip base as per VicRoads Drawing TC-1065: Slip base pole assembly, Ground set mounted and VicRoads Drawing TC-1064a: Impact Absorbing",,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual /Site Inspection & Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Per Lot,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.4 - Erection of Street lighting columns,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Standard Drawing TC-1068,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Installed on rigid columns as per VicRoads Standard Drawing TC-1068: Rigid Street Lighting Pole,,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual /Site Inspection & Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Per Lot,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.5 - Assembly of outreaches and luminaires,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Specs. Table 731.061 ,,,,,,,,,,,,,,,,,,,,,,
label,○ Requirements TCS065,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Outreach bracket to be installed to the pole spigot using the clamping bolt assemble,,,,,,,,,,,,,,,,,,,,,,
label,○ Bracket and luminaire to align at right angles to vehicle path on road,,,,,,,,,,,,,,,,,,,,,,
label,"○ Luminaire orientation to comply with Table 731.061 from VicRoads Standard, Section 731 - Road Lighting Installation",,,,,,,,,,,,,,,,,,,,,,
label,○ Luminaires to conform to TCS 065 - Supply of LED Road Lighting Luminaires,,,,,,,,,,,,,,,,,,,,,,
label,○ Luminaires shall be supplied with the PE cell bypassed or deactivated,,,,,,,,,,,,,,,,,,,,,,
label,Method -,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Per Lot,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.6 - Installation of lighting distribution cabinet,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Specs Cl.731.11 IFC Drawing,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - The lighting distribution cabinets shall be supplied and installed in accordance with VicRoads Specification TCS 043 - Specification for Distribution Box for Road Lighting Power Supply.,,,,,,,,,,,,,,,,,,,,,,
label,○ The foundation of the distribution cabinet shall be installed as specified in VicRoads Standard Drawing TC-1062. ,,,,,,,,,,,,,,,,,,,,,,
label,"○ Distribution cabinets shall be located not less than 5 metres from any carriageway and where possible beyond the clear zone for the particular road. For any distribution cabinet within the clear zone, the Contractor shall provide traffic barriers to protect the distribution",,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Per lot,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.7 - Installation of cabling,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Specs. Cl.731.11,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - All electrical cabling to be in accordance with the requirements of AS/NZS 3000: (Australian/New Zealand Wiring Rules) ,,,,,,,,,,,,,,,,,,,,,,
label,○ Each pole to be cables from the pole circuit breaker ,,,,,,,,,,,,,,,,,,,,,,
label,○ All electrical cable joints to be water proof,,,,,,,,,,,,,,,,,,,,,,
label,"○ JUP, JUMA or slip base pole: Cable to be supported by nylon cord or steel catenary. Cable to be attached the support wire with cable ties, no less then intervals of 4m",,,,,,,,,,,,,,,,,,,,,,
label,○ IA pole: Cable to be supplied through flexible conduit fitted inside the pole from cable termination access door to pole spigot. ,,,,,,,,,,,,,,,,,,,,,,
label,"○ Cable for trunk electricity supply from “point of supply” to distribution box to be not less than 16mm square 4 core, three phase copper XPLE cable",,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual & Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Per Lot,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,"Verifying Documents - Test Certificate, This ITP",,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.8 - Labelling of Assets,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Specs. Cl.731.12,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Labels fixed to poles as per VicRoads Section 731.12,,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual /Site Inspection & Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Per Lot,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
section,5. Completion,,,,,,,,,,,,,,,,,,,,,,
checkpoint,5.1 - Commissioning & testing(if Applicable),,,,,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Specs. Cl.731.16a & c,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Upon final acceptance, the Contractor shall switch on the lighting installation at the distribution cabinet in automatic mode, and record the time, date and meter reading for contractual, warranty and power supply purposes and supply this record to the Superintendent within 48 hours",,,,,,,,,,,,,,,,,,,,,,
label,Method - Commissioning & testing,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Upon completion of each section,,,,,,,,,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,,,,,,,,
label,"Responsibility - SE/PE/SPE, Services Engineer",,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,5.2 - As-Constructed Plans,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Specs. Cl.731.16d,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - The Contractor shall supply to the Superintendent two copies of ‘As-Constructed’ plans along with a USB drive or other approved storage medium containing the CADD drawing files, and the same shall be supplied by the Contractor to the local distribution company if appropriate.",,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Upon completion/ Work area,,,,,,,,,,,,,,,,,,,,,,
label,Category - AP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,5.3 - Non-conformance Report (NCR) Closure,,,,,,,,,,,,,,,,,,,,,,
label,Reference - MRPA Quality Management Plan,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Ensure that any NCRs pertaining to the lot / element / Work area that this ITP covers, have been closed in CAMs.",,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,"Frequency - Once, prior to closure of this lot / element / Work area",,,,,,,,,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,,,,,,,,,,,
label,"On behalf of Metropolitan Roads Program Alliance, it is hereby certified that the Works represented by the item of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.",,,,,,,,,,,,,,,,,,,,,,
textbox,Name:,,,,,,,,,,,,,,,,,,,,,,
textbox,Position:,,,,,,,,,,,,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
signoff,Sign ITP,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
checklist,ITP-247-CIV-FRMS-Traffic Signals - Commission (Supply and Install),itp,,,,,ITP-247-CIV-FRMS-Traffic Signals - Commission (Supply and Install) Rev 0,,,,,,,,,,,,,,,,
section,1. Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-value,Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
label,Document Title: ITP-247-CIV Traffic Signals - Commission (Supply and Install),,,,,,,,,,,,,,,,,,,,,,
label,ITP Description: Traffic Signals - Commission (Supply and Install),,,,,,,,,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): 247-CIV,,,,,,,,,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,,,,,,,,,
label,Revision Date: 28/03/2025,,,,,,,,,,,,,,,,,,,,,,
label,ITP created by: Kamel Alshobaki,,,,,,,,,,,,,,,,,,,,,,
label,ITP approved for use by: Pradeep Talasila,,,,,,,,,,,,,,,,,,,,,,
label,1.1 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Section 730 October 2013,,,,,,,,,,,,,,,,,,,,,,
label,1.2 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - AS3000,,,,,,,,,,,,,,,,,,,,,,
section,2. Signalling Electrical System,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.1 - Point of Supply,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - Section 730.14 (a), SD TC-1207",,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - The Contractor shall arrange for the installation of the point of supply with the local power distribution company, at the location approved at the pre-installation meeting",,,,,,,,,,,,,,,,,,,,,,
label,○ The point of supply shall be installed in accordance with SD TC-1206 and arranged with the local power distribution company to meet the specific requirements.,,,,,,,,,,,,,,,,,,,,,,
label,Method - Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Per item,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/Supervisor,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.2 - Communications Line,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - Section 730.14 (b), SD TC-1207",,,,,,,,,,,,,,,,,,,,,,
