"Id","Type","Name","Values","Prompting Name","Prefix","Postfix","Usage Count","Resource Id"
"ea080f51-cec9-5c5d-b21d-26fdf97c141d","checklist","As-Built Drawings","","As-Built Drawings",,,0,"103b8291-2633-46fb-b91f-4113e1708474"
"634660bc-3569-518d-92ee-49a5ce864e21","section","As-Built Drawings - attach scanned documents",,,,,,
"f20dabd6-3341-47c6-b31f-f9204d894be1","checkpoint-no-value","As-Built Drawings - attach scanned documents",,,,,,
"97c91d10-8a66-5e83-90c0-ef3afede49b8","textbox","Drawing no.",,,,,,

"26f809a1-d99d-4bfd-a0e1-7a206516bbea","checklist","Cable Support","","Cable Support",,,1,"3d3ce8bd-b0d4-4ef0-bfeb-187b78391ca7"
"45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,,,
"187a6f30-b568-4836-81ed-4cbeec0aec41","checkpoint","Cable Ladder",,,,,,
"2e04b8dd-4ce4-5b41-b4c4-6f8757a4f076","button","Cable ladder installed","Yes,N/A",,,,,
"8fb7355e-a132-476a-82e7-445b89d5b515","checkpoint","Uni Tray",,,,,,
"58f41095-fc8a-5819-a90a-1beb4857ac33","button","Vertical UT-3 Uni tray installed where required to allow cable access into cabinets","Yes,N/A",,,,,
"4885d51c-e85a-49f0-aaf8-195ec9ef6c12","checkpoint","Fibre/Comms Duct",,,,,,
"5d69b771-3521-5144-a6c0-0fa7fe1c89d3","button","Fibre/comms duct insatlled as per drawings","Yes,N/A",,,,,
"b5394c6e-1734-49c7-9acd-75b138fd0ba2","checkpoint","Fire Wall Penetrations",,,,,,
"57464b1d-3244-59d2-ac0d-5ed897be8c73","button","Fire wall penetrations go through fire sleeves","Yes,N/A",,,,,
"23718f74-59b2-5014-bf58-97944c186be7","textbox","Cable Supports checked by:",,,,,,
"cec4ed31-bb00-4e24-8cd8-dfd43101ad42","signoff","Client Representative:",,,,,,

"b4425afb-e82d-482c-a815-d64d4c9e964b","checklist","Cable Test Record","","Cable Test Record",,,1,"95203e2a-b4a6-40a0-9e0e-b65061a53b2b"
"45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,,,
"99e98d64-ff0e-42d9-b0e0-4895b6675287","checkpoint","Upload completed ITR scans",,,,,,

"69e19314-57e9-49c5-aad2-f0c44baf50ce","checklist","Certificate of compliance (COC)","","Certificate of compliance (COC)",,,1,"479f1ffc-d353-49db-90f1-82874278da53"
"45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,,,
"b5963c46-5f84-4373-a0f0-38dfd83dcfe3","checkpoint","Please upload Certificate of Compliance here when complete (COC)",,,,,,

"068047d9-77cb-5167-b268-27c3f921fe95","checklist-flat","Earth Pegs","","Earth Pegs",,,0,"538c2c2e-fd29-48ac-a6f9-5326d208217c"
"e09c6e50-b1da-5e01-bb4c-531f323d7d49","checkpoint","Mold type identified",,,,,,
"8d2a1b0a-b8f1-5a0b-92f8-c0daec33c794","dropdown","Select mold type:","GT 50mm SQ to 16mm S/S vertical rod, XBQ - 50mm SQ to 50mm SQ crossover, TA 50mm SQ Horizontal Tee, XA 185mm N/C run to 185mm N/C4 120mm, T.A. 185mm N/C run to 50mm Horizontal Tee, X.A. 185mm N/C run to 185mm N/C Tap, X.A 185mm N/C # 50mm run to 185mm N/C # 50mm Tap, T.A 185mm N/C Run to 120mm N/C Horizontal Tee, T.A. 185mm N/C Horizontal Tee",,,,,
"d384c165-bb4d-51f8-81fe-b5c3be9bcff6","checkpoint","Cadweld Visual test",,,,,,
"9ae17236-0bd9-5bc0-96c6-72e9587a7dfe","note","Please attach photo",,,,,,
"d5e0224c-c769-5195-9893-dc42f0bfa967","checkpoint","Cadweld Ductor test",,,,,,
"642b96df-9734-5ef4-9531-417d49c3a50a","textbox","Result:",,,,,,
"ed808718-9484-59f7-add4-506485bf45ae","note","Please attach photo",,,,,,
"cc634f25-a1cd-56b6-a299-6eea07238588","checkpoint","Continuity test [Peg to Earth Bar]",,,,,,
"401dacd4-633d-5769-9b12-62217ab63f5d","textbox","Result:",,,,,,
"2c999201-76ad-5aec-8637-77d246062826","checkpoint","3 Wire Earth test",,,,,,
"b9baa9b0-974d-593f-aa66-43f8886f0563","textbox","Result:",,,,,,
"803b2e55-3d8f-55f2-a311-076921ef9cd6","note","Pass if <1 ohm",,,,,,

"5c2caf54-a1b4-489a-9ff7-de4d700f6608","checklist","Earthing","","Earthing",,,1,"53d9217f-35db-4a59-a009-031c8cb2f483"
"45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,,,
"48526a42-7283-4d8e-9ab0-f3a200115626","checkpoint","Copper Bar",,,,,,
"e3991acd-b6c6-5177-82cf-a14c7e1b0ed0","button","50mmx10mm copper earth bar installed on cable ladder as per design","Yes,N/A",,,,,
"0cec0ed6-0d55-4fe0-a446-0513f6c87e06","checkpoint","Earthing - Cubicles",,,,,,
"71b8f911-f16a-5589-9d32-4d7bf949d901","button","All cubicles connected to earth bar using 35mm2 Cu earth bond","Yes,N/A",,,,,
"fbf6af2f-19a6-411d-9077-eb284d53ca78","checkpoint","Copper Braid",,,,,,
"98206232-77b2-5fa3-b8f2-726448300d92","button","All doors have flat tinned copper braid earth straps fitted","Yes,N/A",,,,,
"258bf794-6c22-4b60-9d5d-17a8a3bc1d0e","checkpoint","Earth Bar Floor Penetrations",,,,,,
"8186bae4-7604-5e16-a118-79d40687bf04","button","Earth bar penetrates floor","Yes,N/A",,,,,
"d6c42354-409b-42f9-9282-effb21a62eb1","checkpoint","As-Built drawings completed and signed off",,,,,,
"e9eb8c62-fe19-5c34-b5bc-47c520ce69a5","textbox","Earthing checked by:",,,,,,
"7acdae1f-f590-4211-b195-4f84a4ebbbd0","signoff","Client Representative:",,,,,,

"558a40db-769f-5169-86dc-c96239caf2f6","checklist","Entec Daily Report","","Entec Daily Report",,,0,"6824792f-7509-472f-a313-9a59df9ee507"
"8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","Details",,,,,,
"da5f9580-4940-576b-8192-1c0607d69a45","checkpoint","Daily Report",,,,,,
"56c74d02-2feb-5793-b9b6-1d52c994a8f6","date","Date:",,,,,,
"857a0e69-b296-5371-b5fb-4fa741ad2ea6","textbox","Site:",,,,,,
"658fedb9-dfce-5a7f-97b3-e07cfd381bea","textbox","Work completed:",,,,,,
"b275ad11-385a-5887-957c-c661c3c5901e","textbox","Issues:",,,,,,
"19fbd79d-4e0d-57e8-ad1d-75d6c069af21","textbox","Weather:",,,,,,
"d7a1c016-ea44-5de1-96dc-5603c9a96894","textbox","Labour:",,,,,,
