Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Bedroom 1,dynamic,Bedroom 1,Level 11
,,Bedroom 2,dynamic,Bedroom 2,Level 11
,,Bedroom 3,dynamic,Bedroom 3,Level 11
,,Lounge dining,dynamic,Lounge dining,Level 11
,,Kitchen,grouping,Kitchen,
,,Kitchen,,Kitchen,Level 11
,Columns,,,,
,,Flush boxes,,Flush boxes,
,,Switchboard,,Switchboard,
,,Power,,Power,
,,Lighting,,Lighting,
,,Data,,Data,
,,Bathroom,,Bathroom,
,,Documentation,,Documentation,
,,Kitchen First fix,,Kitchen First fix,
,,Kitchen Second fix,,Kitchen Second fix,
