Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress,,,,,,
,Scope,,,site qa,,
,Rows,,,,,
,,Area 1 - A01 - Accommodation Unit 1,dynamic,area 1,a01 - accommodation unit 1,
,,Area 1 - A01/A02 - Accommodation Unit 1/2,dynamic,area 1,a01/a02 - accommodation unit 1/2,
,,Area 1 - A02 - Accommodation Unit 2,dynamic,a02 - accommodation unit 2,area 1,
,,Area 1 - A03 - Accommodation Unit 3,dynamic,area 1,a03 - accommodation unit 3,
,,Area 1 - A03/A04 - Accommodation Unit 3/4,dynamic,area 1,a03/a04 - accommodation unit 3/4,
,,Area 1 - A04 - Accommodation Unit 4,dynamic,area 1,a04 - accommodation unit 4,
,,Area 1 - Msu - Management & Separates Unit,dynamic,area 1,msu - management & separates unit,
,,Area 2 - Spo - Sports Hall,dynamic,area 2,spo - sports hall,
,,Area 2 - Dcu - Dedicated Collections Unit,dynamic,area 2,dcu - dedicated collections unit,
,,"Area 2 - Ops - Operations, Support & Central Control",dynamic,"ops - operations, support & central control",area 2,
,,"Area 2 - Vis - Prisoner Visits, Avl & Parole Board",dynamic,area 2,"vis - prisoner visits, avl & parole board",
,,Area 2 - Wha - Cultural Building - Whare,dynamic,area 2,wha - cultural building - whare,
,,Area 3 - Ind - Workshops/Industries - Standard,dynamic,ind - workshops/industries - standard,area 3,
,,Area 3 - Fm3 - Fm Store 3,dynamic,fm3 - fm store 3,area 3,
,,Area 3 - Kit - Central Kitchen Facility,dynamic,kit - central kitchen facility,area 3,
,,Area 3 - Lau - Central Laundry Facility,dynamic,lau - central laundry facility,area 3,
,,Area 3 - Hr1 - Horticulture & Grounds Maintenance 1,dynamic,hr1 - horticulture & grounds maintenance 1,area 3,
,,Area 3 - Hr2 - Horticulture & Grounds Maintenance 2,dynamic,hr2 - horticulture & grounds maintenance 2,area 3,
,,Area 3 - Was - Waste Management & Recycling - Typical/General,dynamic,was - waste management & recycling - typical/general,area 3,
,,Area 4 - Ins - Industry Search,dynamic,ins - industry search,area 4,
,,"Area 4 - Hro - Health, Receiving Office & Fm Store 2",dynamic,area 4,"hro - health, receiving office & fm store 2",
,,Area 4 - Pro - Programmes Facility,dynamic,pro - programmes facility,area 4,
,,Area 5 - Ghs - Gatehouse,dynamic,ghs - gatehouse,area 5,
,,Area 5 - Ut1 - Utilities 1,dynamic,area 5,ut1 - utilities 1,
,Columns,,,,,
,,Partition Framing,,partition framing,,
,,Partition Lining,,partition lining,,
,,Ceiling Framing,,ceiling framing,,
,,Ceiling Lining,,ceiling lining,,
,,,,,,
Windows Progress (A01-A04),,,,,,
,Scope,,,site qa - doors and windows,window,
,Rows,,,,,
,,A01,dynamic,site qa - doors and windows,a01,window
,,A02,dynamic,site qa - doors and windows,a02,window
,,A03,dynamic,a03,site qa - doors and windows,window
,,A04,dynamic,a04,site qa - doors and windows,window
,Columns,,,,,
,,Take Delivery of Window Units,,take delivery of window units:,,
,,Preinstall Door Checks / Openings Prepared to Receive Windows,,preinstall door checks / openings prepared to receive windows:,,
,,Window Installation (Part 1),,window installation (part 1):,,
,,CPB Sign Off (Part 1),,cpb sign off (part 1):,,
,,Window Installation (Part 2),,window installation (part 2):,,
,,Final Checks,,final checks,,
,,CPB Sign Off (Part 2),,cpb sign off (part 2):,,
,,Site Hose Testing for External Windows,,site hose testing for external windows:,,
,,,,,,
Windows Progress (VIS),,,,,,
,Scope,,,site qa - doors and windows,window,
,Rows,,,,,
,,VIS,dynamic,vis,site qa - doors and windows,window
,Columns,,,,,
,,Take Delivery of Window Units,,take delivery of window units:,,
,,Preinstall Door Checks / Openings Prepared to Receive Windows,,preinstall door checks / openings prepared to receive windows:,,
,,Window Installation (Part 1),,window installation (part 1):,,
,,CPB Sign Off (Part 1),,cpb sign off (part 1):,,
,,Window Installation (Part 2),,window installation (part 2):,,
,,Final Checks,,final checks,,
,,CPB Sign Off (Part 2),,cpb sign off (part 2):,,
,,Site Hose Testing for External Windows,,site hose testing for external windows:,,
,,,,,,
Windows Progress (MH1-MH2),,,,,,
,Scope,,,site qa - doors and windows,window,
,Rows,,,,,
,,MH1,dynamic,site qa - doors and windows,mh1,window
,,MH2,dynamic,site qa - doors and windows,mh2,window
,Columns,,,,,
,,Take Delivery of Window Units,,take delivery of window units:,,
,,Preinstall Door Checks / Openings Prepared to Receive Windows,,preinstall door checks / openings prepared to receive windows:,,
,,Window Installation (Part 1),,window installation (part 1):,,
,,CPB Sign Off (Part 1),,cpb sign off (part 1):,,
,,Window Installation (Part 2),,window installation (part 2):,,
,,Final Checks,,final checks,,
,,CPB Sign Off (Part 2),,cpb sign off (part 2):,,
,,Site Hose Testing for External Windows,,site hose testing for external windows:,,
,,,,,,
Windows Progress (Other),,,,,,
,Scope,,,site qa - doors and windows,window,
,Rows,,,,,
,,GHS,dynamic,site qa - doors and windows,ghs,window
,,OPS,dynamic,site qa - doors and windows,ops,window
,,FM1,dynamic,site qa - doors and windows,fm1,window
,,KIT,dynamic,site qa - doors and windows,kit,window
,,LAU,dynamic,lau,site qa - doors and windows,window
,,HR1,dynamic,site qa - doors and windows,hr1,window
,,HR2,dynamic,hr2,site qa - doors and windows,window
,,HRO,dynamic,hro,site qa - doors and windows,window
,,MSU,dynamic,site qa - doors and windows,msu,window
,,DCU,dynamic,site qa - doors and windows,dcu,window
,,IND,dynamic,site qa - doors and windows,ind,window
,,PCP,dynamic,pcp,site qa - doors and windows,window
,,SPO,dynamic,site qa - doors and windows,spo,window
,,STA,dynamic,sta,site qa - doors and windows,window
,,PRO,dynamic,pro,site qa - doors and windows,window
,,WHA,dynamic,wha,site qa - doors and windows,window
,Columns,,,,,
,,Take Delivery of Window Units,,take delivery of window units:,,
,,Preinstall Door Checks / Openings Prepared to Receive Windows,,preinstall door checks / openings prepared to receive windows:,,
,,Window Installation (Part 1),,window installation (part 1):,,
,,CPB Sign Off (Part 1),,cpb sign off (part 1):,,
,,Window Installation (Part 2),,window installation (part 2):,,
,,Final Checks,,final checks,,
,,CPB Sign Off (Part 2),,cpb sign off (part 2):,,
,,Site Hose Testing for External Windows,,site hose testing for external windows:,,
,,,,,,
Doors Progress (A01-A04),,,,,,
,Scope,,,site qa - doors and windows,door,
,Rows,,,,,
,,A01,dynamic,door,site qa - doors and windows,a01
,,A02,dynamic,door,site qa - doors and windows,a02
,,A03,dynamic,a03,door,site qa - doors and windows
,,A04,dynamic,a04,door,site qa - doors and windows
,Columns,,,,,
,,Prior to Commencement – documentation completed & approved,,prior to commencement – the following documentation are completed and approved:,,
,,Take Delivery of Door Units,,take delivery of door units:,,
,,Preinstall Door Checks / Openings Prepared to Receive Doors,,preinstall door checks / openings prepared to receive doors:,,
,,Door Installation (Part 1),,door installation (part 1):,,
,,CPB Sign Off (Part 1),,cpb sign off (part 1):,,
,,Door Installation (Part 2),,door installation (part 2):,,
,,Honeywell Sign Off,,honeywell sign off:,,
,,Door Installation (Part 3),,door installation (part 3):,,
,,Final Checks,,final checks,,
,,CPB Sign Off (Part 2),,cpb sign off (part 2):,,
,,Site Hose Testing for External Doors (Post hardware install),,site hose testing for external doors (post hardware install):,,
,,,,,,
Doors Progress (VIS),,,,,,
,Scope,,,site qa - doors and windows,door,
,Rows,,,,,
,,VIS,dynamic,vis,door,site qa - doors and windows
,Columns,,,,,
