"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0f36bc09-cc6c-4346-acf3-a87916fa394e","","pass","","folder","TRUE","FALSE","Transformer Installation "
"4b1f7ba4-ac35-4038-be18-f05d330d83ee","","work-in-progress","Switchgear Installation Checklist","checklist","FALSE","FALSE","Switchgear Installation Checklist ","Switchgear Installation Checklist Q16"
"32b51b53-b257-450f-9304-79607fc54634","","work-in-progress","Switchgear Installation Checklist","checklist","FALSE","FALSE","Switchgear Installation Checklist ","Switchgear Installation Checklist Q07"
"3fd0cde5-79bf-4cb0-b3dd-5b5fb6fcce2f","","work-in-progress","Switchgear Installation Checklist","checklist","FALSE","FALSE","Switchgear Installation Checklist ","Switchgear Installation Checklist Q08"
"8247561b-226a-421f-85b3-ab5a815e159a","","work-in-progress","Switchgear Installation Checklist","checklist","FALSE","FALSE","Switchgear Installation Checklist ","Switchgear Installation Checklist Q12"
"6e864eed-288a-4204-b6ae-048b531f7fdf","","work-in-progress","Switchgear Installation Checklist","checklist","FALSE","FALSE","Switchgear Installation Checklist ","Switchgear Installation Checklist Q13"
"b27a33b4-fb7f-4660-bc82-cbe7e905e6d7","","pass","","folder","TRUE","FALSE","Cable Drum Checklists"
"49fc1b91-f176-4b40-b2b0-a2a620da3629","","pass","Cable Drum Inspection Checklist","checklist","FALSE","FALSE","Cable Drum Checklists","Cable Drum Inspection Checklist For 630mm 1Core Cable"
"922dcc85-3c4f-4f50-ae8b-b9406ad977fd","","pass","Cable Drum Inspection Checklist","checklist","FALSE","FALSE","Cable Drum Checklists","Cable Drum Inspection Checklist For 150mm 3C AL Cable"
"b3976ef1-69ce-428b-abf0-032c44546aff","","work-in-progress","","folder","TRUE","FALSE","Cable Pulling Record Sheet"
"e0db3536-b2a3-4ecd-aa28-f72f0b09446c","","work-in-progress","Cable Pulling Record Sheet","checklist","FALSE","FALSE","Cable Pulling Record Sheet","Cable Pulling Record Sheet For QTX 001"
"ab7aba88-ec8f-41fa-977a-d326aa7cbb94","","work-in-progress","Cable Pulling Record Sheet","checklist","FALSE","FALSE","Cable Pulling Record Sheet","Cable Pulling Record Sheet For  QTX002"
"1e2f3eb7-4ee0-4082-af19-bda00f90d9ea","","work-in-progress","Cable Pulling Record Sheet","checklist","FALSE","FALSE","Cable Pulling Record Sheet","Cable Pulling Record Sheet For  QTX003"
"64704e54-606c-4d76-9b47-61a7c9ec105b","","work-in-progress","Cable Pulling Record Sheet","checklist","FALSE","FALSE","Cable Pulling Record Sheet","Cable Pulling Record Sheet For  QTX004"
"6e45ec5e-6355-4003-aa21-8c34491860bc","","work-in-progress","Cable Pulling Record Sheet","checklist","FALSE","FALSE","Cable Pulling Record Sheet","Cable Pulling Record Sheet For QTX005 "
"71159c07-9b67-4065-b67b-68c72f13f3dc","","work-in-progress","Cable Pulling Record Sheet","checklist","FALSE","FALSE","Cable Pulling Record Sheet","Cable Pulling Record Sheet For QTX006"
"e119127d-af83-4a4a-bb67-073b4b5eed6b","","work-in-progress","Cable Pulling Record Sheet","checklist","FALSE","FALSE","Cable Pulling Record Sheet","Cable Pulling Record Sheet For  QTX007"
"3b44bcc4-5bd6-43d3-be17-b226609208ab","","work-in-progress","Cable Pulling Record Sheet","checklist","FALSE","FALSE","Cable Pulling Record Sheet","Cable Pulling Record Sheet For QTX008"
"c540330c-7bcb-4f86-ad37-5500bfdbda1e","","work-in-progress","Cable Pulling Record Sheet","checklist","FALSE","FALSE","Cable Pulling Record Sheet","Cable Pulling Record Sheet For  QTX009"
"ade83f49-bfd6-4105-adec-d3261c0f96f1","","work-in-progress","Cable Pulling Record Sheet","checklist","FALSE","FALSE","Cable Pulling Record Sheet","Cable Pulling Record Sheet For QTX010"
"299fcc83-b0c9-4c64-a4c8-1803d94c7ad7","","work-in-progress","Cable Pulling Record Sheet","checklist","FALSE","FALSE","Cable Pulling Record Sheet","Cable Pulling Record Sheet For  QTX011"
"dac56f85-e4b8-439f-aa1a-7a9b5ddbdff4","","work-in-progress","Cable Pulling Record Sheet","checklist","FALSE","FALSE","Cable Pulling Record Sheet","Cable Pulling Record Sheet For QTX012"
"e09ca3a4-5ce4-4bf7-8e80-7d6c52480044","","not-applicable","Cable Pulling Record Sheet","checklist","FALSE","FALSE","Cable Pulling Record Sheet","Cable Pulling Record Sheet For NER1"
"88b417a5-ad64-43c9-8a9f-83ca24f9e8a9","","not-applicable","Cable Pulling Record Sheet","checklist","FALSE","FALSE","Cable Pulling Record Sheet","Cable Pulling Record Sheet For NER2"
"6364c857-679f-4212-9285-cd6fb1c27533","","not-applicable","Cable Pulling Record Sheet","checklist","FALSE","FALSE","Cable Pulling Record Sheet","Cable Pulling Record Sheet For  Bus Tie Between Switchgears  Q03 And Q12 "
"6ee5dec4-b07e-4ccd-acfd-25f96f5413f1","","not-applicable","Cable Pulling Record Sheet","checklist","FALSE","FALSE","Cable Pulling Record Sheet","Cable Pulling Record Sheet For Bus Tie Between Switchgears Q13 And Q20"
"37349dde-7d12-4991-920f-a9e0c97c902e","","not-applicable","Cable Pulling Record Sheet","checklist","FALSE","FALSE","Cable Pulling Record Sheet","Cable Pulling Record Sheet For Bus Tie Between Switchgears Q22 And Q27"
"14c9c4aa-0042-44d8-9779-283419d7b317","","work-in-progress","","folder","TRUE","FALSE","Pulling Equipment Checklist "
"8170f4f2-3a3f-412d-82f7-3efd2bdd0ef3","","work-in-progress","Pulling Equipment Inspection Checklist","checklist","FALSE","FALSE","Pulling Equipment Checklist ","Pulling Equipment Inspection Checklist"
"90806d6b-2fae-451d-b250-d7533bc5f738","","pass","","folder","TRUE","FALSE","IR TESTING FOR SINGLE CORE CABLES BEFORE VLF TEST"
"b742f9ca-dcf0-4850-8ef2-f95145aba91d","","pass","IR Testing For Single Core Cables Checklist","checklist","FALSE","FALSE","IR TESTING FOR SINGLE CORE CABLES BEFORE VLF TEST","IR Testing For Bus Tie Cables BETWEEN Q3 And Q12"
"3a32e879-c3a8-4069-a63c-707bf5b0a2f2","","pass","IR Testing For Single Core Cables Checklist","checklist","FALSE","FALSE","IR TESTING FOR SINGLE CORE CABLES BEFORE VLF TEST","IR Testing For Bus Tie Cables Between Q13 And Q20"
"29fcbf9e-72a5-47a1-8b75-95a1e62ac9f7","","pass","IR Testing For Single Core Cables Checklist","checklist","FALSE","FALSE","IR TESTING FOR SINGLE CORE CABLES BEFORE VLF TEST","IR Testing For Bus Tie Cables Between Q22 And Q27"
"4367968e-3423-451f-8695-752d8a6158f6","","pass","IR Testing For Single Core Cables Checklist","checklist","FALSE","FALSE","IR TESTING FOR SINGLE CORE CABLES BEFORE VLF TEST","IR Testing For Cable Between QTX007 And NER1"
"00ab8f6b-510a-43c4-90a5-0e95acf40d4c","","pass","IR Testing For Single Core Cables Checklist","checklist","FALSE","FALSE","IR TESTING FOR SINGLE CORE CABLES BEFORE VLF TEST","IR Testing For  Cable Between QTX008 And NER2"
"249eec72-8c43-416b-b6e5-a150a66d191a","","work-in-progress","","folder","TRUE","FALSE","IR TESTING FOR 3 CORE CABLES"
"2a861d1c-a282-47db-aa57-e92434b55425","","pass","IR Testing For Three Core Cables Checklist","checklist","FALSE","FALSE","IR TESTING FOR 3 CORE CABLES","IR Testing For Three Core Cable Between Switchgear Q14 And Transformer QTX001"
"6e1110f4-e770-4712-93a1-65137f8443f9","","pass","IR Testing For Three Core Cables Checklist","checklist","FALSE","FALSE","IR TESTING FOR 3 CORE CABLES","IR Testing For Three Core Cable Between Switchgear Q29 And Transformer QTX002"
"fbbdd636-4c35-417d-8018-a740c4670653","","pass","IR Testing For Three Core Cables Checklist","checklist","FALSE","FALSE","IR TESTING FOR 3 CORE CABLES","IR Testing For Three Core Cable Between Switchgear Q1 And Transformer QTX003"
"0eeb8746-4b1f-4bba-8507-b6746847f81f","","pass","IR Testing For Three Core Cables Checklist","checklist","FALSE","FALSE","IR TESTING FOR 3 CORE CABLES","IR Testing For Three Core Cable Between Switchgear Q21 And Transformer QTX004"
"95e28077-9755-44e3-bb36-4176624bba18","","pass","IR Testing For Three Core Cables Checklist","checklist","FALSE","FALSE","IR TESTING FOR 3 CORE CABLES","IR Testing For Three Core Cable Between Switchgear Q16 And Transformer QTX005"
"66fe1980-0823-4591-84aa-74fc0feba670","","pass","IR Testing For Three Core Cables Checklist","checklist","FALSE","FALSE","IR TESTING FOR 3 CORE CABLES","IR Testing For Three Core Cable Between Switchgear Q18 And Transformer QTX 006"
"73422132-51d6-43fc-91ea-3614715b9088","","pass","IR Testing For Three Core Cables Checklist","checklist","FALSE","FALSE","IR TESTING FOR 3 CORE CABLES","IR Testing For Three Core Cable Between Switchgear Q10 And Transformer QTX007"
"da2f98c6-296f-4af3-91a2-f6fb7eca9320","","not-started","IR Testing For Three Core Cables Checklist","checklist","FALSE","FALSE","IR TESTING FOR 3 CORE CABLES","IR Testing For Three Core Cable Between Switchgear Q25 And Transformer QTX008"
"9f324707-e17a-4efb-8adc-9cfef5c38ebb","","pass","IR Testing For Three Core Cables Checklist","checklist","FALSE","FALSE","IR TESTING FOR 3 CORE CABLES","IR Testing For Three Core Cable Between Switchgear Q15 And Transformer QTX009"
"a6d6ad4f-f0ae-4d0f-ae34-97da3dab8dee","","pass","IR Testing For Three Core Cables Checklist","checklist","FALSE","FALSE","IR TESTING FOR 3 CORE CABLES","IR Testing For Three Core Cable Between Switchgear Q17 And Transformer QTX010"
"01ab9a75-7b46-43a6-962f-17d90c40eb6a","","pass","IR Testing For Three Core Cables Checklist","checklist","FALSE","FALSE","IR TESTING FOR 3 CORE CABLES","IR Testing For Three Core Cable Between Switchgear Q7 And Transformer QTX011"
"3f657509-b6e8-4105-9823-e216533a2eb5","","not-started","IR Testing For Three Core Cables Checklist","checklist","FALSE","FALSE","IR TESTING FOR 3 CORE CABLES","IR Testing For Three Core Cable Between Switchgear Q24 And Transformer QTX012"
"0b9cfc4f-3b43-4f22-8e3a-cf2509aec0ed","","work-in-progress","","folder","TRUE","FALSE","VLF TESTING"
"d861202b-bbc1-4dec-90c2-368cb272a34c","","pass","VLF Testing Checklist","checklist","FALSE","FALSE","VLF TESTING","VLF Test Results For Bus Tie Cables Between Q3 And Q12"
"56e548b0-e60d-4b2b-8036-7bc18901b451","","pass","VLF Testing Checklist","checklist","FALSE","FALSE","VLF TESTING","VLF Test Results For Bus Tie Cables Between Q13 And Q20"
"430eba36-cf88-4bda-9417-696b1f9404a2","","pass","VLF Testing Checklist","checklist","FALSE","FALSE","VLF TESTING","VLF Test Results For Bus Tie Cables Between Q22 And Q27"
"19875f31-e728-4c4b-8d99-11cd81d3b822","","pass","VLF Testing Checklist","checklist","FALSE","FALSE","VLF TESTING","VLF Test Results For Cable Between Switchgear Q14 And Transformer QTX001"
"34a4a1e5-c202-48b6-9fbb-a8c6d157d2dd","","pass","VLF Testing Checklist","checklist","FALSE","FALSE","VLF TESTING","VLF Test Results For Cable Between Switchgear Q29 And Transformer QTX002"
"2d9b24ee-b0ca-4578-a7d2-32a45d74249c","","pass","VLF Testing Checklist","checklist","FALSE","FALSE","VLF TESTING","VLF Test Results For Cable Between Switchgear Q1 And Transformer QTX003"
"3f0e4354-5aa4-49cb-8c69-9f0452c07875","","pass","VLF Testing Checklist","checklist","FALSE","FALSE","VLF TESTING","VLF Test For Cable Between Switchgear Q21 And Transformer QTX004"
"3509c146-35d8-4f79-b933-205093936c0b","","pass","VLF Testing Checklist","checklist","FALSE","FALSE","VLF TESTING","VLF Test Results For Cable Between Switchgear Q16 And Transformer QTX005"
"c04063d0-1b23-4e54-b8d7-69c71d164525","","pass","VLF Testing Checklist","checklist","FALSE","FALSE","VLF TESTING","VLF Test Results For Cable Between Switchgear Q18 And Transformer QTX006"
"b1681b34-d890-4a5e-9c3a-e5d044755816","","pass","VLF Testing Checklist","checklist","FALSE","FALSE","VLF TESTING","VLF Testing For Cable Between Switchgear Q10 And Transformer QTX007"
"92a81bb7-436f-4406-8625-c42df2d2174d","","not-started","VLF Testing Checklist","checklist","FALSE","FALSE","VLF TESTING","VLF Test Results For Cable Between Switchgear Q25 And Transformer QTX008"
"20978e75-8e53-4ed4-8b17-797160bfcffb","","pass","VLF Testing Checklist","checklist","FALSE","FALSE","VLF TESTING","VLF Test Results For Cable Between Switchgear Q15 And Transformer QTX009"
"7bdcfde8-e1d4-429c-93ff-ce9539c340c9","","pass","VLF Testing Checklist","checklist","FALSE","FALSE","VLF TESTING","VLF Test Results For Cable Between Switchgear Q17 And Transformer QTX010"
"4395efc1-9e6c-4382-8754-7df1ad0c96dc","","pass","VLF Testing Checklist","checklist","FALSE","FALSE","VLF TESTING","VLF Test Results For Cable Between Switchgear Q7 And Transformer QTX011"
"31bf1fe2-6701-4f42-b499-0bda12d3e14f","","not-started","VLF Testing Checklist","checklist","FALSE","FALSE","VLF TESTING","VLF Test Results For Cable Between Switchgear Q24 And Transformer QTX012"
"67eaa5ef-1dc3-4279-8d5a-a4c6f2122370","","pass","VLF Testing Checklist","checklist","FALSE","FALSE","VLF TESTING","VLF Test Results For Cable Between Earthing Transformer QTX007 And NER1"
"7b2377a9-cc49-4344-b0e7-fc75094c25ee","","pass","VLF Testing Checklist","checklist","FALSE","FALSE","VLF TESTING","VLF Test Results Between Earthing Transformer QTX008 And NER2"
"1e30a434-82c0-4dc9-bd9b-acfd46755b18","","pass","","folder","TRUE","FALSE","Sheath Test Results For 1C Cables"
"7f8daa22-aa6d-4254-866c-198fb184180d","","pass","Sheath Testing Checklist","checklist","FALSE","FALSE","Sheath Test Results For 1C Cables","Sheath Test Results For Cables Between Switchgears Q3 And Q12"
"159040d9-d661-4627-b19a-bf2d8f419f42","","pass","Sheath Testing Checklist","checklist","FALSE","FALSE","Sheath Test Results For 1C Cables","Sheath Test Results For Cables Between Switchgears Q13 And Q20"
"1c8a79f2-e0af-4b6c-8c27-2e64801bbbd2","","pass","Sheath Testing Checklist","checklist","FALSE","FALSE","Sheath Test Results For 1C Cables","Sheath Test Results For Cables Between Switchgears Q22 And Q27"
"cab300e3-c996-49e2-8224-6e95d41085f8","","work-in-progress","","folder","TRUE","FALSE","Transformer Termination Photos"
"676235fb-c2d6-4a79-bb6e-aad18733bdac","","work-in-progress","Photos","checklist","FALSE","FALSE","Transformer Termination Photos","QTX 001 Photos"
"ad4cec32-0fed-4aee-953d-68342e90ac5a","","pass","Photos","checklist","FALSE","FALSE","Transformer Termination Photos","QTX002 Photos "
"0c7ebcb2-0377-4a4f-a1ae-82de371cea0e","","pass","Photos","checklist","FALSE","FALSE","Transformer Termination Photos"," QTX003 Photos "
"1a16daa4-8bdc-43a4-825c-11f494c4a431","","pass","Photos","checklist","FALSE","FALSE","Transformer Termination Photos"," QTX004 Photos"
"ee7e2452-e904-4649-b624-d7ba38c96d0b","","pass","Photos","checklist","FALSE","FALSE","Transformer Termination Photos"," QTX005 Photos"
"9a879272-32f5-4e99-9b92-6109ce61456f","","pass","Photos","checklist","FALSE","FALSE","Transformer Termination Photos"," QTX006 Photos "
"9f7fc003-740b-4fdb-82db-3811221920cc","","pass","Photos","checklist","FALSE","FALSE","Transformer Termination Photos","QTX007 Photos"
"a292792f-4d6d-40b8-b849-032a777d5692","","pass","Photos","checklist","FALSE","FALSE","Transformer Termination Photos","QTX008 Photos "
"490aa515-971c-4fe0-bace-20524abd750b","","pass","Photos","checklist","FALSE","FALSE","Transformer Termination Photos","QTX009 Photos "
"5ff43b60-9f6d-473b-8899-629d21e31c33","","pass","Photos","checklist","FALSE","FALSE","Transformer Termination Photos","QTX010 Photos "
"276f9e30-ca2b-403b-9a3f-354fa9c91e76","","not-started","Photos","checklist","FALSE","FALSE","Transformer Termination Photos","QTX011 Photos "
"bbceece7-e734-4de8-980b-0ee902cbc8c5","","pass","Photos","checklist","FALSE","FALSE","Transformer Termination Photos","QTX012 Photos "
"fd6bb49a-85d1-4498-be95-b449082a0013","","pass","Photos","checklist","FALSE","FALSE","Transformer Termination Photos","NER1 Photos "
"99dcd7b3-5472-4c21-a251-b3ca01e9b01f","","pass","Photos","checklist","FALSE","FALSE","Transformer Termination Photos","NER2 Photos "
"ba6dc984-f0de-41f6-8eac-e425fa136b9c","","work-in-progress","","folder","TRUE","FALSE","General Project Photos"
"ffe96b71-d890-470e-8f93-ae958eedc712","","work-in-progress","Photos","checklist","FALSE","FALSE","General Project Photos","Photos"
"ab06c265-c630-4574-834e-40c4771147b0","","pass","","folder","TRUE","FALSE","Sheath Test Results For 3Core Cables"
"fc61ec92-572f-4481-9508-d742ee2167a1","","pass","Sheath Test Results For 3Core Cables","checklist","FALSE","FALSE","Sheath Test Results For 3Core Cables","Sheath Test Results For Cable Between Q14 And QTX001"
"ecdc6912-f456-4db7-a96b-a54c1a4111f1","","pass","Sheath Test Results For 3Core Cables","checklist","FALSE","FALSE","Sheath Test Results For 3Core Cables","Sheath Test Results For Cable Between Q29 And QTX002"
"e619fd22-f444-4c6b-946d-297cc960dbc9","","pass","Sheath Test Results For 3Core Cables","checklist","FALSE","FALSE","Sheath Test Results For 3Core Cables","Sheath Test Results For Cable Between Q1 And QTX003"
"9b291aea-67eb-4958-81fa-6c4579f03bf7","","pass","Sheath Test Results For 3Core Cables","checklist","FALSE","FALSE","Sheath Test Results For 3Core Cables","Sheath Test Results For Cable Between Q21 And QTX004"
"ad660560-6770-4115-947d-295b65c659ed","","pass","Sheath Test Results For 3Core Cables","checklist","FALSE","FALSE","Sheath Test Results For 3Core Cables","Sheath Test Results For Cable Between Q16 And QTX005"
"52fd4f9b-2481-4301-a884-80a324a57242","","pass","Sheath Test Results For 3Core Cables","checklist","FALSE","FALSE","Sheath Test Results For 3Core Cables","Sheath Test Results For Cable Between Q18 And QTX006"
"f13882a5-5d5b-42b8-b767-b51cf3c9a611","","pass","Sheath Test Results For 3Core Cables","checklist","FALSE","FALSE","Sheath Test Results For 3Core Cables","Sheath Test Results For Cable Between Q10 And QTX007"
"12729fcf-210c-4482-b8d9-615217c219a7","","not-applicable","Sheath Test Results For 3Core Cables","checklist","FALSE","FALSE","Sheath Test Results For 3Core Cables","Sheath Test Results For Cable Between Q25 And QTX008"
"50475b58-76e6-4e6e-8398-85b65e09818f","","pass","Sheath Test Results For 3Core Cables","checklist","FALSE","FALSE","Sheath Test Results For 3Core Cables","Sheath Test Results For Cable Between Q15 And QTX009"
"6efe985b-64cc-4063-acaf-67c05527354a","","pass","Sheath Test Results For 3Core Cables","checklist","FALSE","FALSE","Sheath Test Results For 3Core Cables","Sheath Test Results For Cable Between Q17 And QTX010"
"d10d09bd-5e2c-4c4c-ae09-c3c56b5203b0","","pass","Sheath Test Results For 3Core Cables","checklist","FALSE","FALSE","Sheath Test Results For 3Core Cables","Sheath Test Results For Cable Between Q7 And QTX011"
"73908d2b-c57f-4512-9aa8-81b7bc06725b","","not-applicable","Sheath Test Results For 3Core Cables","checklist","FALSE","FALSE","Sheath Test Results For 3Core Cables","Sheath Test Results For Cable Between Q24 And QTX012"
"08b0b133-962c-4ff2-94b9-5a112042f971","","pass","","folder","TRUE","FALSE","IR TESTING FOR SINGLE CORE CABLES Post VLF TESTING"
"c19a44aa-87b5-4f2b-ae82-b44be3a8dfb8","","pass","IR Testing For Single Core Cables Checklist","checklist","FALSE","FALSE","IR TESTING FOR SINGLE CORE CABLES Post VLF TESTING","IR Testing For Bus Tie Cables Between Q03 And Q012"
"742a439e-c5fe-4b71-9a43-b8b5245384c0","","pass","IR Testing For Single Core Cables Checklist","checklist","FALSE","FALSE","IR TESTING FOR SINGLE CORE CABLES Post VLF TESTING","IR Testing For Bus Tie Cables Between Q13 And Q20"
"b3d61c0f-e95d-4b76-b592-e7c749ad911b","","pass","IR Testing For Single Core Cables Checklist","checklist","FALSE","FALSE","IR TESTING FOR SINGLE CORE CABLES Post VLF TESTING","IR Testing For Bus Tie Cables Between Q22 And Q27"
