"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9c19783f-566b-4a4e-bd12-a14a09a5ee0f","","fail","","folder","TRUE","FALSE","Site QA"
"ab6f9ee6-6599-4c7c-8d66-d37492459fe8","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0"
"0cf27cc7-bc8e-435c-88e5-e73fae0134de","","not-applicable","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 0","Level 0 Window No. A0-21"
"8fe5b4f6-5154-5532-a752-c9153a462b8d","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Level 0","Level 0 Window No. A0-21","Glass free from defects as per standards AS/NZS4667:2000 AS/NZS4666:2012"
"c222bde4-4241-5fdb-9f3d-7055fd4133f7","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Level 0","Level 0 Window No. A0-21","All stickers, glue and writing removed from glass -Trade clean."
"f26eacf5-77e4-53c2-8e09-a5eb17644f8a","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Level 0","Level 0 Window No. A0-21","Beads correctly installed."
"604d1a0f-8a8c-5298-be48-25db12f0ac1a","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Level 0","Level 0 Window No. A0-21","Wedging – Neat and tidy. Not over stretched or cut short."
"b7ba3b03-611c-5123-b5b8-7a175643a9d2","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Level 0","Level 0 Window No. A0-21","Hinge Door fitment with Toe & Heel setting blocks x 4 (Seal in)"
"3842dcc3-54f2-5dbf-89ca-ea8f8494aeb9","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Level 0","Level 0 Window No. A0-21","Gap – around door is consistent. open/ close freely"
"67a71f71-2535-51d9-a76a-7bfc9172eada","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Level 0","Level 0 Window No. A0-21","Sashes fitment & open close."
"fb75323a-7c4a-54a8-bfe7-9bdd223c9192","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Level 0","Level 0 Window No. A0-21","Slider doors – setting block glue in left/Right"
"de551d6b-05c2-5386-b009-8391db11cd77","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Level 0","Level 0 Window No. A0-21","Backing rubber uniform. No creasing"
"76d1ab7a-80cb-5ab7-be70-c385c07a6793","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Level 0","Level 0 Window No. A0-21","Compliance - Toughened, sizing and specification etc. as per NZS4223 and or Specific Design Statement."
"31b049bf-b8d0-57b4-b840-e0c3dc3cea53","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Level 0","Level 0 Window No. A0-21","Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy."
"1e4eae00-5668-45ce-91a8-55b7c8850dbb","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 0","Level 0 Window No. A0-07"
"ada13126-38c5-5b89-a9f3-8524f1892f4c","","pass","","checkpoint","TRUE","TRUE","Site QA","Level 0","Level 0 Window No. A0-07","Glass free from defects as per standards AS/NZS4667:2000 AS/NZS4666:2012"
"f7e2b4b0-3e8b-5e06-918d-40f9750f3564","","pass","","checkpoint","TRUE","TRUE","Site QA","Level 0","Level 0 Window No. A0-07","All stickers, glue and writing removed from glass -Trade clean."
"1e1f1d73-ac5c-538c-9c8b-6eb17c536bb9","","pass","","checkpoint","TRUE","TRUE","Site QA","Level 0","Level 0 Window No. A0-07","Beads correctly installed."
"2188d990-463c-5655-8952-1ef44e2f0c81","","pass","","checkpoint","TRUE","TRUE","Site QA","Level 0","Level 0 Window No. A0-07","Wedging – Neat and tidy. Not over stretched or cut short."
"9a0d27b2-61a0-5f22-9063-7c9f6e2d472c","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Level 0","Level 0 Window No. A0-07","Hinge Door fitment with Toe & Heel setting blocks x 4 (Seal in)"
"31a14317-d625-5dc4-9f05-88211bd2452d","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Level 0","Level 0 Window No. A0-07","Gap – around door is consistent. open/ close freely"
"46d335aa-8d52-5bac-83ab-43338996cc9e","","pass","","checkpoint","TRUE","TRUE","Site QA","Level 0","Level 0 Window No. A0-07","Sashes fitment & open close."
"af1fef4a-404d-58d6-8de1-7c1c802177bc","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Level 0","Level 0 Window No. A0-07","Slider doors – setting block glue in left/Right"
"e8f640f8-6054-5a00-a296-76353ac76f5c","","pass","","checkpoint","TRUE","TRUE","Site QA","Level 0","Level 0 Window No. A0-07","Backing rubber uniform. No creasing"
"33cbce8a-fb4a-539c-881a-0403020ae0f8","","pass","","checkpoint","TRUE","TRUE","Site QA","Level 0","Level 0 Window No. A0-07","Compliance - Toughened, sizing and specification etc. as per NZS4223 and or Specific Design Statement."
"c3faa242-3ba0-5512-822b-265e92fb87e7","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Level 0","Level 0 Window No. A0-07","Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy."
