"Warnings","Id","Type","Name","Values","Prompting Name","Usage Count","Resource Id"
"folder-normal has incorrect meta.stepType checkpoint-status
folder-normal is not dependant but can't have own status",,"folder-normal","_TEMP - Installation Correct embedment (145mm) of HST3 seismic anchors has been achieved in accordance with Hilti installation instructions.","","Installation: Correct embedment (145mm) of HST3 seismic anchors has been achieved in accordance with Hilti installation instructions.",0,"928ac194-6839-4295-bf9f-00b8a5fd6764"

"folder-normal has incorrect meta.stepType checkpoint-status
folder-normal is not dependant but can't have own status",,"folder-normal","_TEMP - Installation Correct torque setting (60nM) of HST3 seismic anchors has been achieved in accordance with Hilti installation instructions.","","Installation: Correct torque setting (60nM) of HST3 seismic anchors has been achieved in accordance with Hilti installation instructions.",0,"57d26724-4ecd-4eaa-96ad-5fdcbf4b6174"

"folder-normal has incorrect meta.stepType checkpoint-status
folder-normal is not dependant but can't have own status",,"folder-normal","_TEMP - Installation HST3 M12 x 145 seismic anchors are usedinstalled as per the WSP seismic design","","Installation: HST3 M12 x 145 seismic anchors are used/installed as per the WSP seismic design",0,"fd84ca83-0c03-4ca0-a8f8-b934bdd5c249"

"folder-normal has incorrect meta.stepType checkpoint-status
folder-normal is not dependant but can't have own status",,"folder-normal","_TEMP - Record stud embedment depth","","Record stud embedment depth",0,"1393d74c-777b-4d0c-8625-0447d24a243a"

"folder-normal has incorrect meta.stepType checkpoint-status
folder-normal is not dependant but can't have own status",,"folder-normal","_TEMP - Transformer Hold Down completed as per CAL002Transformer Hold Down Design V1.mcdx","","Transformer Hold Down completed as per: CAL002Transformer Hold Down Design V1.mcdx",0,"b529cea3-8a39-4bcf-8fb3-c4d9b6439364"

"",,"checklist-flat","Master 11kV Bus Testing","","Master 11kV Bus Testing",2,"91b63bb5-a899-49bb-b5fc-3018319ceceb"
"",,"checkpoint","Test Report for Circuit Breaker",,,,
"",,"checkpoint","Bus Work Resistance Test",,,,
"",,"checkpoint","Earthing Resistance Test",,,,
"",,"checkpoint","All poles in same position before first operation",,,,
"",,"checkpoint","Resistance of main circuit",,,,
"",,"checkpoint","Timing",,,,
"",,"checkpoint","Insulation Resistance",,,,
"",,"checkpoint","Control Equipment Insulation Resistance",,,,
"",,"checkpoint","Interlock functioning",,,,
"",,"checkpoint","Alarms and Indications correct",,,,
