"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-sectioned",,"","checklist","Precast casting","",,,1,"Yes","Precast casting","385644be-6f90-4e3c-abed-3db0998b805f"
"checkpoint-group",,"","section","Authorised Documentation for commencement of new work is in place"
"checkpoint-status",,"","checkpoint","All 'preconstruction' authorisations & checks completed"
"checkpoint-group",,"","section","Concrete Mix Design and Approval"
"checkpoint-status",,"","checkpoint","Concrete Mix Design and Approval AS 1379"
"checkpoint-group",,"","section","Supply of Reinforcing Steel and Receipt"
"checkpoint-status",,"","checkpoint","Supply of Reinforcing Steel and Receipt AS 4671"
"checkpoint-status",,"","checkpoint","Supplier and Mill ACRS accredited"
"checkpoint-status",,"","checkpoint","Reo Bent to shop drawing schedule"
"checkpoint-group",,"","section","Approval of Shop Drawings"
"checkpoint-status",,"","checkpoint","Shop Drawings as per AFC Drawings"
"checkpoint-status",,"","checkpoint","Shop Drawings Approved - Lift Certificate"
"checkpoint-group",,"","section","Steel, Void Formers and Cast-in Fixings"
"checkpoint-status",,"","checkpoint","Pre-pour Inspection Checklist Complete, pour to proceed"
"checkpoint-group",,"","section","Pour Arrangement"
"checkpoint-status",,"","checkpoint","Confirm Pour with Supplier:"
"text","1c4db392-87dc-532d-a49c-ab818198c01e","","textbox","Product ID",,,
"text","a08d50be-b7c4-58ad-87cc-b67f7abd5a71","","textbox","Schedule/Time",,,
"label","64064e30-ba5a-553a-a3cd-2881ea8e8b2c","","note","Mix Type: 40mpa, High early, shrinkage limited - B80 ( delete as required)",,,
"checkpoint-group",,"","section","Concrete Placement"
"checkpoint-status",,"","checkpoint","Concrete and placement to AS3600"
"checkpoint-group",,"","section","Sampling and Testing"
"checkpoint-status",,"","checkpoint","Sampling Frequency to AS1012"
"checkpoint-group",,"","section","Stripping and demoulding"
"checkpoint-status",,"","checkpoint","Stripping strength >/= 15 MPA = what is shown on the drawing"
"checkpoint-status",,"","checkpoint","Lifting points in the correct locations"
"checkpoint-group",,"","section","Product Inspection, As-built Measurements, and Repairs (where required)"
"checkpoint-status",,"","checkpoint","As-built dimensions noted on manufacture drawing"
"checkpoint-status",,"","checkpoint","Finish complies with drawing- Post-pour Inspection Checklist Complete"
"checkpoint-group",,"","section","Identification, Handling and Storage"
"checkpoint-status",,"","checkpoint","Weight & ID written on each member"
"checkpoint-status",,"","checkpoint","Items adequately supported"
"checkpoint-status",,"","checkpoint","Dunnage and Lifting as shown on shop drawings"
"checkpoint-group",,"","section","Items Released for Delivery"
"checkpoint-status",,"","checkpoint","Concrete Transport Test Results Comply as specified- Concrete strength complies to minimum strength for lifting"
"checkpoint-status",,"","checkpoint","Relevant NCR and repair action records closed"
"checkpoint-group",,"","section","Final Documentation Review"
"checkpoint-status",,"","checkpoint","Concrete Transport Test Results Comply as specified"
"checkpoint-status",,"","checkpoint","All Manufacture and Delivery Dockets closed, signed and filed"
"checkpoint-status",,"","checkpoint","As a representative of Alpha Precast Pty Ltd I certify that the precast panels manufactured under the scope of this ITP conform in all respects with the standards and the requirements specified in the contract documents, and All necessary documentation proving conformance of the units manufactured under the scope of this ITP are attached herewith."
"holdpoint",,"","signoff","Sign Off Required Alpha Precast Pty Ltd Representative & Client Representative"

"checklist-sectioned",,"","checklist","NCR Form","",,,0,"Yes","NCR Form","3fb48e79-7f56-44b9-af0a-0891c5797d05"
"checkpoint-group",,"","section","Description of Non-conformance"
"checkpoint-status",,"","checkpoint","Attach any relevant photos & documents"
"text","e245e18c-3993-547c-a205-180ab6799048","","textbox","Description of Non-conformance",,,
"label","7408a32b-0afa-5e90-8dcb-536e7783fe1f","","note","Raised due to : (delete not applicable) Internal Audit / Customer Complaint / Normal Working",,,
"checkpoint-group",,"","section","Remedial Action"
"checkpoint-status",,"","checkpoint","Attach any relevant photos & documents"
"text","cd8d1e15-0443-547f-b0f2-823d612be9e7","","textbox","Remedial Action",,,
"text","67363cd1-8cf5-5c55-a47e-0fb77634cc8a","","textbox","Action by",,,
"text","bdaa5bcd-ce74-5595-be6f-cc8e4f34051f","","textbox","To be completed by",,,
"text","963d6244-0dfb-59ce-bc5c-f1dffc10bde9","","textbox","Date",,,
"checkpoint-group",,"","section","Action to Prevent Recurrence"
"checkpoint-status",,"","checkpoint","Attach any relevant photos & documents"
"text","0f5c118e-095e-5f6c-b24f-7cddbda54181","","textbox","Action to Prevent Recurrence",,,
"text","00a4cdb8-af69-5c5f-99f8-b9aeaf96c9b3","","textbox","Action by",,,
"text","c9bf5426-0d71-5e7a-bbf7-1749f1b09819","","textbox","To be completed by",,,
"text","fc7f100e-3944-5919-a596-adc54881cafd","","textbox","Date",,,
"checkpoint-group",,"","section","Corrective Action Completed"
"checkpoint-status",,"","checkpoint","Attach any relevant photos & documents"
"text","4156a495-e872-512f-8d30-5b374b52311f","","textbox","Corrective Action Completed",,,
"text","15770eda-a320-5373-8fa3-066c5029ed82","","textbox","Actioned by",,,
"holdpoint",,"","signoff","Sign Off Required Alpha Precast Quality Manager"

"checklist-flat",,"","checklist","Site QA","",,,236,"Yes","Site QA","66a2dde3-0722-44e7-b66c-5228f48d927f"
"checkpoint-status",,"","checkpoint","Attach any relevant QA photos or documents"

"checklist-sectioned",,"","checklist","Precast Product Pre-Pour & Post-Pour Checklist","",,,224,"Yes","Precast Product Pre-Pour & Post-Pour Checklist","6af91574-13f3-4ba8-9530-2e97b0aeb165"
"checkpoint-group",,"","section","Pre-Pour"
"checkpoint-status",,"","checkpoint","Current, approved & attached"
"text","ba0b964e-33b0-5f8c-8ddd-0f9d84c2acf9","","textbox","Production Actual Date",,,
"text","10ada595-0d9d-5abd-8c54-d7cc291d4fab","","textbox","Delivery Date",,,
"checkpoint-status",,"","checkpoint","Forms clean & release agent/oil applied"
"checkpoint-status",,"","checkpoint","Chamfers installed as per the drawings"
"checkpoint-status",,"","checkpoint","Drawing Dimensions within Tolerances"
"checkpoint-status",,"","checkpoint","Order Number recorded on manufacture drg."
"checkpoint-status",,"","checkpoint","Reo in accordance with drawings, within tolerance and marked on drawing"
"checkpoint-status",,"","checkpoint","E.g. Block outs, Drains, Bolts, Ferrules, Debonding, couplers, etc. Correct type, correctly located, secure and marked on drawing."
"holdpoint",,"","signoff","Sign Off Required Alpha Precast Pty Ltd Representative & Client Representative"
"checkpoint-status",,"","checkpoint","Correct rating, length, location"
"checkpoint-status",,"","checkpoint","Void Formers, Location & correct installation"
"holdpoint",,"","signoff","Sign Off Required Alpha Precast Pty Ltd Representative & Client Representative"
"checkpoint-status",,"","checkpoint","Pour arrangements agreed & equipment adequate."
"checkpoint-status",,"","checkpoint","Concrete mix selected as per approved mix design"
"checkpoint-status",,"","checkpoint","Unit ID has been placed on reo/lifter or embedded in concrete face/ edge."
"checkpoint-status",,"","checkpoint","All checks and hold points signed before concrete may be placed."
"holdpoint",,"","signoff","Sign Off Required Alpha Precast Pty Ltd Representative & Client Representative"
"checkpoint-group",,"","section","Post Pour"
"checkpoint-status",,"","checkpoint","Strength achieved - Lifting strength at least 15 Mpa"
"holdpoint",,"","signoff","Sign Off Required Alpha Precast Pty Ltd Representative & Client Representative"
"checkpoint-status",,"","checkpoint","Membrane curing - if required, coating as per specification CONCURE 99A REMOVAL BY OTHERS"
"checkpoint-status",,"","checkpoint","Embedded items alignment and position correct and marked on drawing"
"checkpoint-status",,"","checkpoint","NCR raised and closed as required. All repairs completed"
"checkpoint-status",,"","checkpoint","Survey complete and dimensions marked up on shop drawing issued for construction."
"folder-normal",,"Not allowed as a child of checklist-sectioned.","folder-normal","NCR Forms"

"checklist-sectioned",,"","checklist","Pre Start Talk Record","",,,0,"Yes","Pre Start Talk Record","918d6b97-c856-4b57-872b-dc96b6385d3e"
"checkpoint-group",,"","section","Pre Start Talk Record"
"checkpoint-status",,"","checkpoint","Attach any relevant photos & documents"
"text","56c8b9f3-1369-5e0b-a331-868003cffd34","","textbox","Date",,,
"text","492dafa2-f547-5146-97db-2b3681f312be","","textbox","Time",,,
"text","19a58be3-9a6c-51e9-8267-09112921f00b","","textbox","Changes in daily tasks",,,
"label","a0bcde88-bd11-5eee-94c5-ed42da56307e","","note","Meeting Held at Chullora Plant",,,
"label","084b9a56-7d86-52d0-9797-d77ef32588d2","","note","Daily Task : Manufacture Precast Panels",,,
"checkpoint-group",,"","section","Safety Requirements"
"checkpoint-status",,"","checkpoint","PPE Must be mandatory worn"
"label","4bff4bfb-1216-5121-b85b-151e67d5a558","","note","Clothing - HI VIS",,,
"label","429328ea-e73e-55c5-8d4c-4b6a65762298","","note","Shoes – Steel cap boots",,,
"label","ffc77b90-1eb3-5121-a1d0-57bcf086b28e","","note","Safety glasses",,,
"label","ec3e2d9e-9392-5566-b07c-a00f42a1a682","","note","Gloves",,,
"checkpoint-status",,"","checkpoint","PPE as required"
"label","3ca5695e-02e4-56a8-b61f-b12a62168ff8","","note","Ear plugs",,,
"label","1d5e1c34-0e0f-5e65-9fa1-424106639c34","","note","Barrier cream",,,
"label","9236ca5c-e812-5102-9fc7-d2a40bb7d3aa","","note","Double face shield when using Grinders",,,
"checkpoint-group",,"","section","Safety Checks"
"checkpoint-status",,"","checkpoint","Leads and electrical equipment to be check and tagged to be adhered to"
"checkpoint-status",,"","checkpoint","All exclusions zone are marked when working around crane."
"checkpoint-status",,"","checkpoint","Keep work area clean at all the times"
"checkpoint-status",,"","checkpoint","Environment"
"label","125324b0-edf9-5690-99ab-6e2a2eb86ca8","","note","Rubbish to be placed in rubbish bins",,,
"label","43f9b1f1-abc7-5c20-9127-1cdbf70322af","","note","Metal waste to be place in recycling bin",,,
"label","6e9ba586-ecff-53bc-81ac-9bea41ded912","","note","Concrete waste to be placed in concrete recycling bin",,,
"label","81d78b7c-fd47-5cf0-921a-038537e1074e","","note","Keep work area clean around you, prior to making out next task",,,
"checkpoint-status",,"","checkpoint","If you see someone is at risk of an unsafe area advise them and help them make it more safe"
"checkpoint-status",,"","checkpoint","Crane operation by suitable qualified person"
"checkpoint-status",,"","checkpoint","Forklift operation by suitable qualified person"
"checkpoint-status",,"","checkpoint","Hot works, welding operation by suitable qualified person."
"checkpoint-group",,"","section","Issues to be covered"
"checkpoint-status",,"","checkpoint","Attach any relevant photos & documents"
"text","daf01f3f-0f32-568c-a312-a79a585d7008","","textbox","Issues to be covered",,,
"checkpoint-group",,"","section","Other issues addressed"
"checkpoint-status",,"","checkpoint","Attach any relevant photos & documents"
"text","c6a8fcd8-ff36-54ca-a5c5-9d7387266301","","textbox","Other issues addressed",,,
"checkpoint-group",,"","section","Issues to be followed up"
"checkpoint-status",,"","checkpoint","Attach any relevant photos & documents"
"text","2c7cd092-6bb8-5523-a53c-c775c1650f70","","textbox","Issues to be followed up",,,
"checkpoint-group",,"","section","Sign Off"
