type,name,values,prefix,postfix,usage count,user addable,template name,,,
checklist,ITP-003 – Subsoil Drainage Install,itp,,,,Yes,ITP-003 - Subsoil Drainage Install,,,
section,1.0 Pre-Construction,,,,,,,,,
checkpoint,1.01 - Confirm Method Statement Signed off,,,,,,,,,
note,Method/Description - Document Review,,,,,,,,,
note,"Test frequency - Prior to Work, Once",,,,,,,,,
note,Contractor - H,,,,,,,,,
note,Designer - H,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - Signed Copy of Method Statement",,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,
checkpoint,1.02 - Confirm Compliance against Resource Consent & Management Plans,,,,,,,,,
note,Method/Description - Document Review,,,,,,,,,
note,"Test frequency - Prior to Work, Once",,,,,,,,,
note,Contractor - H,,,,,,,,,
note,Designer - H,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - Signed Management Plans, Approved SCWMP and Approved CWP",,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,
checkpoint,1.03 - Confirm IFC Design is in place,,,,,,,,,
note,Method/Description - Document Review,,,,,,,,,
note,"Test frequency - Prior to Work, Once",,,,,,,,,
note,Designer - H,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - IFC Drawings Issued",,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,
checkpoint,1.04 - Complete Permit To Dig,,,,,,,,,
note,Method/Description - Document Production,,,,,,,,,
note,Test frequency - All Excavation works,,,,,,,,,
note,Contractor - H,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - Permit to Dig Form",,,,,,,,,
section,2.0 Material Compliance,,,,,,,,,
checkpoint,2.01 - Order Subsoil Pipes,,,,,,,,,
note,Method/Description - Ensure Pipes are ordered as per drawing,,,,,,,,,
note,Test frequency - All Subsoils,,,,,,,,,
note,"Contractor - R, I",,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - Delivery Dockets, Material Complaince Certifcate/Data Sheets, Material Delivery Inspection Checksheet ",,,,,,,,,
checkpoint,2.02 - Order Geotextile Material,,,,,,,,,
note,Method/Description - Document Review,,,,,,,,,
note,Test frequency - All Geotextiles,,,,,,,,,
note,"Contractor - R, I",,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - Delivery Dockets",,,,,,,,,
checkpoint,2.04 - Order Subsoil Drainage Backfill Material,,,,,,,,,
note,Method/Description - Laboratory Testing,,,,,,,,,
