type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Pipework,,,,,,Pipework Checklist,
section,Details,,,,,,,
checkpoint,Pipework insulated,,,,,,,
checkpoint,Labelling completed,,,,,,,
,,,,,,,,
checklist,Ductwork,,,,,,Ductwork Checklist,
section,Details,,,,,,,
checkpoint,Ductwork insulation complete,,,,,,,
checkpoint,Ductwork pressure testing completed and passed,,,,,,,
checkpoint,Labelling completed,,,,,,,
checkpoint,Access requirements to any in ceiling components available,,,,,,,
,,,,,,,,
checklist,E4M,,,,,,E4M Checklist,
section,Details,,,,,,,
checkpoint,Electrical for Mechanical cabling complete,,,,,,,
,,,,,,,,
checklist,Medical Gas Pipework,,,,,,Medical Gas Pipework Checklist,
section,Details,,,,,,,
checkpoint,Medical pipework installed,,,,,,,
checkpoint,Medical pipework pressure testing completed and passed,,,,,,,
